sp,Arctictis_binturong,Arctonyx_collaris,Atherurus_africanus,Atherurus_macrourus,Atilax_paludinosus,Bdeogale_crassicauda,Callosciurus_erythraeus,Canis_adustus,Capricornis_milneedwardsii,Capricornis_sumatraensis,Caracal_aurata,Cephalophus_harveyi,Cephalophus_nigrifrons,Cephalophus_silvicultor,Cephalophus_spadix,Cephalophus_weynsi,Cercocebus_sanjei,Cercopithecus_lhoesti,Cercopithecus_mitis,Civettictis_civetta,Conepatus_semistriatus,Cricetomys_emini,Cricetomys_gambianus,Crocuta_crocuta,Cryptoprocta_ferox,Cuniculus_paca,Cuon_alpinus,Dasyprocta_fuliginosa,Dasyprocta_punctata,Dasypus_kappleri,Dasypus_novemcinctus,Didelphis_marsupialis,Echinosorex_gymnura,Eira_barbara,Eulemur_rufifrons,Eupleres_goudotii,Fossa_fossana,Galidia_elegans,Galidictis_fasciata,Genetta_servalina,Gorilla_beringei,Helarctos_malayanus,Hemicentetes_nigriceps,Hemicentetes_semispinosus,Hemigalus_derbyanus,Herpestes_brachyurus,Herpestes_urva,Hystrix_africaeaustralis,Hystrix_brachyura,Lariscus_insignis,Leopardus_pardalis,Leopardus_wiedii,Leopoldamys_sabanus,Leptailurus_serval,Loxodonta_africana,Macaca_arctoides,Macaca_assamensis,Macaca_fascicularis,Macaca_leonina,Macaca_nemestrina,Manis_javanica,Martes_flavigula,Mazama_americana,Mazama_temama,Mellivora_capensis,Melogale_personata,Metachirus_nudicaudatus,Mungos_mungo,Muntiacus_muntjak,Myrmecophaga_tridactyla,Nandinia_binotata,Nasua_narica,Nasua_nasua,Neofelis_nebulosa,Nesomys_rufus,Odocoileus_virginianus,Paguma_larvata,Pan_troglodytes,Panthera_onca,Panthera_pardus,Papio_anubis,Papio_cynocephalus,Paradoxurus_hermaphroditus,Paraxerus_vexillarius,Pardofelis_marmorata,Pardofelis_temminckii,Pecari_tajacu,Petrodromus_tetradactylus,Phataginus_tricuspis,Philander_opossum,Potamochoerus_larvatus,Presbytis_siamensis,Prionailurus_bengalensis,Prionailurus_planiceps,Prionodon_linsang,Procyon_cancrivorus,Procyon_lotor,Proechimys_semispinosus,Puma_concolor,Puma_yagouaroundi,Rattus_rattus,Rhinosciurus_laticaudatus,Rhizomys_sumatrensis,Rhynchocyon_cirnei,Rhynchocyon_udzungwensis,Rusa_unicolor,Sciurus_granatensis,Sciurus_spadiceus,Setifer_setosus,Sundasciurus_hippurus,Sus_scrofa,Syncerus_caffer,Tamandua_mexicana,Tamandua_tetradactyla,Tapirus_bairdii,Tapirus_indicus,Tapirus_terrestris,Tenrec_ecaudatus,Thryonomys_gregorianus,Thryonomys_swinderianus,Tragelaphus_scriptus,Tragelaphus_spekii,Tragulus_kanchil,Tremarctos_ornatus,Tupaia_glis,Viverra_zibetha
Caracal_aurata,3.34E-01,3.34E-01,6.68E-01,6.68E-01,1.07E-03,3.35E-01,5.02E-01,3.34E-01,5.18E-01,5.16E-01,0.00E+00,6.67E-01,3.34E-01,3.38E-01,6.70E-01,5.02E-01,5.01E-01,6.68E-01,6.68E-01,6.67E-01,3.35E-01,6.68E-01,5.02E-01,3.37E-01,5.50E-04,6.67E-01,2.74E-04,6.68E-01,6.68E-01,3.34E-01,3.34E-01,6.68E-01,3.35E-01,3.34E-01,3.35E-01,1.23E-03,3.35E-01,1.29E-03,1.31E-03,3.35E-01,5.14E-01,6.69E-01,7.11E-03,1.34E-03,3.35E-01,3.35E-01,3.35E-01,6.67E-01,6.67E-01,5.02E-01,3.47E-04,1.08E-03,5.02E-01,3.38E-04,9.99E-01,6.68E-01,6.67E-01,6.68E-01,5.01E-01,6.67E-01,5.01E-01,6.68E-01,3.34E-01,5.02E-01,5.92E-04,3.35E-01,6.68E-01,6.68E-01,5.00E-01,3.34E-01,6.68E-01,3.34E-01,6.68E-01,3.26E-04,3.35E-01,3.37E-01,6.68E-01,6.69E-01,7.11E-03,3.35E-03,6.67E-01,6.67E-01,6.68E-01,5.02E-01,3.34E-01,4.44E-04,3.34E-01,3.35E-01,5.02E-01,6.68E-01,6.69E-01,6.67E-01,3.34E-01,6.68E-01,3.35E-01,3.34E-01,3.34E-01,6.68E-01,3.01E-03,6.43E-04,5.02E-01,5.02E-01,5.02E-01,6.68E-01,5.02E-01,3.50E-01,6.68E-01,6.68E-01,6.68E-01,5.02E-01,3.42E-01,3.81E-01,3.34E-01,3.34E-01,3.51E-01,6.90E-01,3.50E-01,3.35E-01,6.68E-01,6.68E-01,3.36E-01,3.39E-01,5.02E-01,3.44E-01,6.68E-01,6.67E-01
Cephalophus_harveyi,6.67E-01,6.67E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,1.80E-03,6.67E-01,1.85E-02,1.59E-02,6.67E-01,0.00E+00,3.33E-01,3.38E-01,6.70E-01,1.59E-03,5.01E-01,3.34E-01,3.34E-01,6.67E-01,6.68E-01,6.68E-01,5.02E-01,6.71E-01,6.67E-01,3.34E-01,6.67E-01,9.31E-04,1.00E-03,3.34E-01,3.34E-01,6.68E-01,6.68E-01,6.68E-01,3.35E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,1.39E-02,6.69E-01,6.74E-01,6.68E-01,6.68E-01,6.68E-01,6.68E-01,6.67E-01,6.67E-01,5.02E-01,6.67E-01,6.68E-01,5.02E-01,6.67E-01,3.32E-01,3.34E-01,3.34E-01,3.34E-01,5.01E-01,3.34E-01,5.01E-01,3.34E-01,3.34E-01,1.57E-03,6.67E-01,6.68E-01,6.68E-01,3.34E-01,6.35E-05,6.67E-01,6.68E-01,6.68E-01,3.34E-01,6.67E-01,3.35E-01,3.37E-01,6.68E-01,3.36E-01,6.74E-01,6.70E-01,3.34E-01,3.34E-01,6.68E-01,1.75E-03,6.68E-01,5.00E-01,6.67E-01,6.68E-01,5.02E-01,6.68E-01,6.70E-01,6.68E-04,6.68E-01,6.68E-01,6.68E-01,6.67E-01,6.67E-01,6.68E-01,6.70E-01,6.67E-01,5.02E-01,1.81E-03,1.81E-03,3.35E-01,5.02E-01,3.50E-01,1.21E-03,1.19E-03,6.68E-01,1.78E-03,6.75E-01,3.81E-01,6.68E-01,6.67E-01,3.51E-01,3.57E-01,3.50E-01,6.68E-01,3.34E-01,3.34E-01,3.36E-01,3.39E-01,1.59E-03,6.77E-01,3.35E-01,6.67E-01
Cephalophus_nigrifrons,6.67E-01,6.67E-01,6.68E-01,6.68E-01,3.34E-01,6.68E-01,1.73E-03,6.67E-01,1.85E-02,1.60E-02,3.34E-01,3.33E-01,0.00E+00,4.96E-03,6.70E-01,1.51E-03,5.01E-01,6.67E-01,6.67E-01,6.67E-01,6.68E-01,6.68E-01,5.02E-01,6.71E-01,3.34E-01,3.34E-01,3.33E-01,3.34E-01,3.34E-01,3.72E-04,8.20E-04,6.68E-01,3.34E-01,3.34E-01,1.15E-03,3.34E-01,6.68E-01,3.34E-01,3.34E-01,6.68E-01,1.40E-02,6.69E-01,3.41E-01,3.34E-01,6.68E-01,6.68E-01,6.68E-01,6.67E-01,6.67E-01,5.02E-01,3.34E-01,3.34E-01,5.02E-01,3.33E-01,6.66E-01,6.67E-01,6.67E-01,6.67E-01,5.01E-01,6.67E-01,5.01E-01,6.68E-01,7.53E-04,1.50E-03,3.34E-01,3.34E-01,6.68E-01,6.68E-01,1.27E-05,3.34E-01,6.68E-01,3.34E-01,6.68E-01,3.34E-01,1.16E-03,3.52E-03,6.67E-01,6.69E-01,3.41E-01,3.37E-01,6.67E-01,6.67E-01,6.68E-01,1.68E-03,6.68E-01,5.00E-01,3.34E-01,3.34E-01,5.02E-01,6.68E-01,6.70E-01,3.34E-01,6.68E-01,6.68E-01,6.68E-01,6.67E-01,3.34E-01,6.68E-01,3.37E-01,3.34E-01,5.02E-01,1.74E-03,1.73E-03,6.68E-01,5.02E-01,1.67E-02,3.34E-01,3.34E-01,6.68E-01,1.70E-03,3.42E-01,4.79E-02,3.34E-01,3.34E-01,1.79E-02,3.57E-01,1.64E-02,3.34E-01,3.34E-01,3.34E-01,2.48E-03,5.42E-03,1.51E-03,3.44E-01,6.68E-01,6.67E-01
Cephalophus_silvicultor,6.72E-01,6.72E-01,6.73E-01,6.73E-01,3.39E-01,6.73E-01,9.17E-03,6.72E-01,1.11E-02,8.57E-03,3.38E-01,3.38E-01,4.96E-03,0.00E+00,6.68E-01,8.95E-03,5.08E-01,6.72E-01,6.72E-01,6.72E-01,6.73E-01,6.73E-01,5.09E-01,6.67E-01,3.39E-01,3.39E-01,3.38E-01,3.39E-01,3.39E-01,5.33E-03,5.78E-03,6.73E-01,3.39E-01,3.39E-01,6.11E-03,3.39E-01,6.73E-01,3.39E-01,3.39E-01,6.73E-01,6.57E-03,6.69E-01,3.36E-01,3.39E-01,6.73E-01,6.73E-01,6.73E-01,6.72E-01,6.72E-01,5.09E-01,3.38E-01,3.39E-01,5.09E-01,3.38E-01,6.61E-01,6.72E-01,6.72E-01,6.72E-01,5.08E-01,6.72E-01,5.09E-01,6.73E-01,4.20E-03,8.93E-03,3.39E-01,3.39E-01,6.73E-01,6.73E-01,7.42E-03,3.38E-01,6.73E-01,3.39E-01,6.72E-01,3.38E-01,6.12E-03,1.44E-03,6.72E-01,6.69E-01,3.36E-01,3.35E-01,6.71E-01,6.71E-01,6.73E-01,9.12E-03,6.73E-01,5.08E-01,3.38E-01,3.39E-01,5.09E-01,6.73E-01,6.69E-01,3.39E-01,6.73E-01,6.73E-01,6.73E-01,6.72E-01,3.39E-01,6.73E-01,3.35E-01,3.39E-01,5.09E-01,9.17E-03,9.17E-03,6.73E-01,5.09E-01,1.18E-02,3.39E-01,3.39E-01,6.73E-01,9.14E-03,3.37E-01,4.29E-02,3.39E-01,3.39E-01,1.29E-02,3.52E-01,1.14E-02,3.39E-01,3.39E-01,3.39E-01,2.47E-03,4.65E-04,8.95E-03,3.39E-01,6.73E-01,6.72E-01
Cephalophus_spadix,3.37E-01,3.38E-01,4.57E-03,4.57E-03,6.71E-01,3.38E-01,5.07E-01,3.37E-01,5.13E-01,5.11E-01,6.70E-01,6.70E-01,6.70E-01,6.68E-01,0.00E+00,5.07E-01,6.09E-03,3.38E-01,3.38E-01,3.72E-03,3.38E-01,4.63E-03,6.94E-03,3.34E-01,6.71E-01,3.37E-01,6.70E-01,6.71E-01,6.71E-01,6.71E-01,6.71E-01,4.65E-03,6.71E-01,3.38E-01,6.71E-01,6.71E-01,3.38E-01,6.71E-01,6.71E-01,3.38E-01,5.09E-01,7.61E-04,6.70E-01,6.71E-01,3.38E-01,3.38E-01,3.38E-01,4.06E-03,4.06E-03,7.08E-03,6.70E-01,6.71E-01,5.07E-01,6.70E-01,9.95E-01,3.38E-01,3.37E-01,3.38E-01,6.33E-03,3.38E-01,5.06E-01,3.38E-01,6.69E-01,5.07E-01,6.71E-01,6.71E-01,4.71E-03,6.71E-01,5.05E-01,6.70E-01,4.57E-03,3.38E-01,3.38E-01,6.70E-01,6.71E-01,6.67E-01,3.38E-01,3.34E-01,6.70E-01,6.67E-01,3.36E-01,3.37E-01,4.47E-03,5.07E-01,3.38E-01,5.06E-01,3.36E-01,6.71E-01,5.07E-01,4.70E-03,6.11E-04,6.71E-01,3.38E-01,4.44E-03,3.38E-01,3.37E-01,3.38E-01,4.71E-03,6.67E-01,6.71E-01,7.07E-03,5.07E-01,5.07E-01,6.71E-01,5.07E-01,6.80E-01,6.71E-01,6.71E-01,3.38E-01,5.07E-01,3.39E-01,7.11E-01,6.71E-01,6.71E-01,6.81E-01,3.54E-01,6.79E-01,3.38E-01,3.38E-01,3.38E-01,6.68E-01,6.69E-01,5.07E-01,3.40E-01,3.38E-01,3.98E-03
Cephalophus_weynsi,5.01E-01,5.01E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,2.18E-04,5.01E-01,2.01E-02,1.75E-02,5.02E-01,1.59E-03,1.51E-03,8.95E-03,5.07E-01,0.00E+00,5.01E-01,5.00E-01,5.00E-01,5.01E-01,5.00E-01,5.00E-01,5.00E-01,5.08E-01,5.01E-01,7.61E-04,5.01E-01,1.90E-04,8.55E-05,9.52E-04,2.80E-04,5.00E-01,5.00E-01,5.00E-01,2.16E-04,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1.55E-02,5.06E-01,5.12E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.01E-01,5.01E-01,5.00E-01,5.01E-01,5.00E-01,5.00E-01,5.01E-01,5.00E-01,5.00E-01,5.01E-01,5.00E-01,5.01E-01,5.01E-01,5.00E-01,5.00E-01,2.64E-03,1.26E-05,5.01E-01,5.00E-01,5.00E-01,5.00E-01,1.52E-03,5.03E-01,5.00E-01,5.00E-01,5.00E-01,5.02E-01,2.33E-04,6.79E-03,5.00E-01,5.05E-01,5.12E-01,5.07E-01,5.02E-01,5.02E-01,5.00E-01,1.68E-04,5.00E-01,5.01E-01,5.02E-01,5.00E-01,5.00E-01,5.00E-01,5.06E-01,5.84E-04,5.00E-01,5.00E-01,5.00E-01,5.01E-01,5.00E-01,5.00E-01,5.06E-01,5.01E-01,5.00E-01,2.26E-04,2.22E-04,5.00E-01,5.00E-01,2.66E-02,2.22E-04,2.03E-04,5.00E-01,1.90E-04,5.15E-01,7.34E-02,5.00E-01,5.00E-01,2.83E-02,3.73E-02,2.61E-02,5.00E-01,8.96E-05,2.61E-04,5.23E-03,9.64E-03,1.27E-07,5.18E-01,5.00E-01,5.01E-01
Cercocebus_sanjei,5.01E-01,5.00E-01,7.70E-04,7.61E-04,5.01E-01,5.01E-01,5.01E-01,5.00E-01,5.19E-01,5.17E-01,5.01E-01,5.01E-01,5.01E-01,5.08E-01,6.09E-03,5.01E-01,0.00E+00,3.33E-04,3.81E-04,5.08E-04,5.01E-01,8.50E-04,8.52E-04,5.07E-01,5.00E-01,5.00E-01,5.01E-01,5.01E-01,5.01E-01,5.00E-01,5.00E-01,8.77E-04,5.01E-01,5.19E-04,5.01E-01,5.01E-01,5.01E-01,5.01E-01,5.01E-01,5.01E-01,5.15E-01,4.95E-03,5.12E-01,5.01E-01,5.01E-01,5.01E-01,5.01E-01,0.00E+00,0.00E+00,9.90E-04,5.00E-01,5.01E-01,5.01E-01,5.01E-01,9.99E-01,3.81E-04,5.08E-04,4.12E-04,2.42E-04,1.90E-04,5.00E-01,8.65E-04,5.02E-01,5.01E-01,5.00E-01,5.01E-01,9.68E-04,5.01E-01,5.01E-01,5.02E-01,7.61E-04,5.04E-04,5.34E-04,5.02E-01,5.01E-01,5.06E-01,5.00E-01,4.70E-03,5.12E-01,5.06E-01,1.68E-03,1.32E-03,6.09E-04,5.01E-01,5.01E-01,5.01E-01,1.68E-03,5.01E-01,5.01E-01,9.62E-04,5.18E-03,5.00E-01,5.01E-01,5.67E-04,5.01E-01,5.00E-01,3.14E-04,9.69E-04,5.06E-01,5.00E-01,9.80E-04,5.01E-01,5.01E-01,5.01E-01,5.01E-01,5.26E-01,5.01E-01,5.01E-01,5.01E-01,5.01E-01,1.39E-02,5.73E-01,5.00E-01,5.00E-01,5.28E-01,5.37E-01,5.25E-01,9.05E-04,5.01E-01,5.01E-01,5.04E-01,5.09E-01,5.01E-01,1.68E-02,9.95E-04,1.27E-04
Cercopithecus_lhoesti,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,5.01E-01,6.67E-01,5.20E-01,5.17E-01,6.68E-01,3.34E-01,6.67E-01,6.72E-01,3.38E-01,5.00E-01,3.33E-04,0.00E+00,3.17E-05,3.34E-01,6.67E-01,3.34E-01,5.19E-04,6.72E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.15E-01,3.37E-01,6.75E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.57E-04,6.67E-01,6.67E-01,5.01E-01,6.67E-01,6.66E-01,3.17E-05,5.61E-04,5.29E-05,9.11E-05,9.52E-05,5.00E-01,3.54E-04,6.68E-01,5.00E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,5.01E-01,6.68E-01,3.34E-01,3.33E-01,1.34E-04,6.68E-01,6.67E-01,6.71E-01,6.67E-01,3.35E-03,6.75E-01,6.71E-01,1.34E-03,1.10E-03,3.34E-01,5.01E-01,6.67E-01,5.01E-01,3.35E-01,6.67E-01,5.00E-01,3.34E-01,3.37E-01,3.33E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,3.33E-01,3.34E-01,6.71E-01,6.67E-01,6.47E-04,5.01E-01,5.01E-01,3.34E-01,5.01E-01,6.84E-01,3.34E-01,3.34E-01,6.67E-01,5.01E-01,3.43E-01,7.15E-01,6.67E-01,6.67E-01,6.85E-01,6.91E-01,6.84E-01,3.34E-01,6.67E-01,6.67E-01,6.70E-01,6.73E-01,5.00E-01,3.45E-01,4.41E-04,3.34E-01
Cercopithecus_mitis,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,5.01E-01,6.67E-01,5.20E-01,5.17E-01,6.68E-01,3.34E-01,6.67E-01,6.72E-01,3.38E-01,5.00E-01,3.81E-04,3.17E-05,0.00E+00,3.34E-01,6.67E-01,3.34E-01,4.71E-04,6.72E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.15E-01,3.37E-01,6.75E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.09E-04,6.67E-01,6.67E-01,5.01E-01,6.67E-01,6.66E-01,0.00E+00,5.92E-04,2.12E-05,1.39E-04,1.27E-04,5.00E-01,3.23E-04,6.68E-01,5.00E-01,6.67E-01,6.67E-01,3.34E-01,3.34E-01,5.01E-01,6.68E-01,3.34E-01,3.33E-01,1.02E-04,6.68E-01,6.67E-01,6.71E-01,6.67E-01,3.38E-03,6.75E-01,6.71E-01,1.37E-03,1.13E-03,3.33E-01,5.01E-01,6.67E-01,5.01E-01,3.35E-01,6.67E-01,5.00E-01,3.34E-01,3.37E-01,3.33E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,3.33E-01,3.34E-01,6.71E-01,6.67E-01,5.99E-04,5.01E-01,5.01E-01,3.34E-01,5.01E-01,6.84E-01,3.34E-01,3.34E-01,6.67E-01,5.01E-01,3.43E-01,7.15E-01,6.67E-01,6.67E-01,6.85E-01,6.91E-01,6.84E-01,3.34E-01,6.67E-01,6.67E-01,6.70E-01,6.73E-01,5.00E-01,3.45E-01,4.10E-04,3.34E-01
Civettictis_civetta,3.33E-01,3.34E-01,8.52E-04,8.46E-04,6.67E-01,3.34E-01,5.01E-01,3.33E-01,5.19E-01,5.16E-01,6.67E-01,6.67E-01,6.67E-01,6.72E-01,3.72E-03,5.01E-01,5.08E-04,3.34E-01,3.34E-01,0.00E+00,3.34E-01,9.05E-04,1.36E-03,3.38E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,9.23E-04,6.68E-01,3.34E-01,6.68E-01,6.68E-01,3.34E-01,6.68E-01,6.68E-01,3.34E-01,5.14E-01,2.96E-03,6.74E-01,6.68E-01,3.34E-01,3.34E-01,3.34E-01,3.38E-04,3.38E-04,1.50E-03,6.67E-01,6.67E-01,5.01E-01,6.67E-01,9.99E-01,3.34E-01,3.33E-01,3.34E-01,7.50E-04,3.34E-01,5.01E-01,3.34E-01,6.68E-01,5.01E-01,6.67E-01,6.68E-01,9.84E-04,6.68E-01,5.00E-01,6.68E-01,8.46E-04,3.34E-01,3.34E-01,6.67E-01,6.68E-01,6.70E-01,3.34E-01,3.36E-01,6.74E-01,6.70E-01,3.34E-01,3.34E-01,7.45E-04,5.01E-01,3.34E-01,5.00E-01,3.34E-01,6.68E-01,5.01E-01,9.80E-04,3.11E-03,6.67E-01,3.34E-01,7.16E-04,3.34E-01,3.34E-01,3.34E-01,9.85E-04,6.70E-01,6.67E-01,1.49E-03,5.01E-01,5.01E-01,6.68E-01,5.01E-01,6.84E-01,6.68E-01,6.68E-01,3.34E-01,5.01E-01,3.42E-01,7.15E-01,6.67E-01,6.67E-01,6.85E-01,3.57E-01,6.83E-01,3.34E-01,3.34E-01,3.34E-01,6.69E-01,6.72E-01,5.01E-01,3.44E-01,3.34E-01,2.54E-04
Conepatus_semistriatus,9.98E-04,4.36E-04,3.33E-01,3.33E-01,3.34E-01,2.96E-05,5.00E-01,7.66E-04,5.20E-01,5.18E-01,3.35E-01,6.68E-01,6.68E-01,6.73E-01,3.38E-01,5.00E-01,5.01E-01,6.67E-01,6.67E-01,3.34E-01,0.00E+00,3.33E-01,5.00E-01,5.23E-03,3.34E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,8.31E-05,3.33E-01,3.33E-01,1.23E-05,5.16E-01,3.37E-01,3.42E-01,3.33E-01,6.77E-05,6.77E-05,5.61E-05,3.34E-01,3.34E-01,5.00E-01,3.34E-01,3.34E-01,5.00E-01,3.34E-01,1.00E+00,6.67E-01,6.68E-01,6.67E-01,5.01E-01,6.67E-01,5.01E-01,6.67E-01,6.68E-01,5.00E-01,3.34E-01,6.67E-01,3.33E-01,6.67E-01,5.02E-01,6.68E-01,3.33E-01,6.67E-01,6.67E-01,3.35E-01,6.67E-01,6.71E-01,3.34E-01,6.70E-01,3.42E-01,3.38E-01,6.68E-01,6.68E-01,3.34E-01,5.00E-01,1.07E-04,1.43E-03,6.68E-01,6.67E-01,5.00E-01,3.33E-01,3.37E-01,6.67E-01,1.78E-04,3.34E-01,4.23E-05,4.86E-04,6.67E-01,3.33E-01,3.38E-01,3.34E-01,5.00E-01,5.00E-01,5.00E-01,6.67E-01,5.00E-01,6.84E-01,6.67E-01,6.67E-01,3.33E-01,5.00E-01,6.76E-01,7.16E-01,6.67E-01,6.67E-01,6.86E-01,3.58E-01,6.84E-01,6.67E-01,3.33E-01,3.34E-01,6.70E-01,6.73E-01,5.00E-01,6.78E-01,6.67E-01,3.34E-01
Cricetomys_emini,3.34E-01,3.34E-01,5.36E-05,5.92E-05,6.67E-01,3.33E-01,5.00E-01,3.34E-01,5.20E-01,5.18E-01,6.68E-01,6.68E-01,6.68E-01,6.73E-01,4.63E-03,5.00E-01,8.50E-04,3.34E-01,3.34E-01,9.05E-04,3.33E-01,0.00E+00,1.90E-06,3.39E-01,6.67E-01,3.34E-01,6.68E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,1.77E-05,6.67E-01,3.34E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,3.33E-01,5.16E-01,3.87E-03,6.75E-01,6.67E-01,3.33E-01,3.33E-01,3.33E-01,5.67E-04,5.67E-04,1.40E-04,6.68E-01,6.67E-01,5.00E-01,6.68E-01,1.00E+00,3.34E-01,3.34E-01,3.34E-01,6.08E-04,3.34E-01,5.00E-01,3.33E-01,6.68E-01,5.00E-01,6.67E-01,6.67E-01,7.83E-05,6.67E-01,5.02E-01,6.68E-01,5.92E-05,3.34E-01,3.34E-01,6.68E-01,6.67E-01,6.71E-01,3.34E-01,3.37E-01,6.75E-01,6.71E-01,3.35E-01,3.35E-01,1.61E-04,5.00E-01,3.33E-01,5.01E-01,3.35E-01,6.67E-01,5.00E-01,7.44E-05,4.02E-03,6.67E-01,3.34E-01,1.89E-04,3.33E-01,3.34E-01,3.34E-01,7.94E-05,6.71E-01,6.67E-01,1.29E-04,5.00E-01,5.00E-01,6.67E-01,5.00E-01,6.84E-01,6.67E-01,6.67E-01,3.33E-01,5.00E-01,3.43E-01,7.16E-01,6.67E-01,6.67E-01,6.86E-01,3.58E-01,6.84E-01,3.33E-01,3.33E-01,3.34E-01,6.70E-01,6.73E-01,5.00E-01,3.45E-01,3.33E-01,6.51E-04
Cricetomys_gambianus,5.01E-01,5.01E-01,8.24E-05,9.07E-05,5.00E-01,5.00E-01,5.00E-01,5.01E-01,5.20E-01,5.18E-01,5.02E-01,5.02E-01,5.02E-01,5.09E-01,6.94E-03,5.00E-01,8.52E-04,5.19E-04,4.71E-04,1.36E-03,5.00E-01,1.90E-06,0.00E+00,5.08E-01,5.01E-01,5.01E-01,5.01E-01,5.00E-01,5.00E-01,5.01E-01,5.00E-01,2.46E-05,5.00E-01,3.33E-04,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.16E-01,5.80E-03,5.13E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,8.52E-04,8.52E-04,1.38E-04,5.01E-01,5.00E-01,5.00E-01,5.01E-01,1.00E+00,4.71E-04,1.36E-03,4.40E-04,6.10E-04,6.62E-04,5.00E-01,1.27E-05,5.03E-01,5.00E-01,5.01E-01,5.00E-01,1.15E-04,5.00E-01,5.02E-01,5.03E-01,9.07E-05,3.48E-04,3.18E-04,5.02E-01,5.00E-01,5.07E-01,5.00E-01,5.55E-03,5.13E-01,5.07E-01,2.53E-03,2.17E-03,2.43E-04,5.00E-01,5.00E-01,5.01E-01,2.54E-03,5.00E-01,5.00E-01,1.10E-04,6.03E-03,5.01E-01,5.00E-01,2.85E-04,5.00E-01,5.01E-01,5.38E-04,1.17E-04,5.06E-01,5.01E-01,1.28E-04,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.27E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1.47E-02,5.73E-01,5.00E-01,5.01E-01,5.28E-01,5.37E-01,5.26E-01,5.29E-05,5.00E-01,5.00E-01,5.05E-01,5.10E-01,5.00E-01,1.76E-02,1.43E-04,9.79E-04
Crocuta_crocuta,4.23E-03,4.79E-03,3.38E-01,3.38E-01,3.38E-01,5.20E-03,5.08E-01,4.46E-03,5.12E-01,5.10E-01,3.37E-01,6.71E-01,6.71E-01,6.67E-01,3.34E-01,5.08E-01,5.07E-01,6.72E-01,6.72E-01,3.38E-01,5.23E-03,3.39E-01,5.08E-01,0.00E+00,3.38E-01,3.38E-01,3.38E-01,6.72E-01,6.72E-01,6.71E-01,6.72E-01,3.39E-01,6.72E-01,6.72E-01,6.72E-01,3.39E-01,5.31E-03,3.39E-01,3.39E-01,5.24E-03,5.08E-01,3.35E-01,3.36E-01,3.39E-01,5.16E-03,5.16E-03,5.17E-03,3.38E-01,3.38E-01,5.08E-01,3.38E-01,3.38E-01,5.08E-01,3.38E-01,9.95E-01,6.72E-01,6.71E-01,6.72E-01,5.07E-01,6.71E-01,5.07E-01,6.72E-01,6.70E-01,5.08E-01,3.38E-01,6.72E-01,3.39E-01,6.72E-01,5.06E-01,6.70E-01,3.38E-01,6.72E-01,6.72E-01,3.37E-01,6.72E-01,6.67E-01,3.38E-01,6.68E-01,3.36E-01,3.34E-01,6.70E-01,6.70E-01,3.38E-01,5.08E-01,5.12E-03,6.41E-03,6.70E-01,6.72E-01,5.08E-01,3.39E-01,3.35E-01,6.71E-01,5.05E-03,3.38E-01,5.27E-03,4.74E-03,6.72E-01,3.39E-01,3.34E-01,3.38E-01,5.08E-01,5.08E-01,5.08E-01,6.72E-01,5.08E-01,6.79E-01,6.72E-01,6.72E-01,3.39E-01,5.08E-01,6.71E-01,7.10E-01,6.72E-01,6.72E-01,6.80E-01,3.53E-01,6.79E-01,6.72E-01,3.38E-01,3.38E-01,6.68E-01,6.68E-01,5.08E-01,6.73E-01,6.72E-01,3.38E-01
