sp,Arctictis_binturong,Arctonyx_collaris,Atherurus_africanus,Atherurus_macrourus,Atilax_paludinosus,Bdeogale_crassicauda,Callosciurus_erythraeus,Canis_adustus,Capricornis_milneedwardsii,Capricornis_sumatraensis,Caracal_aurata,Cephalophus_harveyi,Cephalophus_nigrifrons,Cephalophus_silvicultor,Cephalophus_spadix,Cephalophus_weynsi,Cercocebus_sanjei,Cercopithecus_lhoesti,Cercopithecus_mitis,Civettictis_civetta,Conepatus_semistriatus,Cricetomys_emini,Cricetomys_gambianus,Crocuta_crocuta,Cryptoprocta_ferox,Cuniculus_paca,Cuon_alpinus,Dasyprocta_fuliginosa,Dasyprocta_punctata,Dasypus_kappleri,Dasypus_novemcinctus,Didelphis_marsupialis,Echinosorex_gymnura,Eira_barbara,Eulemur_rufifrons,Eupleres_goudotii,Fossa_fossana,Galidia_elegans,Galidictis_fasciata,Genetta_servalina,Gorilla_beringei,Helarctos_malayanus,Hemicentetes_nigriceps,Hemicentetes_semispinosus,Hemigalus_derbyanus,Herpestes_brachyurus,Herpestes_urva,Hystrix_africaeaustralis,Hystrix_brachyura,Lariscus_insignis,Leopardus_pardalis,Leopardus_wiedii,Leopoldamys_sabanus,Leptailurus_serval,Loxodonta_africana,Macaca_arctoides,Macaca_assamensis,Macaca_fascicularis,Macaca_leonina,Macaca_nemestrina,Manis_javanica,Martes_flavigula,Mazama_americana,Mazama_temama,Mellivora_capensis,Melogale_personata,Metachirus_nudicaudatus,Mungos_mungo,Muntiacus_muntjak,Myrmecophaga_tridactyla,Nandinia_binotata,Nasua_narica,Nasua_nasua,Neofelis_nebulosa,Nesomys_rufus,Odocoileus_virginianus,Paguma_larvata,Pan_troglodytes,Panthera_onca,Panthera_pardus,Papio_anubis,Papio_cynocephalus,Paradoxurus_hermaphroditus,Paraxerus_vexillarius,Pardofelis_marmorata,Pardofelis_temminckii,Pecari_tajacu,Petrodromus_tetradactylus,Phataginus_tricuspis,Philander_opossum,Potamochoerus_larvatus,Presbytis_siamensis,Prionailurus_bengalensis,Prionailurus_planiceps,Prionodon_linsang,Procyon_cancrivorus,Procyon_lotor,Proechimys_semispinosus,Puma_concolor,Puma_yagouaroundi,Rattus_rattus,Rhinosciurus_laticaudatus,Rhizomys_sumatrensis,Rhynchocyon_cirnei,Rhynchocyon_udzungwensis,Rusa_unicolor,Sciurus_granatensis,Sciurus_spadiceus,Setifer_setosus,Sundasciurus_hippurus,Sus_scrofa,Syncerus_caffer,Tamandua_mexicana,Tamandua_tetradactyla,Tapirus_bairdii,Tapirus_indicus,Tapirus_terrestris,Tenrec_ecaudatus,Thryonomys_gregorianus,Thryonomys_swinderianus,Tragelaphus_scriptus,Tragelaphus_spekii,Tragulus_kanchil,Tremarctos_ornatus,Tupaia_glis,Viverra_zibetha
Galidictis_fasciata,3.34E-01,3.34E-01,6.67E-01,6.67E-01,2.33E-04,3.33E-01,5.00E-01,3.34E-01,5.20E-01,5.18E-01,1.31E-03,6.68E-01,3.34E-01,3.39E-01,6.71E-01,5.00E-01,5.01E-01,6.67E-01,6.67E-01,6.68E-01,3.33E-01,6.67E-01,5.00E-01,3.39E-01,7.57E-04,6.67E-01,1.03E-03,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,3.33E-01,3.34E-01,3.33E-01,8.04E-05,3.33E-01,2.12E-05,0.00E+00,3.33E-01,5.16E-01,6.71E-01,8.41E-03,3.49E-05,3.33E-01,3.33E-01,3.33E-01,6.67E-01,6.67E-01,5.00E-01,9.60E-04,2.28E-04,5.00E-01,9.69E-04,1.00E+00,6.67E-01,6.68E-01,6.67E-01,5.01E-01,6.67E-01,5.01E-01,6.67E-01,3.35E-01,5.00E-01,7.15E-04,3.33E-01,6.67E-01,6.67E-01,5.02E-01,3.35E-01,6.67E-01,3.34E-01,6.67E-01,1.63E-03,3.33E-01,3.38E-01,6.67E-01,6.70E-01,8.41E-03,4.66E-03,6.68E-01,6.68E-01,6.67E-01,5.00E-01,3.33E-01,1.52E-03,3.35E-01,3.33E-01,5.00E-01,6.67E-01,6.71E-01,6.67E-01,3.34E-01,6.67E-01,3.33E-01,3.34E-01,3.34E-01,6.67E-01,4.32E-03,6.64E-04,5.00E-01,5.00E-01,5.00E-01,6.67E-01,5.00E-01,3.51E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,3.43E-01,3.82E-01,3.34E-01,3.34E-01,3.52E-01,6.92E-01,3.51E-01,3.33E-01,6.67E-01,6.67E-01,3.37E-01,3.40E-01,5.00E-01,3.45E-01,6.67E-01,6.67E-01
Genetta_servalina,1.01E-03,4.48E-04,3.33E-01,3.33E-01,3.34E-01,4.19E-05,5.00E-01,7.78E-04,5.20E-01,5.18E-01,3.35E-01,6.68E-01,6.68E-01,6.73E-01,3.38E-01,5.00E-01,5.01E-01,6.67E-01,6.67E-01,3.34E-01,1.23E-05,3.33E-01,5.00E-01,5.24E-03,3.34E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,7.08E-05,3.33E-01,3.33E-01,0.00E+00,5.16E-01,3.37E-01,3.42E-01,3.33E-01,8.00E-05,8.00E-05,6.84E-05,3.34E-01,3.34E-01,5.00E-01,3.34E-01,3.34E-01,5.00E-01,3.34E-01,1.00E+00,6.67E-01,6.68E-01,6.67E-01,5.01E-01,6.67E-01,5.01E-01,6.67E-01,6.69E-01,5.00E-01,3.34E-01,6.67E-01,3.33E-01,6.67E-01,5.02E-01,6.68E-01,3.33E-01,6.67E-01,6.67E-01,3.35E-01,6.67E-01,6.71E-01,3.34E-01,6.70E-01,3.42E-01,3.38E-01,6.68E-01,6.68E-01,3.34E-01,5.00E-01,1.19E-04,1.45E-03,6.68E-01,6.67E-01,5.00E-01,3.33E-01,3.37E-01,6.67E-01,1.90E-04,3.34E-01,3.00E-05,4.99E-04,6.67E-01,3.33E-01,3.38E-01,3.34E-01,5.00E-01,5.00E-01,5.00E-01,6.67E-01,5.00E-01,6.84E-01,6.67E-01,6.67E-01,3.33E-01,5.00E-01,6.77E-01,7.16E-01,6.67E-01,6.67E-01,6.86E-01,3.58E-01,6.84E-01,6.67E-01,3.33E-01,3.34E-01,6.70E-01,6.73E-01,5.00E-01,6.78E-01,6.67E-01,3.34E-01
Gorilla_beringei,5.14E-01,5.15E-01,5.16E-01,5.16E-01,5.15E-01,5.16E-01,1.57E-02,5.14E-01,4.54E-03,2.00E-03,5.14E-01,1.39E-02,1.40E-02,6.57E-03,5.09E-01,1.55E-02,5.15E-01,5.15E-01,5.15E-01,5.14E-01,5.16E-01,5.16E-01,5.16E-01,5.08E-01,5.15E-01,1.48E-02,5.14E-01,1.53E-02,1.54E-02,1.46E-02,1.52E-02,5.16E-01,5.16E-01,5.15E-01,1.57E-02,5.16E-01,5.16E-01,5.16E-01,5.16E-01,5.16E-01,0.00E+00,5.10E-01,5.03E-01,5.16E-01,5.16E-01,5.16E-01,5.16E-01,5.15E-01,5.15E-01,5.16E-01,5.14E-01,5.15E-01,5.16E-01,5.14E-01,4.84E-01,5.15E-01,5.14E-01,5.15E-01,5.15E-01,5.15E-01,5.15E-01,5.16E-01,1.29E-02,1.55E-02,5.15E-01,5.16E-01,5.16E-01,5.16E-01,1.40E-02,5.13E-01,5.16E-01,5.15E-01,5.15E-01,5.13E-01,1.57E-02,8.72E-03,5.15E-01,5.10E-01,5.03E-01,5.09E-01,5.13E-01,5.13E-01,5.15E-01,1.57E-02,5.15E-01,5.14E-01,5.13E-01,5.16E-01,5.16E-01,5.16E-01,5.10E-01,1.49E-02,5.15E-01,5.15E-01,5.16E-01,5.15E-01,5.15E-01,5.16E-01,5.09E-01,5.15E-01,5.16E-01,1.57E-02,1.57E-02,5.16E-01,5.16E-01,1.11E-02,1.57E-02,1.57E-02,5.16E-01,1.57E-02,5.01E-01,5.78E-02,5.15E-01,5.15E-01,1.28E-02,2.18E-02,1.06E-02,5.16E-01,1.54E-02,1.53E-02,1.03E-02,5.87E-03,1.55E-02,5.02E-01,5.16E-01,5.15E-01
Helarctos_malayanus,3.36E-01,3.37E-01,3.81E-03,3.81E-03,6.70E-01,3.37E-01,5.06E-01,3.36E-01,5.14E-01,5.12E-01,6.69E-01,6.69E-01,6.69E-01,6.69E-01,7.61E-04,5.06E-01,4.95E-03,3.37E-01,3.37E-01,2.96E-03,3.37E-01,3.87E-03,5.80E-03,3.35E-01,6.70E-01,3.37E-01,6.70E-01,6.70E-01,6.70E-01,6.70E-01,6.70E-01,3.88E-03,6.71E-01,3.37E-01,6.71E-01,6.71E-01,3.37E-01,6.71E-01,6.71E-01,3.37E-01,5.10E-01,0.00E+00,6.71E-01,6.71E-01,3.37E-01,3.37E-01,3.37E-01,3.30E-03,3.30E-03,5.94E-03,6.70E-01,6.70E-01,5.06E-01,6.70E-01,9.96E-01,3.37E-01,3.36E-01,3.37E-01,5.19E-03,3.37E-01,5.05E-01,3.37E-01,6.69E-01,5.06E-01,6.70E-01,6.70E-01,3.94E-03,6.70E-01,5.04E-01,6.69E-01,3.81E-03,3.37E-01,3.37E-01,6.69E-01,6.71E-01,6.67E-01,3.37E-01,3.34E-01,6.71E-01,6.67E-01,3.36E-01,3.36E-01,3.71E-03,5.06E-01,3.37E-01,5.04E-01,3.36E-01,6.71E-01,5.06E-01,3.94E-03,1.51E-04,6.70E-01,3.37E-01,3.68E-03,3.37E-01,3.37E-01,3.37E-01,3.95E-03,6.67E-01,6.70E-01,5.93E-03,5.06E-01,5.06E-01,6.71E-01,5.06E-01,6.81E-01,6.71E-01,6.71E-01,3.37E-01,5.06E-01,3.39E-01,7.12E-01,6.70E-01,6.70E-01,6.82E-01,3.54E-01,6.80E-01,3.37E-01,3.37E-01,3.37E-01,6.67E-01,6.69E-01,5.06E-01,3.41E-01,3.37E-01,3.21E-03
Hemicentetes_nigriceps,3.41E-01,3.41E-01,6.75E-01,6.75E-01,8.18E-03,3.42E-01,5.13E-01,3.41E-01,5.08E-01,5.05E-01,7.11E-03,6.74E-01,3.41E-01,3.36E-01,6.70E-01,5.12E-01,5.12E-01,6.75E-01,6.75E-01,6.74E-01,3.42E-01,6.75E-01,5.13E-01,3.36E-01,7.66E-03,6.74E-01,7.38E-03,6.75E-01,6.75E-01,3.41E-01,3.41E-01,6.75E-01,3.42E-01,3.41E-01,3.42E-01,8.33E-03,3.42E-01,8.39E-03,8.41E-03,3.42E-01,5.03E-01,6.71E-01,0.00E+00,8.45E-03,3.42E-01,3.42E-01,3.42E-01,6.74E-01,6.74E-01,5.13E-01,7.45E-03,8.19E-03,5.13E-01,7.45E-03,9.92E-01,6.75E-01,6.74E-01,6.75E-01,5.12E-01,6.75E-01,5.12E-01,6.75E-01,3.40E-01,5.12E-01,7.70E-03,3.42E-01,6.75E-01,6.75E-01,5.11E-01,3.40E-01,6.75E-01,3.41E-01,6.75E-01,6.78E-03,3.42E-01,3.37E-01,6.75E-01,6.71E-01,0.00E+00,3.76E-03,6.73E-01,6.74E-01,6.75E-01,5.13E-01,3.42E-01,1.11E-02,3.40E-01,3.42E-01,5.12E-01,6.75E-01,6.71E-01,6.75E-01,3.42E-01,6.75E-01,3.42E-01,3.41E-01,3.41E-01,6.75E-01,4.09E-03,7.75E-03,5.13E-01,5.13E-01,5.13E-01,6.75E-01,5.13E-01,3.43E-01,6.75E-01,6.75E-01,6.75E-01,5.13E-01,3.35E-01,3.74E-01,3.41E-01,3.41E-01,3.44E-01,6.83E-01,3.42E-01,3.42E-01,6.75E-01,6.75E-01,3.38E-01,3.35E-01,5.12E-01,3.37E-01,6.75E-01,6.74E-01
Hemicentetes_semispinosus,3.34E-01,3.34E-01,6.67E-01,6.67E-01,2.68E-04,3.33E-01,5.00E-01,3.34E-01,5.20E-01,5.18E-01,1.34E-03,6.68E-01,3.34E-01,3.39E-01,6.71E-01,5.00E-01,5.01E-01,6.67E-01,6.67E-01,6.68E-01,3.33E-01,6.67E-01,5.00E-01,3.39E-01,7.92E-04,6.67E-01,1.07E-03,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.67E-01,3.33E-01,3.34E-01,3.33E-01,1.15E-04,3.33E-01,5.60E-05,3.49E-05,3.33E-01,5.16E-01,6.71E-01,8.45E-03,0.00E+00,3.33E-01,3.33E-01,3.33E-01,6.67E-01,6.67E-01,5.00E-01,9.95E-04,2.63E-04,5.00E-01,1.00E-03,1.00E+00,6.67E-01,6.68E-01,6.67E-01,5.01E-01,6.67E-01,5.01E-01,6.67E-01,3.35E-01,5.00E-01,7.50E-04,3.33E-01,6.67E-01,6.67E-01,5.02E-01,3.35E-01,6.67E-01,3.34E-01,6.67E-01,1.67E-03,3.33E-01,3.38E-01,6.67E-01,6.70E-01,8.45E-03,4.69E-03,6.68E-01,6.68E-01,6.67E-01,5.00E-01,3.34E-01,1.57E-03,3.35E-01,3.33E-01,5.00E-01,6.67E-01,6.71E-01,6.67E-01,3.34E-01,6.67E-01,3.33E-01,3.34E-01,3.34E-01,6.67E-01,4.35E-03,6.99E-04,5.00E-01,5.00E-01,5.00E-01,6.67E-01,5.00E-01,3.51E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,3.43E-01,3.82E-01,3.34E-01,3.34E-01,3.52E-01,6.92E-01,3.51E-01,3.33E-01,6.67E-01,6.67E-01,3.37E-01,3.40E-01,5.00E-01,3.45E-01,6.67E-01,6.67E-01
Hemigalus_derbyanus,9.31E-04,3.69E-04,3.33E-01,3.33E-01,3.33E-01,3.81E-05,5.00E-01,6.98E-04,5.20E-01,5.18E-01,3.35E-01,6.68E-01,6.68E-01,6.73E-01,3.38E-01,5.00E-01,5.01E-01,6.67E-01,6.67E-01,3.34E-01,6.77E-05,3.33E-01,5.00E-01,5.16E-03,3.34E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,1.51E-04,3.33E-01,3.33E-01,8.00E-05,5.16E-01,3.37E-01,3.42E-01,3.33E-01,0.00E+00,0.00E+00,1.16E-05,3.34E-01,3.34E-01,5.00E-01,3.34E-01,3.33E-01,5.00E-01,3.34E-01,1.00E+00,6.67E-01,6.68E-01,6.67E-01,5.01E-01,6.67E-01,5.00E-01,6.67E-01,6.68E-01,5.00E-01,3.34E-01,6.67E-01,3.33E-01,6.67E-01,5.02E-01,6.68E-01,3.33E-01,6.67E-01,6.67E-01,3.35E-01,6.67E-01,6.71E-01,3.34E-01,6.70E-01,3.42E-01,3.38E-01,6.68E-01,6.68E-01,3.33E-01,5.00E-01,3.88E-05,1.33E-03,6.68E-01,6.67E-01,5.00E-01,3.33E-01,3.37E-01,6.67E-01,1.10E-04,3.33E-01,1.10E-04,4.19E-04,6.67E-01,3.33E-01,3.38E-01,3.34E-01,5.00E-01,5.00E-01,5.00E-01,6.67E-01,5.00E-01,6.84E-01,6.67E-01,6.67E-01,3.33E-01,5.00E-01,6.76E-01,7.16E-01,6.67E-01,6.67E-01,6.86E-01,3.58E-01,6.84E-01,6.67E-01,3.33E-01,3.34E-01,6.70E-01,6.73E-01,5.00E-01,6.78E-01,6.67E-01,3.34E-01
Herpestes_brachyurus,9.31E-04,3.69E-04,3.33E-01,3.33E-01,3.33E-01,3.81E-05,5.00E-01,6.98E-04,5.20E-01,5.18E-01,3.35E-01,6.68E-01,6.68E-01,6.73E-01,3.38E-01,5.00E-01,5.01E-01,6.67E-01,6.67E-01,3.34E-01,6.77E-05,3.33E-01,5.00E-01,5.16E-03,3.34E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,1.51E-04,3.33E-01,3.33E-01,8.00E-05,5.16E-01,3.37E-01,3.42E-01,3.33E-01,0.00E+00,0.00E+00,1.16E-05,3.34E-01,3.34E-01,5.00E-01,3.34E-01,3.33E-01,5.00E-01,3.34E-01,1.00E+00,6.67E-01,6.68E-01,6.67E-01,5.01E-01,6.67E-01,5.00E-01,6.67E-01,6.68E-01,5.00E-01,3.34E-01,6.67E-01,3.33E-01,6.67E-01,5.02E-01,6.68E-01,3.33E-01,6.67E-01,6.67E-01,3.35E-01,6.67E-01,6.71E-01,3.34E-01,6.70E-01,3.42E-01,3.38E-01,6.68E-01,6.68E-01,3.33E-01,5.00E-01,3.88E-05,1.33E-03,6.68E-01,6.67E-01,5.00E-01,3.33E-01,3.37E-01,6.67E-01,1.10E-04,3.33E-01,1.10E-04,4.19E-04,6.67E-01,3.33E-01,3.38E-01,3.34E-01,5.00E-01,5.00E-01,5.00E-01,6.67E-01,5.00E-01,6.84E-01,6.67E-01,6.67E-01,3.33E-01,5.00E-01,6.76E-01,7.16E-01,6.67E-01,6.67E-01,6.86E-01,3.58E-01,6.84E-01,6.67E-01,3.33E-01,3.34E-01,6.70E-01,6.73E-01,5.00E-01,6.78E-01,6.67E-01,3.34E-01
Herpestes_urva,9.42E-04,3.80E-04,3.33E-01,3.33E-01,3.33E-01,2.65E-05,5.00E-01,7.10E-04,5.20E-01,5.18E-01,3.35E-01,6.68E-01,6.68E-01,6.73E-01,3.38E-01,5.00E-01,5.01E-01,6.67E-01,6.67E-01,3.34E-01,5.61E-05,3.33E-01,5.00E-01,5.17E-03,3.34E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,3.33E-01,1.39E-04,3.33E-01,3.33E-01,6.84E-05,5.16E-01,3.37E-01,3.42E-01,3.33E-01,1.16E-05,1.16E-05,0.00E+00,3.34E-01,3.34E-01,5.00E-01,3.34E-01,3.33E-01,5.00E-01,3.34E-01,1.00E+00,6.67E-01,6.68E-01,6.67E-01,5.01E-01,6.67E-01,5.00E-01,6.67E-01,6.68E-01,5.00E-01,3.34E-01,6.67E-01,3.33E-01,6.67E-01,5.02E-01,6.68E-01,3.33E-01,6.67E-01,6.67E-01,3.35E-01,6.67E-01,6.71E-01,3.34E-01,6.70E-01,3.42E-01,3.38E-01,6.68E-01,6.68E-01,3.33E-01,5.00E-01,5.04E-05,1.35E-03,6.68E-01,6.67E-01,5.00E-01,3.33E-01,3.37E-01,6.67E-01,1.22E-04,3.33E-01,9.84E-05,4.30E-04,6.67E-01,3.33E-01,3.38E-01,3.34E-01,5.00E-01,5.00E-01,5.00E-01,6.67E-01,5.00E-01,6.84E-01,6.67E-01,6.67E-01,3.33E-01,5.00E-01,6.76E-01,7.16E-01,6.67E-01,6.67E-01,6.86E-01,3.58E-01,6.84E-01,6.67E-01,3.33E-01,3.34E-01,6.70E-01,6.73E-01,5.00E-01,6.78E-01,6.67E-01,3.34E-01
Hystrix_africaeaustralis,3.34E-01,3.33E-01,5.13E-04,5.08E-04,6.67E-01,3.34E-01,5.01E-01,3.34E-01,5.19E-01,5.17E-01,6.67E-01,6.67E-01,6.67E-01,6.72E-01,4.06E-03,5.01E-01,0.00E+00,3.34E-01,3.34E-01,3.38E-04,3.34E-01,5.67E-04,8.52E-04,3.38E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.85E-04,6.67E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,5.15E-01,3.30E-03,6.74E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,0.00E+00,0.00E+00,9.90E-04,6.67E-01,6.67E-01,5.01E-01,6.67E-01,9.99E-01,3.34E-01,3.34E-01,3.34E-01,2.42E-04,3.33E-01,5.00E-01,3.34E-01,6.68E-01,5.01E-01,6.67E-01,6.67E-01,6.45E-04,6.67E-01,5.01E-01,6.68E-01,5.08E-04,3.34E-01,3.34E-01,6.68E-01,6.67E-01,6.71E-01,3.34E-01,3.36E-01,6.74E-01,6.71E-01,3.34E-01,3.34E-01,4.06E-04,5.01E-01,3.34E-01,5.01E-01,3.34E-01,6.67E-01,5.01E-01,6.41E-04,3.45E-03,6.67E-01,3.34E-01,3.78E-04,3.34E-01,3.33E-01,3.34E-01,6.46E-04,6.70E-01,6.67E-01,9.80E-04,5.01E-01,5.01E-01,6.67E-01,5.01E-01,6.84E-01,6.67E-01,6.67E-01,3.34E-01,5.01E-01,3.43E-01,7.15E-01,6.67E-01,6.67E-01,6.85E-01,3.58E-01,6.84E-01,3.34E-01,3.34E-01,3.34E-01,6.70E-01,6.73E-01,5.01E-01,3.45E-01,3.34E-01,8.46E-05
Hystrix_brachyura,3.34E-01,3.33E-01,5.13E-04,5.08E-04,6.67E-01,3.34E-01,5.01E-01,3.34E-01,5.19E-01,5.17E-01,6.67E-01,6.67E-01,6.67E-01,6.72E-01,4.06E-03,5.01E-01,0.00E+00,3.34E-01,3.34E-01,3.38E-04,3.34E-01,5.67E-04,8.52E-04,3.38E-01,6.67E-01,3.33E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,6.67E-01,5.85E-04,6.67E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,6.67E-01,3.34E-01,5.15E-01,3.30E-03,6.74E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,0.00E+00,0.00E+00,9.90E-04,6.67E-01,6.67E-01,5.01E-01,6.67E-01,9.99E-01,3.34E-01,3.34E-01,3.34E-01,2.42E-04,3.33E-01,5.00E-01,3.34E-01,6.68E-01,5.01E-01,6.67E-01,6.67E-01,6.45E-04,6.67E-01,5.01E-01,6.68E-01,5.08E-04,3.34E-01,3.34E-01,6.68E-01,6.67E-01,6.71E-01,3.34E-01,3.36E-01,6.74E-01,6.71E-01,3.34E-01,3.34E-01,4.06E-04,5.01E-01,3.34E-01,5.01E-01,3.34E-01,6.67E-01,5.01E-01,6.41E-04,3.45E-03,6.67E-01,3.34E-01,3.78E-04,3.34E-01,3.33E-01,3.34E-01,6.46E-04,6.70E-01,6.67E-01,9.80E-04,5.01E-01,5.01E-01,6.67E-01,5.01E-01,6.84E-01,6.67E-01,6.67E-01,3.34E-01,5.01E-01,3.43E-01,7.15E-01,6.67E-01,6.67E-01,6.85E-01,3.58E-01,6.84E-01,3.34E-01,3.34E-01,3.34E-01,6.70E-01,6.73E-01,5.01E-01,3.45E-01,3.34E-01,8.46E-05
Lariscus_insignis,5.02E-01,5.01E-01,2.20E-04,2.28E-04,5.00E-01,5.00E-01,5.00E-01,5.01E-01,5.20E-01,5.18E-01,5.02E-01,5.02E-01,5.02E-01,5.09E-01,7.08E-03,5.00E-01,9.90E-04,6.57E-04,6.09E-04,1.50E-03,5.00E-01,1.40E-04,1.38E-04,5.08E-01,5.01E-01,5.01E-01,5.02E-01,5.00E-01,5.00E-01,5.01E-01,5.01E-01,1.13E-04,5.00E-01,4.71E-04,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.16E-01,5.94E-03,5.13E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,9.90E-04,9.90E-04,0.00E+00,5.01E-01,5.00E-01,5.00E-01,5.01E-01,1.00E+00,6.09E-04,1.50E-03,5.77E-04,7.48E-04,8.00E-04,5.01E-01,1.25E-04,5.03E-01,5.00E-01,5.01E-01,5.00E-01,2.22E-05,5.00E-01,5.02E-01,5.03E-01,2.28E-04,4.86E-04,4.56E-04,5.02E-01,5.00E-01,5.07E-01,5.01E-01,5.69E-03,5.13E-01,5.07E-01,2.67E-03,2.31E-03,3.81E-04,5.00E-01,5.00E-01,5.02E-01,2.67E-03,5.00E-01,5.00E-01,2.80E-05,6.17E-03,5.01E-01,5.00E-01,4.23E-04,5.00E-01,5.01E-01,6.76E-04,2.04E-05,5.07E-01,5.01E-01,1.02E-05,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.27E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1.49E-02,5.74E-01,5.01E-01,5.01E-01,5.29E-01,5.38E-01,5.26E-01,8.48E-05,5.00E-01,5.00E-01,5.05E-01,5.10E-01,5.00E-01,1.77E-02,5.20E-06,1.12E-03
Leopardus_pardalis,3.33E-01,3.34E-01,6.68E-01,6.68E-01,7.28E-04,3.34E-01,5.01E-01,3.33E-01,5.19E-01,5.16E-01,3.47E-04,6.67E-01,3.34E-01,3.38E-01,6.70E-01,5.01E-01,5.00E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.68E-01,5.01E-01,3.38E-01,2.03E-04,6.67E-01,7.28E-05,6.67E-01,6.67E-01,3.34E-01,3.34E-01,6.68E-01,3.34E-01,3.34E-01,3.34E-01,8.80E-04,3.34E-01,9.39E-04,9.60E-04,3.34E-01,5.14E-01,6.70E-01,7.45E-03,9.95E-04,3.34E-01,3.34E-01,3.34E-01,6.67E-01,6.67E-01,5.01E-01,0.00E+00,7.32E-04,5.01E-01,8.46E-06,9.99E-01,6.67E-01,6.67E-01,6.67E-01,5.01E-01,6.67E-01,5.01E-01,6.68E-01,3.34E-01,5.01E-01,2.45E-04,3.34E-01,6.68E-01,6.68E-01,5.00E-01,3.34E-01,6.68E-01,3.34E-01,6.67E-01,6.73E-04,3.34E-01,3.37E-01,6.67E-01,6.69E-01,7.45E-03,3.70E-03,6.67E-01,6.67E-01,6.67E-01,5.01E-01,3.34E-01,7.61E-05,3.34E-01,3.34E-01,5.01E-01,6.68E-01,6.70E-01,6.67E-01,3.34E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,6.68E-01,3.36E-03,2.96E-04,5.01E-01,5.01E-01,5.01E-01,6.68E-01,5.01E-01,3.50E-01,6.68E-01,6.68E-01,6.68E-01,5.01E-01,3.42E-01,3.81E-01,3.34E-01,3.34E-01,3.51E-01,6.91E-01,3.50E-01,3.34E-01,6.67E-01,6.67E-01,3.36E-01,3.39E-01,5.01E-01,3.44E-01,6.68E-01,6.67E-01
Leopardus_wiedii,3.34E-01,3.34E-01,6.67E-01,6.67E-01,4.23E-06,3.33E-01,5.00E-01,3.34E-01,5.20E-01,5.17E-01,1.08E-03,6.68E-01,3.34E-01,3.39E-01,6.71E-01,5.00E-01,5.01E-01,6.67E-01,6.67E-01,6.67E-01,3.34E-01,6.67E-01,5.00E-01,3.38E-01,5.29E-04,6.67E-01,8.05E-04,6.67E-01,6.67E-01,3.34E-01,3.33E-01,6.67E-01,3.34E-01,3.33E-01,3.34E-01,1.48E-04,3.34E-01,2.07E-04,2.28E-04,3.34E-01,5.15E-01,6.70E-01,8.19E-03,2.63E-04,3.33E-01,3.33E-01,3.33E-01,6.67E-01,6.67E-01,5.00E-01,7.32E-04,0.00E+00,5.00E-01,7.40E-04,1.00E+00,6.67E-01,6.67E-01,6.67E-01,5.00E-01,6.67E-01,5.00E-01,6.67E-01,3.35E-01,5.00E-01,4.86E-04,3.33E-01,6.67E-01,6.67E-01,5.01E-01,3.35E-01,6.67E-01,3.33E-01,6.67E-01,1.40E-03,3.34E-01,3.38E-01,6.67E-01,6.70E-01,8.19E-03,4.43E-03,6.68E-01,6.68E-01,6.67E-01,5.00E-01,3.33E-01,1.17E-03,3.35E-01,3.34E-01,5.00E-01,6.67E-01,6.71E-01,6.67E-01,3.33E-01,6.67E-01,3.34E-01,3.34E-01,3.34E-01,6.67E-01,4.09E-03,4.36E-04,5.00E-01,5.00E-01,5.00E-01,6.67E-01,5.00E-01,3.51E-01,6.67E-01,6.67E-01,6.67E-01,5.00E-01,3.43E-01,3.82E-01,3.33E-01,3.34E-01,3.52E-01,6.91E-01,3.51E-01,3.34E-01,6.67E-01,6.67E-01,3.37E-01,3.40E-01,5.00E-01,3.45E-01,6.67E-01,6.67E-01
