sp
Taterillus_pygargus
Taterillus_harringtoni
Taterillus_congicus
Taterillus_petteri
Pachyuromys_duprasi
Ammodillus_imbellis
Desmodilliscus_braueri
Desmodillus_auricularis
Gerbillurus_setzeri
Gerbillurus_vallinus
Gerbillurus_tytonis
Gerbillurus_paeba
Gerbillus_floweri
Gerbillus_burtoni
Gerbillus_agag
Gerbillus_cheesmani
Dipodillus_bottai
Gerbillus_tarabuli
Dipodillus_somalicus
Gerbillus_pulvinatus
Gerbillus_aquilus
Dipodillus_campestris
Dipodillus_simoni
Dipodillus_zakariai
Gerbillus_dunni
Dipodillus_mackilligini
Gerbillus_hesperinus
Gerbillus_latastei
Gerbillus_mesopotamiae
Gerbillus_watersi
Gerbillus_famulus
Gerbillus_garamantis
Gerbillus_pyramidum
Gerbillus_dongolanus
Gerbillus_pusillus
Dipodillus_jamesi
Gerbillus_nanus
Gerbillus_andersoni
Gerbillus_mauritaniae
Gerbillus_henleyi
Gerbillus_hoogstraali
Gerbillus_acticola
Dipodillus_maghrebi
Gerbillus_amoenus
Gerbillus_grobbeni
Dipodillus_lowei
Gerbillus_brockmani
Gerbillus_gleadowi
Gerbillus_gerbillus
Dipodillus_harwoodi
Gerbillus_vivax
Gerbillus_perpallidus
Gerbillus_rosalinda
Gerbillus_nigeriae
Dipodillus_stigmonyx
Gerbillus_principulus
Gerbillus_muriculus
Dipodillus_dasyurus
Gerbillus_poecilops
Gerbillus_occiduus
Gerbillus_syrticus
Gerbillus_nancillus
Microdillus_peeli
Ellobius_tancrei
Ellobius_lutescens
Ellobius_alaicus
Ellobius_talpinus
Ellobius_fuscocapillus
Prometheomys_schaposchnikowi
Dicrostonyx_vinogradovi
Dicrostonyx_nunatakensis
Dicrostonyx_torquatus
Dicrostonyx_hudsonius
Dicrostonyx_unalascensis
Dicrostonyx_groenlandicus
Dicrostonyx_richardsoni
Dicrostonyx_nelsoni
Arvicola_sapidus
Arvicola_amphibius
Arvicola_scherman
Blanfordimys_afghanus
Blanfordimys_bucharensis
Neodon_forresti
Neodon_irene
Neodon_sikimensis
Neodon_juldaschi
Phaiomys_leucurus
Microtus_chrotorrhinus
Microtus_richardsoni
Microtus_xanthognathus
Microtus_majori
Microtus_thomasi
Microtus_duodecimcostatus
Microtus_lusitanicus
Microtus_schelkovnikovi
Microtus_multiplex
Microtus_liechtensteini
Microtus_subterraneus
Microtus_daghestanicus
Microtus_tatricus
Microtus_bavaricus
Microtus_gerbei
Microtus_savii
Microtus_brachycercus
Microtus_felteni
Microtus_abbreviatus
Microtus_miurus
Microtus_gregalis
Microtus_limnophilus
Microtus_oeconomus
Microtus_montebelli
Microtus_umbrosus
Microtus_longicaudus
Microtus_mexicanus
Microtus_oaxacensis
Microtus_ochrogaster
Microtus_pinetorum
Microtus_quasiater
Microtus_agrestis
Microtus_cabrerae
Microtus_guatemalensis
Microtus_ilaeus
Microtus_arvalis
Microtus_transcaspicus
Microtus_levis
Microtus_irani
Microtus_paradoxus
Microtus_socialis
Microtus_schidlovskii
Microtus_guentheri
Microtus_fortis
Microtus_mongolicus
Microtus_middendorffii
Microtus_sachalinensis
Microtus_evoronensis
Microtus_maximowiczii
Microtus_mujanensis
Microtus_oregoni
Microtus_canicaudus
Microtus_montanus
Microtus_pennsylvanicus
Microtus_townsendii
Microtus_breweri
Microtus_californicus
Microtus_clarkei
Microtus_kikuchii
Volemys_millicens
Volemys_musseri
Lemmiscus_curtatus
Proedromys_bedfordi
Ondatra_zibethicus
Neofiber_alleni
Lemmus_amurensis
Lemmus_lemmus
Lemmus_sibiricus
Lemmus_trimucronatus
Lemmus_portenkoi
Myopus_schisticolor
Synaptomys_borealis
Synaptomys_cooperi
Arborimus_longicaudus
Arborimus_pomo
Arborimus_albipes
Phenacomys_intermedius
Phenacomys_ungava
Eolagurus_luteus
Eolagurus_przewalskii
Lagurus_lagurus
Chionomys_nivalis
Chionomys_gud
Chionomys_roberti
Lasiopodomys_brandtii
Lasiopodomys_fuscus
Lasiopodomys_mandarinus
Eothenomys_custos
Caryomys_eva
Eothenomys_proditor
Eothenomys_chinensis
Eothenomys_wardi
Myodes_regulus
Myodes_shanseius
Eothenomys_olitor
Caryomys_inez
Eothenomys_miletus
Eothenomys_cachinus
Eothenomys_melanogaster
Myodes_andersoni
Myodes_imaizumii
Myodes_smithii
Myodes_centralis
Myodes_californicus
Myodes_rutilus
Myodes_rex
Myodes_rufocanus
Myodes_glareolus
Myodes_gapperi
Alticola_barakshin
Alticola_argentatus
Alticola_semicanus
Alticola_stoliczkanus
Alticola_albicaudus
Alticola_roylei
Alticola_montosa
Alticola_macrotis
Alticola_tuvinicus
Alticola_olchonensis
Alticola_strelzowi
Alticola_lemminus
Hyperacrius_fertilis
Hyperacrius_wynnei
Dinaromys_bogdanovi
Bandicota_savilei
Bandicota_bengalensis
Bandicota_indica
Vernaya_fulva
Zelotomys_hildegardeae
Zelotomys_woosnami
Rattus_arfakiensis
Rattus_niobe
Rattus_arrogans
Rattus_pococki
Rattus_vandeuseni
Nesoromys_ceramicus
Rattus_verecundus
Rattus_omichlodes
Rattus_richardsoni
Crateromys_australis
Crateromys_paulus
Crateromys_schadenbergi
Carpomys_melanurus
Carpomys_phaeurus
Batomys_dentatus
Batomys_granti
Batomys_salomonseni
Apodemus_agrarius
Apodemus_chevrieri
Apodemus_mystacinus
Apodemus_epimelas
Apodemus_hyrcanicus
Apodemus_witherbyi
Apodemus_uralensis
Apodemus_alpicola
Apodemus_pallipes
Apodemus_ponticus
Apodemus_flavicollis
Apodemus_sylvaticus
Apodemus_rusiges
Apodemus_latronum
Apodemus_peninsulae
Apodemus_gurkha
Apodemus_semotus
Apodemus_draco
Apodemus_argenteus
Apodemus_speciosus
Tokudaia_muenninki
Tokudaia_osimensis
Berylmys_manipulus
Berylmys_bowersi
Berylmys_mackenziei
Berylmys_berdmorei
Anisomys_imitator
Solomys_sapientis
Solomys_ponceleti
Solomys_spriggsarum
Solomys_salebrosus
Solomys_salamonis
Hyomys_dammermani
Hyomys_goliath
Mallomys_istapantap
Mallomys_aroaensis
Mallomys_gunung
Mallomys_rothschildi
Chiruromys_forbesi
Chiruromys_lamia
Chiruromys_vates
Crossomys_moncktoni
Coccymys_albidens
Coccymys_ruemmleri
Parahydromys_asper
Microhydromys_musseri
Microhydromys_richardsoni
Leptomys_elegans
Leptomys_ernstmayri
Leptomys_signatus
Pseudohydromys_murinus
Pseudohydromys_occidentalis
Paraleptomys_rufilatus
Paraleptomys_wilhelmina
Pseudohydromys_ellermani
Pseudohydromys_fuscus
Lorentzimys_nouhuysi
Macruromys_elegans
Macruromys_major
Pogonomelomys_bruijni
Pogonomelomys_mayeri
Abeomelomys_sevia
Xenuromys_barbatus
Taeromys_taerae
Taeromys_callitrichus
Taeromys_microbullatus
Taeromys_arcuatus
Taeromys_hamatus
Taeromys_celebensis
Taeromys_punicans
Apomys_musculus
Apomys_insignis
Apomys_abrae
Apomys_microdon
Apomys_littoralis
Apomys_sacobianus
Apomys_hylocetes
Apomys_datae
Archboldomys_luzonensis
Crunomys_melanius
Crunomys_celebensis
Crunomys_fallax
Chrotomys_silaceus
Chrotomys_whiteheadi
Chrotomys_mindorensis
Chrotomys_gonzalesi
Rhynchomys_isarogensis
Rhynchomys_soricoides
Rhabdomys_pumilio
Rhabdomys_dilectus
Vandeleuria_nolthenii
Vandeleuria_oleracea
Vandeleuria_nilagirica
Arvicanthis_nairobae
Arvicanthis_neumanni
Arvicanthis_rufinus
Arvicanthis_niloticus
Arvicanthis_ansorgei
Arvicanthis_blicki
Arvicanthis_abyssinicus
Chiromyscus_chiropus
Acomys_chudeaui
Acomys_cahirinus
Acomys_dimidiatus
Acomys_seurati
Acomys_airensis
Acomys_ignitus
Acomys_spinosissimus
Acomys_subspinosus
Acomys_cineraceus
Acomys_johannis
Acomys_cilicicus
Acomys_minous
Acomys_wilsoni
Acomys_kempi
Acomys_percivali
Acomys_nesiotes
Acomys_mullah
Acomys_russatus
Acomys_louisae
Lophuromys_brunneus
Lophuromys_brevicaudus
Lophuromys_zena
Lophuromys_chrysopus
Lophuromys_flavopunctatus
Lophuromys_melanonyx
Lophuromys_sikapusi
Lophuromys_ansorgei
Lophuromys_eisentrauti
Lophuromys_medicaudatus
Lophuromys_luteogaster
Lophuromys_nudicaudus
Lophuromys_aquilus
Lophuromys_woosnami
Lophuromys_rahmi
Uranomys_ruddi
Tryphomys_adustus
Abditomys_latidens
Bullimus_bagobus
Bullimus_luzonicus
Limnomys_sibuanus
Tarsomys_apoensis
Tarsomys_echinatus
Bunomys_penitus
Bunomys_coelestis
Bunomys_andrewsi
Bunomys_fratrorum
Bunomys_prolatus
Bunomys_chrysocomus
Stochomys_longicaudatus
Srilankamys_ohiensis
Sundamys_maxi
Sundamys_muelleri
Sundamys_infraluteus
Chiropodomys_calamianensis
Chiropodomys_gliroides
Chiropodomys_major
Chiropodomys_pusillus
Chiropodomys_karlkoopmani
Chiropodomys_muroides
Hapalomys_delacouri
Hapalomys_longicaudatus
Haeromys_pusillus
Haeromys_margarettae
Haeromys_minahassae
Melomys_cervinipes
Melomys_rubicola
Paramelomys_rubex
Paramelomys_steini
Mammelomys_rattoides
Protochromys_fellowsi
Paramelomys_mollis
Paramelomys_platyops
Melomys_obiensis
Melomys_spechti
Mammelomys_lanosus
Melomys_frigicola
Melomys_burtoni
Melomys_lutillus
Melomys_dollmani
Melomys_capensis
Melomys_bougainville
Melomys_fraterculus
Melomys_leucogaster
Melomys_caurinus
Melomys_talaudium
Melomys_arcium
Melomys_fulgens
Paramelomys_lorentzii
Paramelomys_naso
Melomys_rufescens
Melomys_aerosus
Paramelomys_levipes
Paramelomys_moncktoni
Uromys_hadrourus
Uromys_caudimaculatus
Uromys_siebersi
Uromys_rex
Uromys_neobritannicus
Uromys_anak
Zyzomys_argurus
Zyzomys_woodwardi
Zyzomys_maini
Zyzomys_palatilis
Zyzomys_pedunculatus
Leporillus_conditor
Conilurus_penicillatus
Mesembriomys_gouldii
Mesembriomys_macrurus
Pseudomys_delicatulus
Pseudomys_nanus
Pseudomys_fumeus
Pseudomys_novaehollandiae
Pseudomys_laborifex
Pseudomys_calabyi
Pseudomys_pilligaensis
Pseudomys_johnsoni
Pseudomys_patrius
Pseudomys_fieldi
Pseudomys_higginsi
Pseudomys_shortridgei
Pseudomys_bolami
Pseudomys_albocinereus
Pseudomys_gracilicaudatus
Pseudomys_australis
Pseudomys_apodemoides
Pseudomys_desertor
Pseudomys_hermannsburgensis
Pseudomys_chapmani
Pseudomys_occidentalis
Mastacomys_fuscus
Pseudomys_oralis
Pseudomys_glaucus
Notomys_fuscus
Notomys_cervinus
Notomys_alexis
Notomys_aquilo
Notomys_mitchellii
Leggadina_forresti
Leggadina_lakedownensis
Pogonomys_loriae
Pogonomys_fergussoniensis
Pogonomys_sylvestris
Pogonomys_macrourus
Pogonomys_championi
Cremnomys_elvira
Madromys_blanfordi
Cremnomys_cutchicus
Millardia_kathleenae
Millardia_gleadowi
Millardia_meltada
Millardia_kondana
Desmomys_harringtoni
Rattus_ranjiniae
Rattus_stoicus
Rattus_hoogerwerfi
Rattus_annandalei
Rattus_enganus
Rattus_novaeguineae
Rattus_feliceus
Rattus_mordax
Rattus_morotaiensis
Rattus_giluwensis
Rattus_jobiensis
Rattus_leucopus
Rattus_sanila
Rattus_praetor
Rattus_steini
Rattus_elaphinus
Rattus_norvegicus
Rattus_tiomanicus
Rattus_blangorum
Rattus_lugens
Rattus_koopmani
Rattus_burrus
Rattus_argentiventer
Rattus_everetti
Rattus_tawitawiensis
Rattus_baluensis
Rattus_adustus
Rattus_losea
Rattus_mindorensis
Rattus_osgoodi
Rattus_tanezumi
Rattus_nitidus
Rattus_palmarum
Rattus_andamanensis
Rattus_pyctoris
Rattus_rattus
Rattus_satarae
Rattus_hoffmanni
Rattus_mollicomulus
Rattus_simalurensis
Rattus_exulans
Rattus_korinchi
Rattus_montanus
Rattus_bontanus
Rattus_marmosurus
Rattus_pelurus
Rattus_xanthurus
Rattus_salocco
Rattus_tunneyi
Rattus_timorensis
Rattus_fuscipes
Rattus_villosissimus
Rattus_sordidus
Rattus_hainaldi
Rattus_colletti
Rattus_lutreolus
Praomys_hartwigi
Praomys_obscurus
Praomys_rostratus
Praomys_minor
Praomys_morio
Praomys_jacksoni
Praomys_misonnei
Praomys_delectorum
Praomys_tullbergi
Praomys_mutoni
Pithecheir_melanurus
Pithecheir_parvus
Anonymomys_mindorensis
Aethomys_thomasi
Micaelamys_granti
Aethomys_bocagei
Aethomys_stannarius
Micaelamys_namaquensis
Aethomys_kaiseri
Aethomys_chrysophilus
Aethomys_ineptus
Aethomys_hindei
Aethomys_nyikae
Aethomys_silindensis
Grammomys_dolichurus
Grammomys_aridulus
Grammomys_dryas
Grammomys_cometes
Grammomys_caniceps
Grammomys_minnae
Grammomys_kuru
Grammomys_poensis
Grammomys_gigas
Grammomys_macmillani
Grammomys_buntingi
Grammomys_ibeanus
Thallomys_shortridgei
Thallomys_nigricauda
Thallomys_loringi
Thallomys_paedulcus
Golunda_ellioti
Lemniscomys_mittendorfi
Lemniscomys_striatus
Lemniscomys_linulus
Lemniscomys_macculus
Lemniscomys_griselda
Lemniscomys_rosalia
Lemniscomys_hoogstraali
Lemniscomys_roseveari
Lemniscomys_barbarus
Lemniscomys_zebra
Lemniscomys_bellieri
Diomys_crumpi
Dasymys_incomtus
Dasymys_alleni
Dasymys_montanus
Dasymys_nudipes
Dasymys_foxi
Dasymys_rufulus
Colomys_goslingi
Nilopegamys_plumbeus
Dacnomys_millardi
Praomys_verschureni
Malacomys_longipes
Praomys_lukolelae
Malacomys_edwardsi
Malacomys_cansdalei
Margaretamys_elegans
Margaretamys_beccarii
Margaretamys_parvus
Melasmothrix_naso
Tateomys_macrocercus
Tateomys_rhinogradoides
Echiothrix_leucura
Echiothrix_centrosa
Niviventer_confucianus
Niviventer_andersoni
Niviventer_lepturus
Niviventer_fulvescens
Niviventer_brahma
Niviventer_culturatus
Niviventer_cremoriventer
Niviventer_coninga
Niviventer_niviventer
Niviventer_eha
Niviventer_tenaster
Niviventer_excelsior
Niviventer_langbianis
Niviventer_hinpoon
Niviventer_rapit
Niviventer_fraternus
Niviventer_cameroni
Otomys_tropicalis
Otomys_dollmani
Otomys_burtoni
Otomys_uzungwensis
Otomys_orestes
Otomys_dartmouthi
Otomys_typus
Otomys_jacksoni
Otomys_irroratus
Otomys_denti
Otomys_angoniensis
Otomys_maximus
Otomys_cuanzensis
Otomys_laminatus
Otomys_occidentalis
Myotomys_sloggetti
Otomys_saundersiae
Myotomys_unisulcatus
Otomys_anchietae
Otomys_lacustris
Otomys_barbouri
Parotomys_brantsii
Parotomys_littledalei
Micromys_minutus
Palawanomys_furvus
Muriculus_imberbis
Paruromys_dominator
Phloeomys_cumingi
Phloeomys_pallidus
Diplothrix_legata
Eropeplus_canus
Lenomys_meyeri
Heimyscus_fumosus
Mylomys_dybowskii
Mylomys_rex
Pelomys_isseli
Pelomys_hopkinsi
Pelomys_minor
Pelomys_fallax
Pelomys_campanae
Dephomys_defua
Dephomys_eburneae
Hybomys_univittatus
Hybomys_lunaris
Hybomys_basilii
Hybomys_planifrons
Hybomys_badius
Hybomys_trivirgatus
Hydromys_hussoni
Hydromys_chrysogaster
Hydromys_shawmayeri
Hydromys_neobritannicus
Hydromys_habbema
Xeromys_myoides
Hylomyscus_carillus
Hylomyscus_stella
Hylomyscus_parvus
Hylomyscus_denniae
Hylomyscus_aeta
Hylomyscus_grandis
Hylomyscus_baeri
Hylomyscus_alleni
Stenocephalemys_albipes
Myomyscus_brockmani
Myomyscus_yemeni
Myomyscus_verreauxii
Praomys_daltoni
Stenocephalemys_ruppi
Praomys_derooi
Stenocephalemys_albocaudata
Stenocephalemys_griseicauda
Nesokia_bunnii
Nesokia_indica
Mus_macedonicus
Mus_cookii
Mus_musculus
Mus_caroli
Mus_cervicolor
Mus_spicilegus
Mus_booduga
Mus_terricolor
Mus_spretus
Mus_platythrix
Mus_phillipsi
Mus_fernandoni
Mus_saxicola
Mus_shortridgei
Mus_tenellus
Mus_goundae
Mus_setzeri
Mus_setulosus
Mus_minutoides
Mus_neavei
Mus_oubanguii
Mus_sorella
Mus_musculoides
Mus_haussa
Mus_baoulei
Mus_mattheyi
Mus_triton
Mus_callewaerti
Mus_orangiae
Mus_mahomet
Mus_bufo
Mus_indutus
Mus_crociduroides
Mus_famulus
Mus_pahari
Mus_vulcani
Mus_mayori
Maxomys_baeodon
Maxomys_surifer
Maxomys_panglima
Maxomys_whiteheadi
Maxomys_pagensis
Maxomys_wattsi
Maxomys_bartelsii
Maxomys_hellwaldii
Maxomys_inas
Maxomys_rajah
Maxomys_ochraceiventer
Maxomys_hylomyoides
Maxomys_inflatus
Maxomys_moi
Maxomys_musschenbroekii
Maxomys_alticola
Maxomys_dollmani
Hadromys_humei
Hadromys_yunnanensis
Kadarsanomys_sodyi
Komodomys_rintjanus
Papagomys_armandvillei
Lenothrix_canus
Mastomys_kollmannspergeri
Mastomys_natalensis
Mastomys_shortridgei
Mastomys_pernanus
Mastomys_erythroleucus
Mastomys_coucha
Mastomys_huberti
Myomyscus_angolensis
Thamnomys_kempi
Thamnomys_major
Thamnomys_venustus
Lamottemys_okuensis
Oenomys_hypoxanthus
Oenomys_ornatus
Leopoldamys_siporanus
Leopoldamys_sabanus
Leopoldamys_neilli
Leopoldamys_ciliatus
Leopoldamys_milleti
Leopoldamys_edwardsi
Calomyscus_urartensis
Calomyscus_baluchi
Calomyscus_hotsoni
Calomyscus_tsolovi
Calomyscus_bailwardi
Calomyscus_grandis
Calomyscus_mystax
Calomyscus_elburzensis
Mesocricetus_newtoni
Mesocricetus_brandti
Mesocricetus_auratus
Mesocricetus_raddei
Allocricetulus_curtatus
Allocricetulus_eversmanni
Cricetus_cricetus
Phodopus_campbelli
Phodopus_roborovskii
Phodopus_sungorus
Cansumys_canus
Tscherskia_triton
Cricetulus_alticola
Cricetulus_sokolovi
Cricetulus_kamensis
Cricetulus_longicaudatus
Cricetulus_migratorius
Cricetulus_barabensis
Holochilus_brasiliensis
Lundomys_molitor
Holochilus_chacarius
Holochilus_sciureus
Pseudoryzomys_simplex
Delomys_dorsalis
Delomys_collinus
Delomys_sublineatus
Juscelinomys_candango
Chilomys_instans
Chinchillula_sahamae
Irenomys_tarsalis
Andalgalomys_olrogi
Andalgalomys_pearsoni
Auliscomys_boliviensis
Loxodontomys_micropus
Auliscomys_pictus
Auliscomys_sublimis
Phyllotis_darwini
Phyllotis_limatus
Phyllotis_osilae
Phyllotis_caprinus
Phyllotis_wolffsohni
Phyllotis_definitus
Phyllotis_xanthopygus
Phyllotis_bonariensis
Phyllotis_haggardi
Phyllotis_andium
Phyllotis_amicus
Paralomys_gerbillus
Phyllotis_magister
Phyllotis_osgoodi
Graomys_edithae
Graomys_griseoflavus
Graomys_centralis
Graomys_domorum
Oecomys_trinitatis
Oecomys_catherinae
Oecomys_phaeotis
Oecomys_superans
Oecomys_rutilus
Oecomys_paricola
Oecomys_auyantepui
Oecomys_roberti
Oecomys_speciosus
Oecomys_mamorae
Oecomys_cleberi
Oecomys_bicolor
Oecomys_flavicans
Oecomys_rex
Oecomys_concolor
Oligoryzomys_arenalis
Oligoryzomys_destructor
Oligoryzomys_delticola
Oligoryzomys_magellanicus
Oligoryzomys_flavescens
Oligoryzomys_fulvescens
Oligoryzomys_griseolus
Oligoryzomys_microtis
Oligoryzomys_fornesi
Oligoryzomys_eliurus
Oligoryzomys_victus
Oligoryzomys_chacoensis
Oligoryzomys_andinus
Oligoryzomys_vegetus
Oligoryzomys_longicaudatus
Oligoryzomys_nigripes
Oxymycterus_inca
Oxymycterus_akodontius
Oxymycterus_nasutus
Brucepattersonius_iheringi
Oxymycterus_delator
Oxymycterus_hispidus
Oxymycterus_quaestor
Oxymycterus_angularis
Oxymycterus_hucucha
Oxymycterus_roberti
Oxymycterus_paramensis
Oxymycterus_rufus
Oxymycterus_dasytrichus
Oxymycterus_hiska
Abrawayaomys_ruschii
Wiedomys_pyrrhorhinos
Neotomys_ebriosus
Geoxus_valdivianus
Notiomys_edwardsii
Rhipidomys_leucodactylus
Rhipidomys_latimanus
Rhipidomys_ochrogaster
Rhipidomys_macconnelli
Rhipidomys_mastacalis
Rhipidomys_macrurus
Rhipidomys_emiliae
Rhipidomys_venustus
Rhipidomys_wetzeli
Rhipidomys_nitela
Rhipidomys_couesi
Rhipidomys_modicus
Rhipidomys_austrinus
Rhipidomys_venezuelae
Rhipidomys_fulviventer
Rhipidomys_caucensis
Nectomys_palmipes
Nectomys_apicalis
Nectomys_squamipes
Nectomys_magdalenae
Nectomys_rattus
Nesoryzomys_swarthi
Nesoryzomys_fernandinae
Nesoryzomys_indefessus
Eligmodontia_typus
Eligmodontia_morgani
Eligmodontia_moreni
Eligmodontia_puerulus
Reithrodon_auritus
Reithrodon_typicus
Rhagomys_rufescens
Galenomys_garleppi
Akodon_aerosus
Akodon_budini
Akodon_siberiae
Akodon_serrensis
Necromys_urichi
Akodon_mollis
Akodon_orophilus
Akodon_lindberghi
Akodon_albiventer
Akodon_subfuscus
Akodon_spegazzinii
Akodon_kofordi
Abrothrix_markhami
Akodon_sanctipaulensis
Akodon_simulator
Akodon_molinae
Akodon_toba
Akodon_neocenus
Akodon_varius
Akodon_dolores
Akodon_dayi
Akodon_cursor
Akodon_montensis
Akodon_lutescens
Abrothrix_olivaceus
Akodon_azarae
Akodon_sylvanus
Akodon_pervalens
Akodon_torques
Akodon_iniscatus
Akodon_surdus
Akodon_fumeus
Akodon_affinis
Akodon_boliviensis
Akodon_juninensis
Akodon_bogotensis
Akodon_mimus
Akodon_latebricola
Abrothrix_illuteus
Thaptomys_nigrita
Abrothrix_hershkovitzi
Abrothrix_sanborni
Abrothrix_lanosus
Abrothrix_longipilis
Deltamys_kempi
Abrothrix_andinus
Abrothrix_jelskii
Handleyomys_fuscatus
Aepeomys_lugens
Thomasomys_ischyrus
Thomasomys_cinereiventer
Thomasomys_erro
Thomasomys_silvestris
Thomasomys_cinnameus
Thomasomys_hudsoni
Thomasomys_gracilis
Thomasomys_taczanowskii
Thomasomys_aureus
Thomasomys_praetor
Thomasomys_popayanus
Thomasomys_laniger
Thomasomys_baeops
Thomasomys_daphne
Thomasomys_vestitus
Thomasomys_bombycinus
Thomasomys_notatus
Thomasomys_niveipes
Thomasomys_oreas
Thomasomys_rhoadsi
Thomasomys_ladewi
Thomasomys_hylophilus
Thomasomys_monochromos
Thomasomys_kalinowskii
Thomasomys_incanus
Thomasomys_pyrrhonotus
Thomasomys_rosalinda
Thomasomys_eleusis
Thomasomys_paramorum
Thomasomys_cinereus
Thomasomys_caudivarius
Blarinomys_breviceps
Andinomys_edax
Euneomys_fossor
Euneomys_mordax
Euneomys_petersoni
Euneomys_chinchilloides
Necromys_lactens
Necromys_benefactus
Necromys_obscurus
Necromys_punctulatus
Necromys_temchuki
Necromys_lasiurus
Necromys_lenguarum
Necromys_amoenus
Scolomys_melanops
Scolomys_ucayalensis
Calomys_sorellus
Calomys_boliviae
Calomys_laucha
Calomys_callidus
Calomys_expulsus
Calomys_callosus
Calomys_venustus
Calomys_hummelincki
Calomys_tener
Calomys_musculinus
Calomys_lepidus
Wilfredomys_oenax
Juliomys_pictipes
Thalpomys_cerradensis
Thalpomys_lasiotis
Sigmodontomys_alfari
Sigmodontomys_aphrastus
Punomys_lemminus
Zygodontomys_brevicauda
Zygodontomys_brunneus
Melanomys_zunigae
Melanomys_caliginosus
Melanomys_robustulus
Lenoxus_apicalis
Phaenomys_ferrugineus
Podoxymys_roraimae
Chelemys_macronyx
Chelemys_megalonyx
Chelemys_delfini
Oryzomys_dimidiatus
Oryzomys_auriventer
Oryzomys_megacephalus
Oryzomys_perenensis
Oryzomys_levipes
Oryzomys_lamia
Oryzomys_russatus
Oryzomys_yunganus
Oryzomys_laticeps
Oryzomys_macconnelli
Oryzomys_galapagoensis
Oryzomys_hammondi
Oryzomys_nitidus
Oryzomys_melanotis
Oryzomys_legatus
Oryzomys_talamancae
Oryzomys_rhabdops
Oryzomys_rostratus
Oryzomys_gorgasi
Oryzomys_albigularis
Oryzomys_caracolus
Oryzomys_meridensis
Oryzomys_alfaroi
Oryzomys_angouya
Oryzomys_keaysi
Oryzomys_xanthaeolus
Oryzomys_devius
Oryzomys_palustris
Handleyomys_intectus
Oryzomys_polius
Oryzomys_chapmani
Oryzomys_balneator
Oryzomys_couesi
Oryzomys_saturatior
Oryzomys_subflavus
Oryzomys_bolivaris
Bibimys_torresi
Bibimys_chacoensis
Bibimys_labiosus
Kunsia_fronto
Kunsia_tomentosus
Scapteromys_tumidus
Scapteromys_aquaticus
Neacomys_tenuipes
Neacomys_guianae
Neacomys_spinosus
Neacomys_pictus
Microryzomys_altissimus
Microryzomys_minutus
Neusticomys_peruviensis
Neusticomys_mussoi
Neusticomys_venezuelae
Neusticomys_monticolus
Neusticomys_oyapocki
Anotomys_leander
Rheomys_raptor
Rheomys_mexicanus
Rheomys_thomasi
Rheomys_underwoodi
Ichthyomys_stolzmanni
Ichthyomys_tweedii
Ichthyomys_pittieri
Ichthyomys_hydrobates
Chibchanomys_trichotis
