sp,Arctictis_binturong,Arctonyx_collaris,Atherurus_africanus,Atherurus_macrourus,Atilax_paludinosus,Bdeogale_crassicauda,Callosciurus_erythraeus,Canis_adustus,Capricornis_milneedwardsii,Capricornis_sumatraensis,Caracal_aurata,Cephalophus_harveyi,Cephalophus_nigrifrons,Cephalophus_silvicultor,Cephalophus_spadix,Cephalophus_weynsi,Cercocebus_sanjei,Cercopithecus_lhoesti,Cercopithecus_mitis,Civettictis_civetta,Conepatus_semistriatus,Cricetomys_emini,Cricetomys_gambianus,Crocuta_crocuta,Cryptoprocta_ferox,Cuniculus_paca,Cuon_alpinus,Dasyprocta_fuliginosa,Dasyprocta_punctata,Dasypus_kappleri,Dasypus_novemcinctus,Didelphis_marsupialis,Echinosorex_gymnura,Eira_barbara,Eulemur_rufifrons,Eupleres_goudotii,Fossa_fossana,Galidia_elegans,Galidictis_fasciata,Genetta_servalina,Gorilla_beringei,Helarctos_malayanus,Hemicentetes_nigriceps,Hemicentetes_semispinosus,Hemigalus_derbyanus,Herpestes_brachyurus,Herpestes_urva,Hystrix_africaeaustralis,Hystrix_brachyura,Lariscus_insignis,Leopardus_pardalis,Leopardus_wiedii,Leopoldamys_sabanus,Leptailurus_serval,Loxodonta_africana,Macaca_arctoides,Macaca_assamensis,Macaca_fascicularis,Macaca_leonina,Macaca_nemestrina,Manis_javanica,Martes_flavigula,Mazama_americana,Mazama_temama,Mellivora_capensis,Melogale_personata,Metachirus_nudicaudatus,Mungos_mungo,Muntiacus_muntjak,Myrmecophaga_tridactyla,Nandinia_binotata,Nasua_narica,Nasua_nasua,Neofelis_nebulosa,Nesomys_rufus,Odocoileus_virginianus,Paguma_larvata,Pan_troglodytes,Panthera_onca,Panthera_pardus,Papio_anubis,Papio_cynocephalus,Paradoxurus_hermaphroditus,Paraxerus_vexillarius,Pardofelis_marmorata,Pardofelis_temminckii,Pecari_tajacu,Petrodromus_tetradactylus,Phataginus_tricuspis,Philander_opossum,Potamochoerus_larvatus,Presbytis_siamensis,Prionailurus_bengalensis,Prionailurus_planiceps,Prionodon_linsang,Procyon_cancrivorus,Procyon_lotor,Proechimys_semispinosus,Puma_concolor,Puma_yagouaroundi,Rattus_rattus,Rhinosciurus_laticaudatus,Rhizomys_sumatrensis,Rhynchocyon_cirnei,Rhynchocyon_udzungwensis,Rusa_unicolor,Sciurus_granatensis,Sciurus_spadiceus,Setifer_setosus,Sundasciurus_hippurus,Sus_scrofa,Syncerus_caffer,Tamandua_mexicana,Tamandua_tetradactyla,Tapirus_bairdii,Tapirus_indicus,Tapirus_terrestris,Tenrec_ecaudatus,Thryonomys_gregorianus,Thryonomys_swinderianus,Tragelaphus_scriptus,Tragelaphus_spekii,Tragulus_kanchil,Tremarctos_ornatus,Tupaia_glis,Viverra_zibetha
Dasypus_novemcinctus,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,16.15401431,0,294.2008618,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.7993085,197.7993085,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.7993085,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,294.2008618,197.4002524,197.4002524,135.51658,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.7993085,197.4002524,294.2008618,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.7993085,197.7993085,197.4002524,197.4002524,197.4002524,197.7993085,197.4002524,197.4002524,197.4002524,135.51658,135.51658,197.4002524,197.4002524,197.4002524,197.7993085,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524,197.4002524
Didelphis_marsupialis,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,0,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,72.99797245,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,36.80300816,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618,294.2008618
Echinosorex_gymnura,177.0003746,177.0003746,192.4036312,192.4036312,177.0003746,177.0003746,192.4036312,177.0003746,177.0003746,177.0003746,177.0003746,177.0003746,177.0003746,177.0003746,177.0003746,177.0003746,192.4036312,192.4036312,192.4036312,177.0003746,177.0003746,192.4036312,192.4036312,177.0003746,177.0003746,192.4036312,177.0003746,192.4036312,192.4036312,197.4002524,197.4002524,294.2008618,0,177.0003746,192.4036312,177.0003746,177.0003746,177.0003746,177.0003746,177.0003746,192.4036312,177.0003746,197.7993085,197.7993085,177.0003746,177.0003746,177.0003746,192.4036312,192.4036312,192.4036312,177.0003746,177.0003746,192.4036312,177.0003746,197.7993085,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,177.0003746,177.0003746,177.0003746,177.0003746,177.0003746,177.0003746,294.2008618,177.0003746,177.0003746,197.4002524,177.0003746,177.0003746,177.0003746,177.0003746,192.4036312,177.0003746,177.0003746,192.4036312,177.0003746,177.0003746,192.4036312,192.4036312,177.0003746,192.4036312,177.0003746,177.0003746,177.0003746,197.7993085,177.0003746,294.2008618,177.0003746,192.4036312,177.0003746,177.0003746,177.0003746,177.0003746,177.0003746,192.4036312,177.0003746,177.0003746,192.4036312,192.4036312,192.4036312,197.7993085,197.7993085,177.0003746,192.4036312,192.4036312,197.7993085,192.4036312,177.0003746,177.0003746,197.4002524,197.4002524,177.0003746,177.0003746,177.0003746,197.7993085,192.4036312,192.4036312,177.0003746,177.0003746,177.0003746,177.0003746,192.4036312,177.0003746
Eira_barbara,128.1991612,51.77718759,192.4036312,192.4036312,128.1991612,128.1991612,192.4036312,111.8021445,170.8010849,170.8010849,128.1991612,170.8010849,170.8010849,170.8010849,170.8010849,170.8010849,192.4036312,192.4036312,192.4036312,128.1991612,51.75107608,192.4036312,192.4036312,128.1991612,128.1991612,192.4036312,111.8021445,192.4036312,192.4036312,197.4002524,197.4002524,294.2008618,177.0003746,0,192.4036312,128.1991612,128.1991612,128.1991612,128.1991612,128.1991612,192.4036312,98.99873019,197.7993085,197.7993085,128.1991612,128.1991612,128.1991612,192.4036312,192.4036312,192.4036312,128.1991612,128.1991612,192.4036312,128.1991612,197.7993085,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,161.999191,33.99797968,170.8010849,170.8010849,51.19888879,51.75808558,294.2008618,128.1991612,170.8010849,197.4002524,128.1991612,64.20195935,64.20195935,128.1991612,192.4036312,170.8010849,128.1991612,192.4036312,128.1991612,128.1991612,192.4036312,192.4036312,128.1991612,192.4036312,128.1991612,128.1991612,170.8010849,197.7993085,161.999191,294.2008618,170.8010849,192.4036312,128.1991612,128.1991612,128.1991612,64.20195935,64.20195935,192.4036312,128.1991612,128.1991612,192.4036312,192.4036312,192.4036312,197.7993085,197.7993085,170.8010849,192.4036312,192.4036312,197.7993085,192.4036312,170.8010849,170.8010849,197.4002524,197.4002524,170.8010849,170.8010849,170.8010849,197.7993085,192.4036312,192.4036312,170.8010849,170.8010849,170.8010849,98.99873019,192.4036312,128.1991612
Eulemur_rufifrons,192.4036312,192.4036312,183.7969854,183.7969854,192.4036312,192.4036312,183.7969854,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,171.9999097,171.9999097,171.9999097,192.4036312,192.4036312,183.7969854,183.7969854,192.4036312,192.4036312,183.7969854,192.4036312,183.7969854,183.7969854,197.4002524,197.4002524,294.2008618,192.4036312,192.4036312,0,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,171.9999097,192.4036312,197.7993085,197.7993085,192.4036312,192.4036312,192.4036312,183.7969854,183.7969854,183.7969854,192.4036312,192.4036312,183.7969854,192.4036312,197.7993085,171.9999097,171.9999097,171.9999097,171.9999097,171.9999097,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,294.2008618,192.4036312,192.4036312,197.4002524,192.4036312,192.4036312,192.4036312,192.4036312,183.7969854,192.4036312,192.4036312,171.9999097,192.4036312,192.4036312,171.9999097,171.9999097,192.4036312,183.7969854,192.4036312,192.4036312,192.4036312,197.7993085,192.4036312,294.2008618,192.4036312,171.9999097,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,183.7969854,192.4036312,192.4036312,183.7969854,183.7969854,183.7969854,197.7993085,197.7993085,192.4036312,183.7969854,183.7969854,197.7993085,183.7969854,192.4036312,192.4036312,197.4002524,197.4002524,192.4036312,192.4036312,192.4036312,197.7993085,183.7969854,183.7969854,192.4036312,192.4036312,192.4036312,192.4036312,183.5999982,192.4036312
Eupleres_goudotii,80.39934429,128.1991612,192.4036312,192.4036312,80.79828291,80.79828291,192.4036312,128.1991612,170.8010849,170.8010849,84.20120209,170.8010849,170.8010849,170.8010849,170.8010849,170.8010849,192.4036312,192.4036312,192.4036312,80.39934429,128.1991612,192.4036312,192.4036312,84.20120209,59.60198143,192.4036312,128.1991612,192.4036312,192.4036312,197.4002524,197.4002524,294.2008618,177.0003746,128.1991612,192.4036312,0,21.79769733,80.79828291,80.79828291,80.39934429,192.4036312,128.1991612,197.7993085,197.7993085,80.39934429,80.79828291,80.79828291,192.4036312,192.4036312,192.4036312,84.20120209,84.20120209,192.4036312,84.20120209,197.7993085,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,161.999191,128.1991612,170.8010849,170.8010849,128.1991612,128.1991612,294.2008618,80.79828291,170.8010849,197.4002524,80.39934429,128.1991612,128.1991612,84.20120209,192.4036312,170.8010849,80.39934429,192.4036312,84.20120209,84.20120209,192.4036312,192.4036312,80.39934429,192.4036312,84.20120209,84.20120209,170.8010849,197.7993085,161.999191,294.2008618,170.8010849,192.4036312,84.20120209,84.20120209,80.39934429,128.1991612,128.1991612,192.4036312,84.20120209,84.20120209,192.4036312,192.4036312,192.4036312,197.7993085,197.7993085,170.8010849,192.4036312,192.4036312,197.7993085,192.4036312,170.8010849,170.8010849,197.4002524,197.4002524,170.8010849,170.8010849,170.8010849,197.7993085,192.4036312,192.4036312,170.8010849,170.8010849,170.8010849,128.1991612,192.4036312,80.39934429
Fossa_fossana,80.39934429,128.1991612,192.4036312,192.4036312,80.79828291,80.79828291,192.4036312,128.1991612,170.8010849,170.8010849,84.20120209,170.8010849,170.8010849,170.8010849,170.8010849,170.8010849,192.4036312,192.4036312,192.4036312,80.39934429,128.1991612,192.4036312,192.4036312,84.20120209,59.60198143,192.4036312,128.1991612,192.4036312,192.4036312,197.4002524,197.4002524,294.2008618,177.0003746,128.1991612,192.4036312,21.79769733,0,80.79828291,80.79828291,80.39934429,192.4036312,128.1991612,197.7993085,197.7993085,80.39934429,80.79828291,80.79828291,192.4036312,192.4036312,192.4036312,84.20120209,84.20120209,192.4036312,84.20120209,197.7993085,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,161.999191,128.1991612,170.8010849,170.8010849,128.1991612,128.1991612,294.2008618,80.79828291,170.8010849,197.4002524,80.39934429,128.1991612,128.1991612,84.20120209,192.4036312,170.8010849,80.39934429,192.4036312,84.20120209,84.20120209,192.4036312,192.4036312,80.39934429,192.4036312,84.20120209,84.20120209,170.8010849,197.7993085,161.999191,294.2008618,170.8010849,192.4036312,84.20120209,84.20120209,80.39934429,128.1991612,128.1991612,192.4036312,84.20120209,84.20120209,192.4036312,192.4036312,192.4036312,197.7993085,197.7993085,170.8010849,192.4036312,192.4036312,197.7993085,192.4036312,170.8010849,170.8010849,197.4002524,197.4002524,170.8010849,170.8010849,170.8010849,197.7993085,192.4036312,192.4036312,170.8010849,170.8010849,170.8010849,128.1991612,192.4036312,80.39934429
Galidia_elegans,80.79828291,128.1991612,192.4036312,192.4036312,78.20174095,78.20174095,192.4036312,128.1991612,170.8010849,170.8010849,84.20120209,170.8010849,170.8010849,170.8010849,170.8010849,170.8010849,192.4036312,192.4036312,192.4036312,80.79828291,128.1991612,192.4036312,192.4036312,84.20120209,80.79828291,192.4036312,128.1991612,192.4036312,192.4036312,197.4002524,197.4002524,294.2008618,177.0003746,128.1991612,192.4036312,80.79828291,80.79828291,0,28.36089305,80.79828291,192.4036312,128.1991612,197.7993085,197.7993085,80.79828291,78.20174095,78.20174095,192.4036312,192.4036312,192.4036312,84.20120209,84.20120209,192.4036312,84.20120209,197.7993085,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,161.999191,128.1991612,170.8010849,170.8010849,128.1991612,128.1991612,294.2008618,78.20174095,170.8010849,197.4002524,80.79828291,128.1991612,128.1991612,84.20120209,192.4036312,170.8010849,80.79828291,192.4036312,84.20120209,84.20120209,192.4036312,192.4036312,80.79828291,192.4036312,84.20120209,84.20120209,170.8010849,197.7993085,161.999191,294.2008618,170.8010849,192.4036312,84.20120209,84.20120209,80.79828291,128.1991612,128.1991612,192.4036312,84.20120209,84.20120209,192.4036312,192.4036312,192.4036312,197.7993085,197.7993085,170.8010849,192.4036312,192.4036312,197.7993085,192.4036312,170.8010849,170.8010849,197.4002524,197.4002524,170.8010849,170.8010849,170.8010849,197.7993085,192.4036312,192.4036312,170.8010849,170.8010849,170.8010849,128.1991612,192.4036312,80.79828291
Galidictis_fasciata,80.79828291,128.1991612,192.4036312,192.4036312,78.20174095,78.20174095,192.4036312,128.1991612,170.8010849,170.8010849,84.20120209,170.8010849,170.8010849,170.8010849,170.8010849,170.8010849,192.4036312,192.4036312,192.4036312,80.79828291,128.1991612,192.4036312,192.4036312,84.20120209,80.79828291,192.4036312,128.1991612,192.4036312,192.4036312,197.4002524,197.4002524,294.2008618,177.0003746,128.1991612,192.4036312,80.79828291,80.79828291,28.36089305,0,80.79828291,192.4036312,128.1991612,197.7993085,197.7993085,80.79828291,78.20174095,78.20174095,192.4036312,192.4036312,192.4036312,84.20120209,84.20120209,192.4036312,84.20120209,197.7993085,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,161.999191,128.1991612,170.8010849,170.8010849,128.1991612,128.1991612,294.2008618,78.20174095,170.8010849,197.4002524,80.79828291,128.1991612,128.1991612,84.20120209,192.4036312,170.8010849,80.79828291,192.4036312,84.20120209,84.20120209,192.4036312,192.4036312,80.79828291,192.4036312,84.20120209,84.20120209,170.8010849,197.7993085,161.999191,294.2008618,170.8010849,192.4036312,84.20120209,84.20120209,80.79828291,128.1991612,128.1991612,192.4036312,84.20120209,84.20120209,192.4036312,192.4036312,192.4036312,197.7993085,197.7993085,170.8010849,192.4036312,192.4036312,197.7993085,192.4036312,170.8010849,170.8010849,197.4002524,197.4002524,170.8010849,170.8010849,170.8010849,197.7993085,192.4036312,192.4036312,170.8010849,170.8010849,170.8010849,128.1991612,192.4036312,80.79828291
Genetta_servalina,52.00163716,128.1991612,192.4036312,192.4036312,80.79828291,80.79828291,192.4036312,128.1991612,170.8010849,170.8010849,84.20120209,170.8010849,170.8010849,170.8010849,170.8010849,170.8010849,192.4036312,192.4036312,192.4036312,42.59848041,128.1991612,192.4036312,192.4036312,84.20120209,80.39934429,192.4036312,128.1991612,192.4036312,192.4036312,197.4002524,197.4002524,294.2008618,177.0003746,128.1991612,192.4036312,80.39934429,80.39934429,80.79828291,80.79828291,0,192.4036312,128.1991612,197.7993085,197.7993085,52.00163716,80.79828291,80.79828291,192.4036312,192.4036312,192.4036312,84.20120209,84.20120209,192.4036312,84.20120209,197.7993085,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,161.999191,128.1991612,170.8010849,170.8010849,128.1991612,128.1991612,294.2008618,80.79828291,170.8010849,197.4002524,52.00163716,128.1991612,128.1991612,84.20120209,192.4036312,170.8010849,52.00163716,192.4036312,84.20120209,84.20120209,192.4036312,192.4036312,52.00163716,192.4036312,84.20120209,84.20120209,170.8010849,197.7993085,161.999191,294.2008618,170.8010849,192.4036312,84.20120209,84.20120209,27.39953764,128.1991612,128.1991612,192.4036312,84.20120209,84.20120209,192.4036312,192.4036312,192.4036312,197.7993085,197.7993085,170.8010849,192.4036312,192.4036312,197.7993085,192.4036312,170.8010849,170.8010849,197.4002524,197.4002524,170.8010849,170.8010849,170.8010849,197.7993085,192.4036312,192.4036312,170.8010849,170.8010849,170.8010849,128.1991612,192.4036312,42.59848041
Gorilla_beringei,192.4036312,192.4036312,183.7969854,183.7969854,192.4036312,192.4036312,183.7969854,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,70.60013553,70.60013553,70.60013553,192.4036312,192.4036312,183.7969854,183.7969854,192.4036312,192.4036312,183.7969854,192.4036312,183.7969854,183.7969854,197.4002524,197.4002524,294.2008618,192.4036312,192.4036312,171.9999097,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,0,192.4036312,197.7993085,197.7993085,192.4036312,192.4036312,192.4036312,183.7969854,183.7969854,183.7969854,192.4036312,192.4036312,183.7969854,192.4036312,197.7993085,70.60013553,70.60013553,70.60013553,70.60013553,70.60013553,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,294.2008618,192.4036312,192.4036312,197.4002524,192.4036312,192.4036312,192.4036312,192.4036312,183.7969854,192.4036312,192.4036312,22.99645144,192.4036312,192.4036312,70.60013553,70.60013553,192.4036312,183.7969854,192.4036312,192.4036312,192.4036312,197.7993085,192.4036312,294.2008618,192.4036312,70.60013553,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,183.7969854,192.4036312,192.4036312,183.7969854,183.7969854,183.7969854,197.7993085,197.7993085,192.4036312,183.7969854,183.7969854,197.7993085,183.7969854,192.4036312,192.4036312,197.4002524,197.4002524,192.4036312,192.4036312,192.4036312,197.7993085,183.7969854,183.7969854,192.4036312,192.4036312,192.4036312,192.4036312,183.5999982,192.4036312
Helarctos_malayanus,128.1991612,98.99873019,192.4036312,192.4036312,128.1991612,128.1991612,192.4036312,111.8021445,170.8010849,170.8010849,128.1991612,170.8010849,170.8010849,170.8010849,170.8010849,170.8010849,192.4036312,192.4036312,192.4036312,128.1991612,98.99873019,192.4036312,192.4036312,128.1991612,128.1991612,192.4036312,111.8021445,192.4036312,192.4036312,197.4002524,197.4002524,294.2008618,177.0003746,98.99873019,192.4036312,128.1991612,128.1991612,128.1991612,128.1991612,128.1991612,192.4036312,0,197.7993085,197.7993085,128.1991612,128.1991612,128.1991612,192.4036312,192.4036312,192.4036312,128.1991612,128.1991612,192.4036312,128.1991612,197.7993085,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,161.999191,98.99873019,170.8010849,170.8010849,98.99873019,98.99873019,294.2008618,128.1991612,170.8010849,197.4002524,128.1991612,98.99873019,98.99873019,128.1991612,192.4036312,170.8010849,128.1991612,192.4036312,128.1991612,128.1991612,192.4036312,192.4036312,128.1991612,192.4036312,128.1991612,128.1991612,170.8010849,197.7993085,161.999191,294.2008618,170.8010849,192.4036312,128.1991612,128.1991612,128.1991612,98.99873019,98.99873019,192.4036312,128.1991612,128.1991612,192.4036312,192.4036312,192.4036312,197.7993085,197.7993085,170.8010849,192.4036312,192.4036312,197.7993085,192.4036312,170.8010849,170.8010849,197.4002524,197.4002524,170.8010849,170.8010849,170.8010849,197.7993085,192.4036312,192.4036312,170.8010849,170.8010849,170.8010849,54.19995431,192.4036312,128.1991612
Hemicentetes_nigriceps,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,294.2008618,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,0,27.60132816,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,179.0004988,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,294.2008618,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,174.9994483,197.7993085,294.2008618,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,174.9994483,174.9994483,197.7993085,197.7993085,197.7993085,55.01604264,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,54.52249473,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085
Hemicentetes_semispinosus,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,294.2008618,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,27.60132816,0,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,179.0004988,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,294.2008618,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,174.9994483,197.7993085,294.2008618,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,174.9994483,174.9994483,197.7993085,197.7993085,197.7993085,55.01604264,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,54.52249473,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085,197.7993085
Hemigalus_derbyanus,50.00287305,128.1991612,192.4036312,192.4036312,80.79828291,80.79828291,192.4036312,128.1991612,170.8010849,170.8010849,84.20120209,170.8010849,170.8010849,170.8010849,170.8010849,170.8010849,192.4036312,192.4036312,192.4036312,52.00163716,128.1991612,192.4036312,192.4036312,84.20120209,80.39934429,192.4036312,128.1991612,192.4036312,192.4036312,197.4002524,197.4002524,294.2008618,177.0003746,128.1991612,192.4036312,80.39934429,80.39934429,80.79828291,80.79828291,52.00163716,192.4036312,128.1991612,197.7993085,197.7993085,0,80.79828291,80.79828291,192.4036312,192.4036312,192.4036312,84.20120209,84.20120209,192.4036312,84.20120209,197.7993085,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,161.999191,128.1991612,170.8010849,170.8010849,128.1991612,128.1991612,294.2008618,80.79828291,170.8010849,197.4002524,50.00287305,128.1991612,128.1991612,84.20120209,192.4036312,170.8010849,50.00287305,192.4036312,84.20120209,84.20120209,192.4036312,192.4036312,50.00287305,192.4036312,84.20120209,84.20120209,170.8010849,197.7993085,161.999191,294.2008618,170.8010849,192.4036312,84.20120209,84.20120209,52.00163716,128.1991612,128.1991612,192.4036312,84.20120209,84.20120209,192.4036312,192.4036312,192.4036312,197.7993085,197.7993085,170.8010849,192.4036312,192.4036312,197.7993085,192.4036312,170.8010849,170.8010849,197.4002524,197.4002524,170.8010849,170.8010849,170.8010849,197.7993085,192.4036312,192.4036312,170.8010849,170.8010849,170.8010849,128.1991612,192.4036312,52.00163716
Herpestes_brachyurus,80.79828291,128.1991612,192.4036312,192.4036312,50.96531501,39.36748701,192.4036312,128.1991612,170.8010849,170.8010849,84.20120209,170.8010849,170.8010849,170.8010849,170.8010849,170.8010849,192.4036312,192.4036312,192.4036312,80.79828291,128.1991612,192.4036312,192.4036312,84.20120209,80.79828291,192.4036312,128.1991612,192.4036312,192.4036312,197.4002524,197.4002524,294.2008618,177.0003746,128.1991612,192.4036312,80.79828291,80.79828291,78.20174095,78.20174095,80.79828291,192.4036312,128.1991612,197.7993085,197.7993085,80.79828291,0,23.33056087,192.4036312,192.4036312,192.4036312,84.20120209,84.20120209,192.4036312,84.20120209,197.7993085,192.4036312,192.4036312,192.4036312,192.4036312,192.4036312,161.999191,128.1991612,170.8010849,170.8010849,128.1991612,128.1991612,294.2008618,39.36748701,170.8010849,197.4002524,80.79828291,128.1991612,128.1991612,84.20120209,192.4036312,170.8010849,80.79828291,192.4036312,84.20120209,84.20120209,192.4036312,192.4036312,80.79828291,192.4036312,84.20120209,84.20120209,170.8010849,197.7993085,161.999191,294.2008618,170.8010849,192.4036312,84.20120209,84.20120209,80.79828291,128.1991612,128.1991612,192.4036312,84.20120209,84.20120209,192.4036312,192.4036312,192.4036312,197.7993085,197.7993085,170.8010849,192.4036312,192.4036312,197.7993085,192.4036312,170.8010849,170.8010849,197.4002524,197.4002524,170.8010849,170.8010849,170.8010849,197.7993085,192.4036312,192.4036312,170.8010849,170.8010849,170.8010849,128.1991612,192.4036312,80.79828291
