"","model","formula","col(Biotic:Tmin)","SEcol(Biotic:Tmin)","col(Biotic)","SEcol(Biotic)","col(Int)","SEcol(Int)","col(Tmax:Biotic)","SEcol(Tmax:Biotic)","col(Tmax)","SEcol(Tmax)","col(Tmin)","SEcol(Tmin)","col(Tvar:Biotic)","SEcol(Tvar:Biotic)","col(Tvar)","SEcol(Tvar)","ext(Biotic:Tmin)","SEext(Biotic:Tmin)","ext(Biotic)","SEext(Biotic)","ext(Int)","SEext(Int)","ext(Tmax:Biotic)","SEext(Tmax:Biotic)","ext(Tmax)","SEext(Tmax)","ext(Tmin)","SEext(Tmin)","ext(Tvar)","SEext(Tvar)","p(Biotic:Tmin)","SEp(Biotic:Tmin)","p(Biotic)","SEp(Biotic)","p(Int)","SEp(Int)","p(Tmax:Biotic)","SEp(Tmax:Biotic)","p(Tmax)","SEp(Tmax)","p(Tmin)","SEp(Tmin)","p(Tvar:Biotic)","SEp(Tvar:Biotic)","p(Tvar)","SEp(Tvar)","psi(Elevation)","SEpsi(Elevation)","psi(Int)","SEpsi(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"84","84","~1 ~ Tvar^2 + Biotic ~ 1 ~ Tvar^2 + Biotic",NA,NA,-1.54539596324909,0.770824874205618,-1.95171401915251,0.802736008676171,NA,NA,NA,NA,NA,NA,NA,NA,0.134559715091091,0.513792213513054,NA,NA,NA,NA,-0.143543113131379,0.97650560753424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.165591799480035,0.209891703858775,-1.85396419739626,0.386010131909235,NA,NA,NA,NA,NA,NA,NA,NA,-0.112454420317238,0.210465109915241,NA,NA,-0.359501087283811,0.644940501257551,0,112.899542624914,166.740062001438,8,60,349.480124002876,6.08364540198124,0.00449738736190733,NA,0.94704341810913
"26","26","~1 ~ Biotic + Tmin ~ 1 ~ Biotic + Tmin",NA,NA,-1.66151323413362,0.828056579060646,-1.94763383580141,0.720121594950545,NA,NA,NA,NA,-0.179681351235336,0.758585646295468,NA,NA,NA,NA,NA,NA,NA,NA,-0.0141902921283603,0.781433423541092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.119222598463262,0.209271367391817,-1.78839300159856,0.350040129338688,NA,NA,NA,NA,0.00299747390660421,0.263733711258325,NA,NA,NA,NA,NA,NA,-0.394147204104668,0.628810176941734,0,95.7494536449795,166.874990066933,8,60,349.749980133866,6.35350153297151,0.00392972157153155,NA,0.950973139680661
"68","68","~1 ~ Biotic + Tmin^2 ~ 1 ~ Biotic + Tmin^2",NA,NA,-1.66151323413362,0.828056579060646,-1.94763383580141,0.720121594950545,NA,NA,NA,NA,-0.179681351235336,0.758585646295468,NA,NA,NA,NA,NA,NA,NA,NA,-0.0141902921283603,0.781433423541092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.119222598463262,0.209271367391817,-1.78839300159856,0.350040129338688,NA,NA,NA,NA,0.00299747390660421,0.263733711258325,NA,NA,NA,NA,NA,NA,-0.394147204104668,0.628810176941734,0,95.7494536449795,166.874990066933,8,60,349.749980133866,6.35350153297151,0.00392972157153155,NA,0.954902861252193
"29","29","~Elevation ~ Biotic + Tmin ~ 1 ~ Biotic + Tmin",NA,NA,-1.6311535724917,0.779752026328988,-1.71001735119742,0.73127522395196,NA,NA,NA,NA,-0.284848760354691,0.757026585070174,NA,NA,NA,NA,NA,NA,NA,NA,0.281230346863674,0.695261748095593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0933077470345838,0.213404024268207,-1.73577200594182,0.341738985846138,NA,NA,NA,NA,0.0107909242136657,0.266698995422484,NA,NA,NA,NA,3.26918573693558,3.27467351614872,-3.61158286438544,3.25078806748,0,2185.14139438901,166.105381572476,9,60,350.210763144952,6.81428454405778,0.0031210736801927,NA,0.958023934932385
"71","71","~Elevation^2 ~ Biotic + Tmin^2 ~ 1 ~ Biotic + Tmin^2",NA,NA,-1.6311535724917,0.779752026328988,-1.71001735119742,0.73127522395196,NA,NA,NA,NA,-0.284848760354691,0.757026585070174,NA,NA,NA,NA,NA,NA,NA,NA,0.281230346863674,0.695261748095593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0933077470345838,0.213404024268207,-1.73577200594182,0.341738985846138,NA,NA,NA,NA,0.0107909242136657,0.266698995422484,NA,NA,NA,NA,3.26918573693558,3.27467351614872,-3.61158286438544,3.25078806748,0,2185.14139438901,166.105381572476,9,60,350.210763144952,6.81428454405778,0.0031210736801927,NA,0.961145008612578
"45","45","~Elevation ~ Tvar + Biotic ~ 1 ~ Tvar + Biotic",NA,NA,-1.60861936723264,0.82535175037196,-1.69981346370493,0.726475167876172,NA,NA,NA,NA,NA,NA,NA,NA,0.0416380043662958,0.487523503962397,NA,NA,NA,NA,0.198383350498817,0.748813740394771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.111865582980875,0.207277526769451,-1.76311097046335,0.356210974799373,NA,NA,NA,NA,NA,NA,NA,NA,-0.0634416913465285,0.211400792780356,2.95296618048902,3.26129719263816,-3.29695290016246,3.2563575241352,0,1856.4090263186,166.13544745811,9,60,350.27089491622,6.87441631532585,0.00302863246287509,NA,0.964173641075453
"86","86","~Elevation^2 ~ Tvar^2 + Biotic ~ 1 ~ Tvar^2 + Biotic",NA,NA,-1.60861936723264,0.82535175037196,-1.69981346370493,0.726475167876172,NA,NA,NA,NA,NA,NA,NA,NA,0.0416380043662958,0.487523503962397,NA,NA,NA,NA,0.198383350498817,0.748813740394771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.111865582980875,0.207277526769451,-1.76311097046335,0.356210974799373,NA,NA,NA,NA,NA,NA,NA,NA,-0.0634416913465285,0.211400792780356,2.95296618048902,3.26129719263816,-3.29695290016246,3.2563575241352,0,1856.4090263186,166.13544745811,9,60,350.27089491622,6.87441631532585,0.00302863246287509,NA,0.967202273538328
"34","34","~Elevation ~ 1 ~ Biotic * Tmin ~ Biotic * Tmin",NA,NA,NA,NA,-1.4990462630898,0.494355463273717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130202234785935,1.91278699326507,2.89266862730999,1.40630455013913,0.820070819164058,0.950782310818733,NA,NA,NA,NA,-0.0673290429181846,1.96683426937852,NA,NA,0.000511931811036939,0.377271418407611,0.0813332085748807,0.220459082503849,-1.71882565287728,0.354763980265256,NA,NA,NA,NA,0.0379239356130218,0.8046820263052,NA,NA,NA,NA,4.28890136409405,3.22051342842017,-4.38517297468901,3.04801475042012,0,3895.1784193923,164.682605556176,11,60,351.365211112352,7.96873251145814,0.00175234183921564,NA,0.968954615377544
"76","76","~Elevation^2 ~ 1 ~ Biotic * Tmin^2 ~ Biotic * Tmin^2",NA,NA,NA,NA,-1.4990462630898,0.494355463273717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130202234785935,1.91278699326507,2.89266862730999,1.40630455013913,0.820070819164058,0.950782310818733,NA,NA,NA,NA,-0.0673290429181846,1.96683426937852,NA,NA,0.000511931811036939,0.377271418407611,0.0813332085748807,0.220459082503849,-1.71882565287728,0.354763980265256,NA,NA,NA,NA,0.0379239356130218,0.8046820263052,NA,NA,NA,NA,4.28890136409405,3.22051342842017,-4.38517297468901,3.04801475042012,0,3895.1784193923,164.682605556176,11,60,351.365211112352,7.96873251145814,0.00175234183921564,NA,0.970706957216759
"3","3","~1 ~ Tmin ~ 1 ~ Tmin",NA,NA,NA,NA,-2.86187897125109,1.37305587201399,NA,NA,NA,NA,-2.25419699286881,1.55755406126541,NA,NA,NA,NA,NA,NA,NA,NA,-1.40163163090985,0.971252510458392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.90439823134732,0.292496816057072,NA,NA,NA,NA,-0.0399860827912454,0.235877296382794,NA,NA,NA,NA,NA,NA,-0.426732884543748,0.580671767498653,0,180.567615123063,169.865233977341,6,60,351.730467954683,8.33398935378835,0.0014598368253633,NA,0.972166794042123
"48","48","~1 ~ Tmin^2 ~ 1 ~ Tmin^2",NA,NA,NA,NA,-2.86187897125109,1.37305587201399,NA,NA,NA,NA,-2.25419699286881,1.55755406126541,NA,NA,NA,NA,NA,NA,NA,NA,-1.40163163090985,0.971252510458392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.90439823134732,0.292496816057072,NA,NA,NA,NA,-0.0399860827912454,0.235877296382794,NA,NA,NA,NA,NA,NA,-0.426732884543748,0.580671767498653,0,180.567615123063,169.865233977341,6,60,351.730467954683,8.33398935378835,0.0014598368253633,NA,0.973626630867486
"40","40","~1 ~ Tvar * Biotic ~ 1 ~ Tvar * Biotic",NA,NA,-1.47261543215181,0.700643698524,-1.99412111009827,0.776131414661312,NA,NA,NA,NA,NA,NA,-0.587266979061972,0.815576963907875,-0.414518111040423,1.01044566468067,NA,NA,NA,NA,-0.154726470245355,0.892424396814914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.204522587487535,0.21103752540578,-1.91174806802506,0.394270381595233,NA,NA,NA,NA,NA,NA,-0.121694999044511,0.202006186154961,-0.343094891710928,0.435958727980614,NA,NA,-0.381267512231106,0.636947387402777,0,261.100062518666,166.070668209299,10,60,352.141336418597,8.74485781770301,0.00118873585299589,NA,0.974815366720482
"81","81","~1 ~ Tvar^2 * Biotic ~ 1 ~ Tvar^2 * Biotic",NA,NA,-1.47261543215181,0.700643698524,-1.99412111009827,0.776131414661312,NA,NA,NA,NA,NA,NA,-0.587266979061972,0.815576963907875,-0.414518111040423,1.01044566468067,NA,NA,NA,NA,-0.154726470245355,0.892424396814914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.204522587487535,0.21103752540578,-1.91174806802506,0.394270381595233,NA,NA,NA,NA,NA,NA,-0.121694999044511,0.202006186154961,-0.343094891710928,0.435958727980614,NA,NA,-0.381267512231106,0.636947387402777,0,261.100062518666,166.070668209299,10,60,352.141336418597,8.74485781770301,0.00118873585299589,NA,0.976004102573478
"6","6","~Elevation ~ Tmin ~ 1 ~ Tmin",NA,NA,NA,NA,-2.52937666361359,1.1720952216638,NA,NA,NA,NA,-1.77614758086342,1.2400178322048,NA,NA,NA,NA,NA,NA,NA,NA,-1.3447299822842,1.00362821332642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.87200440901157,0.290530509212624,NA,NA,NA,NA,-0.0281977590540181,0.238165164205562,NA,NA,NA,NA,2.74741261145074,2.61322617971996,-3.14342220205997,2.66389300531517,0,602.251608802921,169.08611880021,7,60,352.17223760042,8.77575899952569,0.00117051034165542,NA,0.977174612915133
"51","51","~Elevation^2 ~ Tmin^2 ~ 1 ~ Tmin^2",NA,NA,NA,NA,-2.52937666361359,1.1720952216638,NA,NA,NA,NA,-1.77614758086342,1.2400178322048,NA,NA,NA,NA,NA,NA,NA,NA,-1.3447299822842,1.00362821332642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.87200440901157,0.290530509212624,NA,NA,NA,NA,-0.0281977590540181,0.238165164205562,NA,NA,NA,NA,2.74741261145074,2.61322617971996,-3.14342220205997,2.66389300531517,0,602.251608802921,169.08611880021,7,60,352.17223760042,8.77575899952569,0.00117051034165542,NA,0.978345123256789
"32","32","~1 ~ 1 ~ Biotic * Tmin ~ Biotic * Tmin",NA,NA,NA,NA,-1.424653456707,0.508914283394872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195021517040916,1.90822219178288,2.95213921299394,1.49291418129109,0.89122105982927,0.914624619062528,NA,NA,NA,NA,0.106808086551345,1.59470390318121,NA,NA,-0.0405039440440722,0.326970452792732,0.0381277211128347,0.217840741153621,-1.76863211002735,0.338407840885262,NA,NA,NA,NA,-0.0208655210903222,0.692332102984537,NA,NA,NA,NA,NA,NA,-0.175317118613982,0.658598834322447,0,1072.90523761809,166.165905814419,10,60,352.331811628838,8.93533302794378,0.00108074738932306,NA,0.979425870646112
"74","74","~1 ~ 1 ~ Biotic * Tmin^2 ~ Biotic * Tmin^2",NA,NA,NA,NA,-1.424653456707,0.508914283394872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195021517040916,1.90822219178288,2.95213921299394,1.49291418129109,0.89122105982927,0.914624619062528,NA,NA,NA,NA,0.106808086551345,1.59470390318121,NA,NA,-0.0405039440440722,0.326970452792732,0.0381277211128347,0.217840741153621,-1.76863211002735,0.338407840885262,NA,NA,NA,NA,-0.0208655210903222,0.692332102984537,NA,NA,NA,NA,NA,NA,-0.175317118613982,0.658598834322447,0,1072.90523761809,166.165905814419,10,60,352.331811628838,8.93533302794378,0.00108074738932306,NA,0.980506618035435
"1","1","~1 ~ 1 ~ 1 ~ 1",NA,NA,NA,NA,-1.96844078593011,0.792611593614671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.88554002257949,1.01706578446039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.97280942426937,0.265646273360272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.173151642349244,0.641163828270932,0,41.1526041518372,172.236680852924,4,60,352.473361705848,9.07688310495331,0.00100690149676052,NA,0.981513519532195
"11","11","~Elevation ~ Tmax ~ Tmax ~ Tmax",NA,NA,NA,NA,-1.94000778970437,0.745213382498861,NA,NA,1.55506899502857,1.1082292699484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.88591905637089,1.21369168569349,NA,NA,4.19449004941156,2.70016461001627,NA,NA,NA,NA,NA,NA,NA,NA,-1.95498926658943,0.246310672145136,NA,NA,0.0271089839885271,0.225893688830747,NA,NA,NA,NA,NA,NA,3.82559946851011,2.38937180141028,-4.03160351143363,2.51567805806236,0,540.058283375253,168.346360242964,8,60,352.692720485927,9.296241885033,0.000902305973592083,NA,0.982415825505787
"56","56","~Elevation^2 ~ Tmax^2 ~ Tmax^2 ~ Tmax^2",NA,NA,NA,NA,-1.94000778970437,0.745213382498861,NA,NA,1.55506899502857,1.1082292699484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.88591905637089,1.21369168569349,NA,NA,4.19449004941156,2.70016461001627,NA,NA,NA,NA,NA,NA,NA,NA,-1.95498926658943,0.246310672145136,NA,NA,0.0271089839885271,0.225893688830747,NA,NA,NA,NA,NA,NA,3.82559946851011,2.38937180141028,-4.03160351143363,2.51567805806236,0,540.058283375253,168.346360242964,8,60,352.692720485927,9.296241885033,0.000902305973592083,NA,0.983318131479379
"41","41","~Elevation ~ Tvar * Biotic ~ 1 ~ Tvar * Biotic",NA,NA,-1.46243969838049,0.762964295131213,-1.80052454679803,0.744890914902981,NA,NA,NA,NA,NA,NA,-0.471046191073971,0.690819081300413,-0.354348543113647,0.847037744566549,NA,NA,NA,NA,0.0767193038178621,0.826026299916848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.158677833239227,0.215849335901398,-1.83677719206895,0.38393886245569,NA,NA,NA,NA,NA,NA,-0.118269430342479,0.205172296169996,-0.302683056878769,0.44842557540751,2.48979502943037,3.04477312036757,-2.8716422329032,3.03680305943049,0,2956.06116312864,165.569483272548,11,60,353.138966545095,9.74248794420083,0.000721859592529532,NA,0.984039991071909
"82","82","~Elevation^2 ~ Tvar^2 * Biotic ~ 1 ~ Tvar^2 * Biotic",NA,NA,-1.46243969838049,0.762964295131213,-1.80052454679803,0.744890914902981,NA,NA,NA,NA,NA,NA,-0.471046191073971,0.690819081300413,-0.354348543113647,0.847037744566549,NA,NA,NA,NA,0.0767193038178621,0.826026299916848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.158677833239227,0.215849335901398,-1.83677719206895,0.38393886245569,NA,NA,NA,NA,NA,NA,-0.118269430342479,0.205172296169996,-0.302683056878769,0.44842557540751,2.48979502943037,3.04477312036757,-2.8716422329032,3.03680305943049,0,2956.06116312864,165.569483272548,11,60,353.138966545095,9.74248794420083,0.000721859592529532,NA,0.984761850664439
"4","4","~1 ~ 1 ~ Tmin ~ Tmin",NA,NA,NA,NA,-1.93088314831939,0.754715926343342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0266258085025,0.91133684211499,NA,NA,NA,NA,2.29268715565951,1.4931610369648,NA,NA,NA,NA,NA,NA,-1.98784333995394,0.272221316954166,NA,NA,NA,NA,-0.00174835529004366,0.22351629885332,NA,NA,NA,NA,NA,NA,0.0701037006459183,0.675503245085247,0,101.189303066009,170.620273164698,6,60,353.240546329395,9.84406772850093,0.000686111916256343,NA,0.985447962580695
"49","49","~1 ~ 1 ~ Tmin^2 ~ Tmin^2",NA,NA,NA,NA,-1.93088314831939,0.754715926343342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0266258085025,0.91133684211499,NA,NA,NA,NA,2.29268715565951,1.4931610369648,NA,NA,NA,NA,NA,NA,-1.98784333995394,0.272221316954166,NA,NA,NA,NA,-0.00174835529004366,0.22351629885332,NA,NA,NA,NA,NA,NA,0.0701037006459183,0.675503245085247,0,101.189303066009,170.620273164698,6,60,353.240546329395,9.84406772850093,0.000686111916256343,NA,0.986134074496951
"2","2","~1 ~ Tmin ~ Tmin ~ Tmin",NA,NA,NA,NA,-2.79456146832181,1.30524673301886,NA,NA,NA,NA,-1.77650027241553,1.52983032875374,NA,NA,NA,NA,NA,NA,NA,NA,-1.23979986786954,0.821181624889899,NA,NA,NA,NA,1.4805024465367,1.80689572186532,NA,NA,NA,NA,NA,NA,-1.97493742984456,0.272656234930546,NA,NA,NA,NA,-0.042337431090447,0.224714598243503,NA,NA,NA,NA,NA,NA,-0.234395146220591,0.631872349391939,0,172.094090739074,169.623311083425,7,60,353.246622166851,9.8501435659565,0.000684030726859313,NA,0.986818105223811
"47","47","~1 ~ Tmin^2 ~ Tmin^2 ~ Tmin^2",NA,NA,NA,NA,-2.79456146832181,1.30524673301886,NA,NA,NA,NA,-1.77650027241553,1.52983032875374,NA,NA,NA,NA,NA,NA,NA,NA,-1.23979986786954,0.821181624889899,NA,NA,NA,NA,1.4805024465367,1.80689572186532,NA,NA,NA,NA,NA,NA,-1.97493742984456,0.272656234930546,NA,NA,NA,NA,-0.042337431090447,0.224714598243503,NA,NA,NA,NA,NA,NA,-0.234395146220591,0.631872349391939,0,172.094090739074,169.623311083425,7,60,353.246622166851,9.8501435659565,0.000684030726859313,NA,0.98750213595067
"18","18","~Elevation ~ Tvar ~ 1 ~ Tvar",NA,NA,NA,NA,-2.12194227773702,0.780691741437001,NA,NA,NA,NA,NA,NA,NA,NA,0.695787486246577,0.439065719390724,NA,NA,NA,NA,-1.88526401621425,0.888252913393243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.93898831837749,0.235248422574784,NA,NA,NA,NA,NA,NA,NA,NA,-0.0253789233365017,0.207135912013922,3.82035479017936,2.60783089583377,-4.01526612580891,2.6724908334289,0,419.81505409634,169.71745868373,7,60,353.43491736746,10.0384387665653,0.000622569481276166,NA,0.988124705431946
"63","63","~Elevation^2 ~ Tvar^2 ~ 1 ~ Tvar^2",NA,NA,NA,NA,-2.12194227773702,0.780691741437001,NA,NA,NA,NA,NA,NA,NA,NA,0.695787486246577,0.439065719390724,NA,NA,NA,NA,-1.88526401621425,0.888252913393243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.93898831837749,0.235248422574784,NA,NA,NA,NA,NA,NA,NA,NA,-0.0253789233365017,0.207135912013922,3.82035479017936,2.60783089583377,-4.01526612580891,2.6724908334289,0,419.81505409634,169.71745868373,7,60,353.43491736746,10.0384387665653,0.000622569481276166,NA,0.988747274913222
"7","7","~Elevation ~ 1 ~ Tmin ~ Tmin",NA,NA,NA,NA,-1.70641009346854,0.667238014770854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.77677188580228,0.946288523209444,NA,NA,NA,NA,2.16748900538978,1.47284175391518,NA,NA,NA,NA,NA,NA,-1.92794131229111,0.269286290078235,NA,NA,NA,NA,-0.00102973427419898,0.232255263997211,NA,NA,NA,NA,3.55463304704578,3.50218381453311,-3.60552804985375,3.5672754357489,0,1104.354753174,169.760240006345,7,60,353.52048001269,10.1240014117957,0.000596496823326799,NA,0.989343771736549
"52","52","~Elevation^2 ~ 1 ~ Tmin^2 ~ Tmin^2",NA,NA,NA,NA,-1.70641009346854,0.667238014770854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.77677188580228,0.946288523209444,NA,NA,NA,NA,2.16748900538978,1.47284175391518,NA,NA,NA,NA,NA,NA,-1.92794131229111,0.269286290078235,NA,NA,NA,NA,-0.00102973427419898,0.232255263997211,NA,NA,NA,NA,3.55463304704578,3.50218381453311,-3.60552804985375,3.5672754357489,0,1104.354753174,169.760240006345,7,60,353.52048001269,10.1240014117957,0.000596496823326799,NA,0.989940268559876
"5","5","~Elevation ~ Tmin ~ Tmin ~ Tmin",NA,NA,NA,NA,-2.41138240094288,1.09554715341179,NA,NA,NA,NA,-1.29440369776584,1.13409698520153,NA,NA,NA,NA,NA,NA,NA,NA,-1.08876448815513,0.897361272832507,NA,NA,NA,NA,1.44274106770397,1.72636372004884,NA,NA,NA,NA,NA,NA,-1.9263255078297,0.270015508205579,NA,NA,NA,NA,-0.025920170292569,0.229354040122712,NA,NA,NA,NA,3.13944338781636,3.03255450804847,-3.36418790946959,3.06331428298902,0,820.096637582211,168.797220737989,8,60,353.594441475979,10.1979628750843,0.000574840829582411,NA,0.990515109389458
"50","50","~Elevation^2 ~ Tmin^2 ~ Tmin^2 ~ Tmin^2",NA,NA,NA,NA,-2.41138240094288,1.09554715341179,NA,NA,NA,NA,-1.29440369776584,1.13409698520153,NA,NA,NA,NA,NA,NA,NA,NA,-1.08876448815513,0.897361272832507,NA,NA,NA,NA,1.44274106770397,1.72636372004884,NA,NA,NA,NA,NA,NA,-1.9263255078297,0.270015508205579,NA,NA,NA,NA,-0.025920170292569,0.229354040122712,NA,NA,NA,NA,3.13944338781636,3.03255450804847,-3.36418790946959,3.06331428298902,0,820.096637582211,168.797220737989,8,60,353.594441475979,10.1979628750843,0.000574840829582411,NA,0.991089950219041
"31","31","~1 ~ Biotic * Tmin ~ 1 ~ Biotic * Tmin",-0.259045409823895,0.714825901004034,-1.86427309472073,0.992962566881939,-1.98899968183162,0.737313540832407,NA,NA,NA,NA,-0.408945766813979,1.046534606303,NA,NA,NA,NA,NA,NA,NA,NA,0.0596760668818995,0.720439480770631,NA,NA,NA,NA,NA,NA,NA,NA,0.0107410947458619,0.346106409925789,-0.111226799616326,0.224222688880886,-1.77433236356114,0.361757788148348,NA,NA,NA,NA,0.0264783725688154,0.743998565897179,NA,NA,NA,NA,NA,NA,-0.385335411508397,0.626107936232135,0,344.746991965744,166.809960988897,10,60,353.619921977795,10.2234433769004,0.000567563668045125,NA,0.991657513887086
"73","73","~1 ~ Biotic * Tmin^2 ~ 1 ~ Biotic * Tmin^2",-0.259045409823895,0.714825901004034,-1.86427309472073,0.992962566881939,-1.98899968183162,0.737313540832407,NA,NA,NA,NA,-0.408945766813979,1.046534606303,NA,NA,NA,NA,NA,NA,NA,NA,0.0596760668818995,0.720439480770631,NA,NA,NA,NA,NA,NA,NA,NA,0.0107410947458619,0.346106409925789,-0.111226799616326,0.224222688880886,-1.77433236356114,0.361757788148348,NA,NA,NA,NA,0.0264783725688154,0.743998565897179,NA,NA,NA,NA,NA,NA,-0.385335411508397,0.626107936232135,0,344.746991965744,166.809960988897,10,60,353.619921977795,10.2234433769004,0.000567563668045125,NA,0.992225077555131
"12","12","~Elevation ~ Tmax ~ 1 ~ Tmax",NA,NA,NA,NA,-1.99465289707066,0.84137650163766,NA,NA,0.868464334340154,0.704811748021182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.90705598647231,0.860168533165561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.04047067221372,0.264239805962797,NA,NA,-0.200332296701549,0.254408788331762,NA,NA,NA,NA,NA,NA,3.36348238465183,2.65437597389413,-3.4923200181716,2.80235089367434,0,544.508590973583,169.866750605714,7,60,353.733501211427,10.3370226105329,0.000536230076747876,NA,0.992761307631879
"57","57","~Elevation^2 ~ Tmax^2 ~ 1 ~ Tmax^2",NA,NA,NA,NA,-1.99465289707066,0.84137650163766,NA,NA,0.868464334340154,0.704811748021182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.90705598647231,0.860168533165561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.04047067221372,0.264239805962797,NA,NA,-0.200332296701549,0.254408788331762,NA,NA,NA,NA,NA,NA,3.36348238465183,2.65437597389413,-3.4923200181716,2.80235089367434,0,544.508590973583,169.866750605714,7,60,353.733501211427,10.3370226105329,0.000536230076747876,NA,0.993297537708627
"17","17","~Elevation ~ Tvar ~ Tvar ~ Tvar",NA,NA,NA,NA,-2.27220119923896,0.75372445619918,NA,NA,NA,NA,NA,NA,NA,NA,0.82222050585931,0.480471876957513,NA,NA,NA,NA,-1.98803845292214,0.850109837921949,NA,NA,NA,NA,NA,NA,0.725755932360902,0.527847376548752,NA,NA,NA,NA,-1.92614960881332,0.223687471279802,NA,NA,NA,NA,NA,NA,NA,NA,-0.0301143098373895,0.205673112528992,3.6819911714628,2.34906794550132,-3.88945643436892,2.42892170651127,0,339.473715149324,168.942935176397,8,60,353.885870352795,10.4893917519007,0.000496895004859412,NA,0.993794432713486
"62","62","~Elevation^2 ~ Tvar^2 ~ Tvar^2 ~ Tvar^2",NA,NA,NA,NA,-2.27220119923896,0.75372445619918,NA,NA,NA,NA,NA,NA,NA,NA,0.82222050585931,0.480471876957513,NA,NA,NA,NA,-1.98803845292214,0.850109837921949,NA,NA,NA,NA,NA,NA,0.725755932360902,0.527847376548752,NA,NA,NA,NA,-1.92614960881332,0.223687471279802,NA,NA,NA,NA,NA,NA,NA,NA,-0.0301143098373895,0.205673112528992,3.6819911714628,2.34906794550132,-3.88945643436892,2.42892170651127,0,339.473715149324,168.942935176397,8,60,353.885870352795,10.4893917519007,0.000496895004859412,NA,0.994291327718345
"33","33","~Elevation ~ Biotic * Tmin ~ 1 ~ Biotic * Tmin",-0.189400794071097,0.766852370043603,-1.75833524849089,0.977920061047502,-1.72369270937856,0.825061278003262,NA,NA,NA,NA,-0.48480740618438,1.1040385746962,NA,NA,NA,NA,NA,NA,NA,NA,0.303429300402604,0.681319376491518,NA,NA,NA,NA,NA,NA,NA,NA,0.0895457667901797,0.38687313375053,-0.0743588023929581,0.228252207952314,-1.70680706256727,0.371319942789745,NA,NA,NA,NA,0.196169064355194,0.839007832654938,NA,NA,NA,NA,3.23037753295205,3.34114840410771,-3.53823079693439,3.31738926024594,0,4359.07553626762,166.052070240331,11,60,354.104140480663,10.7076618797685,0.000445520687319866,NA,0.994736848405665
"75","75","~Elevation^2 ~ Biotic * Tmin^2 ~ 1 ~ Biotic * Tmin^2",-0.189400794071097,0.766852370043603,-1.75833524849089,0.977920061047502,-1.72369270937856,0.825061278003262,NA,NA,NA,NA,-0.48480740618438,1.1040385746962,NA,NA,NA,NA,NA,NA,NA,NA,0.303429300402604,0.681319376491518,NA,NA,NA,NA,NA,NA,NA,NA,0.0895457667901797,0.38687313375053,-0.0743588023929581,0.228252207952314,-1.70680706256727,0.371319942789745,NA,NA,NA,NA,0.196169064355194,0.839007832654938,NA,NA,NA,NA,3.23037753295205,3.34114840410771,-3.53823079693439,3.31738926024594,0,4359.07553626762,166.052070240331,11,60,354.104140480663,10.7076618797685,0.000445520687319866,NA,0.995182369092985
