"","model","formula","col(Biotic:Tmin)","SEcol(Biotic:Tmin)","col(Biotic)","SEcol(Biotic)","col(Int)","SEcol(Int)","col(Tmax)","SEcol(Tmax)","col(Tmin)","SEcol(Tmin)","col(Tvar:Biotic)","SEcol(Tvar:Biotic)","col(Tvar)","SEcol(Tvar)","ext(Biotic:Tmin)","SEext(Biotic:Tmin)","ext(Biotic)","SEext(Biotic)","ext(Int)","SEext(Int)","ext(Tmin)","SEext(Tmin)","ext(Tvar:Biotic)","SEext(Tvar:Biotic)","ext(Tvar)","SEext(Tvar)","p(Biotic:Tmin)","SEp(Biotic:Tmin)","p(Biotic)","SEp(Biotic)","p(Int)","SEp(Int)","p(Tmax)","SEp(Tmax)","p(Tmin)","SEp(Tmin)","p(Tvar:Biotic)","SEp(Tvar:Biotic)","p(Tvar)","SEp(Tvar)","psi(Elevation)","SEpsi(Elevation)","psi(Int)","SEpsi(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"25","25","~Elevation ~ 1 ~ Biotic + Tmin ~ Biotic + Tmin",NA,NA,NA,NA,-1.22926543824369,0.33450725948155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0981704376831394,0.400340370285862,-0.323599801678124,0.394580872671555,-0.754659451112271,0.62368673557986,NA,NA,NA,NA,NA,NA,-0.302027737828421,0.166507128816473,-0.617697530968869,0.16674907310399,NA,NA,-0.221952709890044,0.243330979005943,NA,NA,NA,NA,-4.85931392455593,4.26191430372254,-1.17894030644634,2.17770550014442,0,2594.73652156777,382.096506573997,9,60,782.193013147995,6.42016580214204,0.00576464261963595,NA,0.858848713137491
"62","62","~Elevation^2 ~ 1 ~ Biotic + Tmin^2 ~ Biotic + Tmin^2",NA,NA,NA,NA,-1.22926543824369,0.33450725948155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0981704376831394,0.400340370285862,-0.323599801678124,0.394580872671555,-0.754659451112271,0.62368673557986,NA,NA,NA,NA,NA,NA,-0.302027737828421,0.166507128816473,-0.617697530968869,0.16674907310399,NA,NA,-0.221952709890044,0.243330979005943,NA,NA,NA,NA,-4.85931392455593,4.26191430372254,-1.17894030644634,2.17770550014442,0,2594.73652156777,382.096506573997,9,60,782.193013147995,6.42016580214204,0.00576464261963595,NA,0.864613355757127
"3","3","~1 ~ Tmin ~ 1 ~ Tmin",NA,NA,NA,NA,-1.49059773343327,0.582491137749902,NA,NA,0.441091189190616,0.735998082809442,NA,NA,NA,NA,NA,NA,NA,NA,-0.612096028389448,0.26644212479671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.633326958060295,0.167497203868802,NA,NA,-0.0886475116717963,0.236131700667627,NA,NA,NA,NA,NA,NA,2.15424784620625,1.24830114851148,0,176.236712099985,385.223753444336,6,60,782.447506888672,6.67465954281897,0.00507586163123632,NA,0.869689217388363
"43","43","~1 ~ Tmin^2 ~ 1 ~ Tmin^2",NA,NA,NA,NA,-1.49059773343327,0.582491137749902,NA,NA,0.441091189190616,0.735998082809442,NA,NA,NA,NA,NA,NA,NA,NA,-0.612096028389448,0.26644212479671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.633326958060295,0.167497203868802,NA,NA,-0.0886475116717963,0.236131700667627,NA,NA,NA,NA,NA,NA,2.15424784620625,1.24830114851148,0,176.236712099985,385.223753444336,6,60,782.447506888672,6.67465954281897,0.00507586163123632,NA,0.8747650790196
"10","10","~1 ~ Tvar ~ 1 ~ Tvar",NA,NA,NA,NA,-1.19765754138778,0.326219444388341,NA,NA,NA,NA,NA,NA,-0.17567610842459,0.394016051800194,NA,NA,NA,NA,-0.583684343808605,0.264463489353356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.675229214171715,0.127954207302451,NA,NA,NA,NA,NA,NA,-0.014206392296524,0.111611922936812,NA,NA,2.20237081411885,1.2978119695227,0,206.230920394797,385.362646667311,6,60,782.725293334622,6.95244598876911,0.00441762873614882,NA,0.879182707755749
"50","50","~1 ~ Tvar^2 ~ 1 ~ Tvar^2",NA,NA,NA,NA,-1.19765754138778,0.326219444388341,NA,NA,NA,NA,NA,NA,-0.17567610842459,0.394016051800194,NA,NA,NA,NA,-0.583684343808605,0.264463489353356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.675229214171715,0.127954207302451,NA,NA,NA,NA,NA,NA,-0.014206392296524,0.111611922936812,NA,NA,2.20237081411885,1.2978119695227,0,206.230920394797,385.362646667311,6,60,782.725293334622,6.95244598876911,0.00441762873614882,NA,0.883600336491897
"26","26","~1 ~ Biotic * Tmin ~ Biotic * Tmin ~ Biotic * Tmin",2.30722463685307,1.93707874241278,-1.79985714998535,1.27685104307982,-2.09299850292228,0.981474718822184,NA,NA,1.18458184128887,1.36615823881552,NA,NA,NA,NA,2.05378517264934,1.1177194143848,-1.15256879090544,0.619108055758028,-0.667338245832659,0.436843836861161,-0.308007514512518,0.640884379622341,NA,NA,NA,NA,-0.550887483456361,0.320232068115513,-0.0634294129635812,0.206245926301522,-0.609409982189589,0.161581144068001,NA,NA,-0.389552439313994,0.24440202674984,NA,NA,NA,NA,NA,NA,2.31754192656357,1.12870590707949,0,899.961544971593,378.378504204067,13,60,782.757008408134,6.9841610622816,0.00434812853347828,NA,0.887948465025376
"63","63","~1 ~ Biotic * Tmin^2 ~ Biotic * Tmin^2 ~ Biotic * Tmin^2",2.30722463685307,1.93707874241278,-1.79985714998535,1.27685104307982,-2.09299850292228,0.981474718822184,NA,NA,1.18458184128887,1.36615823881552,NA,NA,NA,NA,2.05378517264934,1.1177194143848,-1.15256879090544,0.619108055758028,-0.667338245832659,0.436843836861161,-0.308007514512518,0.640884379622341,NA,NA,NA,NA,-0.550887483456361,0.320232068115513,-0.0634294129635812,0.206245926301522,-0.609409982189589,0.161581144068001,NA,NA,-0.389552439313994,0.24440202674984,NA,NA,NA,NA,NA,NA,2.31754192656357,1.12870590707949,0,899.961544971593,378.378504204067,13,60,782.757008408134,6.9841610622816,0.00434812853347828,NA,0.892296593558854
"35","35","~Elevation ~ 1 ~ Tvar * Biotic ~ Tvar * Biotic",NA,NA,NA,NA,-1.21868824466587,0.326193936203705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.334053094198821,0.439461371328146,-0.509431490519461,0.297003327714526,NA,NA,-1.1223030254817,0.568514729202962,-0.331639253856276,0.401695967404251,NA,NA,-0.267486829340824,0.17956113338353,-0.713497681031828,0.131164036983314,NA,NA,NA,NA,0.0905780355193449,0.17232206271229,0.0181433876484194,0.112007718851623,-4.10663359689231,3.65934629391671,-0.833700543410547,2.16439747212845,0,2179.50113221201,380.379902287423,11,60,782.759804574845,6.98695722899288,0.00434205373487436,NA,0.896638647293728
"72","72","~Elevation^2 ~ 1 ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic",NA,NA,NA,NA,-1.21868824466587,0.326193936203705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.334053094198821,0.439461371328146,-0.509431490519461,0.297003327714526,NA,NA,-1.1223030254817,0.568514729202962,-0.331639253856276,0.401695967404251,NA,NA,-0.267486829340824,0.17956113338353,-0.713497681031828,0.131164036983314,NA,NA,NA,NA,0.0905780355193449,0.17232206271229,0.0181433876484194,0.112007718851623,-4.10663359689231,3.65934629391671,-0.833700543410547,2.16439747212845,0,2179.50113221201,380.379902287423,11,60,782.759804574845,6.98695722899288,0.00434205373487436,NA,0.900980701028603
"11","11","~1 ~ 1 ~ Tvar ~ Tvar",NA,NA,NA,NA,-1.19853357704447,0.326731608752319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.553105916114499,0.27973542064032,NA,NA,NA,NA,-0.104503883943334,0.299579258243938,NA,NA,NA,NA,-0.673968989271971,0.127989972020968,NA,NA,NA,NA,NA,NA,-0.0118803811166578,0.111447113929738,NA,NA,2.17665359136233,1.28809598029632,0,202.736623649863,385.406807677452,6,60,782.813615354905,7.04076800905193,0.00422678669139027,NA,0.905207487719993
"51","51","~1 ~ 1 ~ Tvar^2 ~ Tvar^2",NA,NA,NA,NA,-1.19853357704447,0.326731608752319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.553105916114499,0.27973542064032,NA,NA,NA,NA,-0.104503883943334,0.299579258243938,NA,NA,NA,NA,-0.673968989271971,0.127989972020968,NA,NA,NA,NA,NA,NA,-0.0118803811166578,0.111447113929738,NA,NA,2.17665359136233,1.28809598029632,0,202.736623649863,385.406807677452,6,60,782.813615354905,7.04076800905193,0.00422678669139027,NA,0.909434274411383
"37","37","~1 ~ Tvar + Biotic ~ 1 ~ Tvar + Biotic",NA,NA,-0.326689044577916,0.513873716586621,-1.24370255230822,0.353047866402411,NA,NA,NA,NA,NA,NA,-0.082842080403753,0.387455302758351,NA,NA,NA,NA,-0.617733960488345,0.266847256112409,NA,NA,NA,NA,NA,NA,NA,NA,-0.284046315489052,0.156436072475145,-0.736572837199628,0.132442170234224,NA,NA,NA,NA,NA,NA,0.0136776377750955,0.113264975488978,NA,NA,2.40879588433255,1.39605872767044,0,242.119475788001,383.421177173743,8,60,782.842354347485,7.06950700163281,0.00416648419159503,NA,0.913600758602978
"74","74","~1 ~ Tvar^2 + Biotic ~ 1 ~ Tvar^2 + Biotic",NA,NA,-0.326689044577916,0.513873716586621,-1.24370255230822,0.353047866402411,NA,NA,NA,NA,NA,NA,-0.082842080403753,0.387455302758351,NA,NA,NA,NA,-0.617733960488345,0.266847256112409,NA,NA,NA,NA,NA,NA,NA,NA,-0.284046315489052,0.156436072475145,-0.736572837199628,0.132442170234224,NA,NA,NA,NA,NA,NA,0.0136776377750955,0.113264975488978,NA,NA,2.40879588433255,1.39605872767044,0,242.119475788001,383.421177173743,8,60,782.842354347485,7.06950700163281,0.00416648419159503,NA,0.917767242794573
"6","6","~Elevation ~ Tmin ~ 1 ~ Tmin",NA,NA,NA,NA,-1.52599389120934,0.559463712107273,NA,NA,0.416819169196849,0.719564824263136,NA,NA,NA,NA,NA,NA,NA,NA,-0.65954715478719,0.27078880479433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.607934472129159,0.168009028343338,NA,NA,-0.123308011092474,0.237882820543121,NA,NA,NA,NA,-5.05764989641632,4.34497619559118,-1.39831026843233,2.09293114471981,0,2520.89932747554,384.430940921904,7,60,782.861881843808,7.08903449795514,0.00412600164154487,NA,0.921893244436118
"46","46","~Elevation^2 ~ Tmin^2 ~ 1 ~ Tmin^2",NA,NA,NA,NA,-1.52599389120934,0.559463712107273,NA,NA,0.416819169196849,0.719564824263136,NA,NA,NA,NA,NA,NA,NA,NA,-0.65954715478719,0.27078880479433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.607934472129159,0.168009028343338,NA,NA,-0.123308011092474,0.237882820543121,NA,NA,NA,NA,-5.05764989641632,4.34497619559118,-1.39831026843233,2.09293114471981,0,2520.89932747554,384.430940921904,7,60,782.861881843808,7.08903449795514,0.00412600164154487,NA,0.926019246077663
"2","2","~1 ~ Tmin ~ Tmin ~ Tmin",NA,NA,NA,NA,-1.34663416873354,0.57468844856445,NA,NA,0.227298241370933,0.744882129356619,NA,NA,NA,NA,NA,NA,NA,NA,-0.256065294823477,0.393956021244115,-0.732913829277143,0.630537991621985,NA,NA,NA,NA,NA,NA,NA,NA,-0.619273439611405,0.167298660040364,NA,NA,-0.109420297138491,0.236147748568889,NA,NA,NA,NA,NA,NA,2.11202807218708,1.17871455821656,0,157.907566535905,384.536800425831,7,60,783.073600851662,7.30075350580967,0.00371154899583518,NA,0.929730795073498
"42","42","~1 ~ Tmin^2 ~ Tmin^2 ~ Tmin^2",NA,NA,NA,NA,-1.34663416873354,0.57468844856445,NA,NA,0.227298241370933,0.744882129356619,NA,NA,NA,NA,NA,NA,NA,NA,-0.256065294823477,0.393956021244115,-0.732913829277143,0.630537991621985,NA,NA,NA,NA,NA,NA,NA,NA,-0.619273439611405,0.167298660040364,NA,NA,-0.109420297138491,0.236147748568889,NA,NA,NA,NA,NA,NA,2.11202807218708,1.17871455821656,0,157.907566535905,384.536800425831,7,60,783.073600851662,7.30075350580967,0.00371154899583518,NA,0.933442344069333
"24","24","~Elevation ~ Biotic + Tmin ~ 1 ~ Biotic + Tmin",NA,NA,-0.282091114978831,0.483868464974949,-1.49593920526815,0.576011887705833,NA,NA,0.339567846668174,0.749419946980993,NA,NA,NA,NA,NA,NA,NA,NA,-0.677388767978355,0.272750627702899,NA,NA,NA,NA,NA,NA,NA,NA,-0.285959289406367,0.158666305980667,-0.623332079610319,0.166357923294122,NA,NA,-0.195671474381566,0.241687229344823,NA,NA,NA,NA,-4.85860279585692,4.67449353918227,-1.10232145722205,2.28879611886548,0,3056.92881156419,382.542176430775,9,60,783.08435286155,7.31150551569704,0.00369164922863588,NA,0.937133993297969
"61","61","~Elevation^2 ~ Biotic + Tmin^2 ~ 1 ~ Biotic + Tmin^2",NA,NA,-0.282091114978831,0.483868464974949,-1.49593920526815,0.576011887705833,NA,NA,0.339567846668174,0.749419946980993,NA,NA,NA,NA,NA,NA,NA,NA,-0.677388767978355,0.272750627702899,NA,NA,NA,NA,NA,NA,NA,NA,-0.285959289406367,0.158666305980667,-0.623332079610319,0.166357923294122,NA,NA,-0.195671474381566,0.241687229344823,NA,NA,NA,NA,-4.85860279585692,4.67449353918227,-1.10232145722205,2.28879611886548,0,3056.92881156419,382.542176430775,9,60,783.08435286155,7.31150551569704,0.00369164922863588,NA,0.940825642526605
"30","30","~Elevation ~ Biotic * Tmin ~ 1 ~ Biotic * Tmin",0.268762679920184,1.27738886403064,-0.448324591860922,0.938016783839017,-1.49631346167117,0.610083304495332,NA,NA,0.38445610388147,0.837098529779884,NA,NA,NA,NA,NA,NA,NA,NA,-0.708490332998307,0.282833250937535,NA,NA,NA,NA,NA,NA,-0.657288337150085,0.33706835275909,0.000158173941351745,0.217488421186088,-0.567313397297647,0.169080362079012,NA,NA,-0.381943430181168,0.257064506560202,NA,NA,NA,NA,-3.98249635689239,3.35720611977081,-0.907780157282444,2.10364342761866,0,1835.61951645,380.546957173508,11,60,783.093914347015,7.32106700116253,0.00367404252351217,NA,0.944499685050117
"67","67","~Elevation^2 ~ Biotic * Tmin^2 ~ 1 ~ Biotic * Tmin^2",0.268762679920184,1.27738886403064,-0.448324591860922,0.938016783839017,-1.49631346167117,0.610083304495332,NA,NA,0.38445610388147,0.837098529779884,NA,NA,NA,NA,NA,NA,NA,NA,-0.708490332998307,0.282833250937535,NA,NA,NA,NA,NA,NA,-0.657288337150085,0.33706835275909,0.000158173941351745,0.217488421186088,-0.567313397297647,0.169080362079012,NA,NA,-0.381943430181168,0.257064506560202,NA,NA,NA,NA,-3.98249635689239,3.35720611977081,-0.907780157282444,2.10364342761866,0,1835.61951645,380.546957173508,11,60,783.093914347015,7.32106700116253,0.00367404252351217,NA,0.948173727573629
"13","13","~Elevation ~ Tvar ~ 1 ~ Tvar",NA,NA,NA,NA,-1.24797846190649,0.32477740656503,NA,NA,NA,NA,NA,NA,-0.161628909271225,0.39017258621446,NA,NA,NA,NA,-0.624809058437116,0.267843223930617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.665568563542952,0.130779464424403,NA,NA,NA,NA,NA,NA,-0.0165120031220976,0.112606937050934,-4.96812946607052,4.34644348765969,-1.34057919306114,2.11766256279529,0,2749.77734276713,384.632383921508,7,60,783.264767843016,7.49192049716328,0.00337321337199978,NA,0.951546940945629
"53","53","~Elevation^2 ~ Tvar^2 ~ 1 ~ Tvar^2",NA,NA,NA,NA,-1.24797846190649,0.32477740656503,NA,NA,NA,NA,NA,NA,-0.161628909271225,0.39017258621446,NA,NA,NA,NA,-0.624809058437116,0.267843223930617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.665568563542952,0.130779464424403,NA,NA,NA,NA,NA,NA,-0.0165120031220976,0.112606937050934,-4.96812946607052,4.34644348765969,-1.34057919306114,2.11766256279529,0,2749.77734276713,384.632383921508,7,60,783.264767843016,7.49192049716328,0.00337321337199978,NA,0.954920154317629
"38","38","~1 ~ 1 ~ Tvar + Biotic ~ Tvar + Biotic",NA,NA,NA,NA,-1.17309090702995,0.328175760776049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0396199402957463,0.394690620396376,-0.593066426481964,0.299798543011388,NA,NA,NA,NA,-0.0736900702033123,0.304103496555511,NA,NA,-0.296364746004163,0.164304260457577,-0.7426396147936,0.134448268093364,NA,NA,NA,NA,NA,NA,0.0153148067412112,0.113146978073949,NA,NA,2.39140416836707,1.41338499738607,0,247.240415937315,383.664384120471,8,60,783.328768240941,7.55592089508878,0.00326697870353223,NA,0.958187133021161
"75","75","~1 ~ 1 ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic",NA,NA,NA,NA,-1.17309090702995,0.328175760776049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0396199402957463,0.394690620396376,-0.593066426481964,0.299798543011388,NA,NA,NA,NA,-0.0736900702033123,0.304103496555511,NA,NA,-0.296364746004163,0.164304260457577,-0.7426396147936,0.134448268093364,NA,NA,NA,NA,NA,NA,0.0153148067412112,0.113146978073949,NA,NA,2.39140416836707,1.41338499738607,0,247.240415937315,383.664384120471,8,60,783.328768240941,7.55592089508878,0.00326697870353223,NA,0.961454111724693
"14","14","~Elevation ~ 1 ~ Tvar ~ Tvar",NA,NA,NA,NA,-1.25106220004342,0.325934351805695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.602983864727462,0.284537754401779,NA,NA,NA,NA,-0.0773965909123489,0.29897961246309,NA,NA,NA,NA,-0.664969978701617,0.130663607576353,NA,NA,NA,NA,NA,NA,-0.0145134466224033,0.112314850505698,-4.91289073811465,4.31310534117933,-1.32491620433693,2.11478346100803,0,2713.90666643519,384.689233823002,7,60,783.378467646004,7.60562030015103,0.00318679564326746,NA,0.964640907367961
"54","54","~Elevation^2 ~ 1 ~ Tvar^2 ~ Tvar^2",NA,NA,NA,NA,-1.25106220004342,0.325934351805695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.602983864727462,0.284537754401779,NA,NA,NA,NA,-0.0773965909123489,0.29897961246309,NA,NA,NA,NA,-0.664969978701617,0.130663607576353,NA,NA,NA,NA,NA,NA,-0.0145134466224033,0.112314850505698,-4.91289073811465,4.31310534117933,-1.32491620433693,2.11478346100803,0,2713.90666643519,384.689233823002,7,60,783.378467646004,7.60562030015103,0.00318679564326746,NA,0.967827703011228
"5","5","~Elevation ~ Tmin ~ Tmin ~ Tmin",NA,NA,NA,NA,-1.39278719060826,0.559006894310529,NA,NA,0.217365660233731,0.73547778444329,NA,NA,NA,NA,NA,NA,NA,NA,-0.29673140390979,0.399792154391579,-0.738701187873718,0.640204823696027,NA,NA,NA,NA,NA,NA,NA,NA,-0.592996905435189,0.167825383887976,NA,NA,-0.142943555325842,0.23805526936736,NA,NA,NA,NA,-4.8590510699395,3.8905662385735,-1.35975954245013,2.01536740499942,0,2077.21420145098,383.752858608583,8,60,783.505717217165,7.73286987131257,0.00299035205860527,NA,0.970818055069834
"45","45","~Elevation^2 ~ Tmin^2 ~ Tmin^2 ~ Tmin^2",NA,NA,NA,NA,-1.39278719060826,0.559006894310529,NA,NA,0.217365660233731,0.73547778444329,NA,NA,NA,NA,NA,NA,NA,NA,-0.29673140390979,0.399792154391579,-0.738701187873718,0.640204823696027,NA,NA,NA,NA,NA,NA,NA,NA,-0.592996905435189,0.167825383887976,NA,NA,-0.142943555325842,0.23805526936736,NA,NA,NA,NA,-4.8590510699395,3.8905662385735,-1.35975954245013,2.01536740499942,0,2077.21420145098,383.752858608583,8,60,783.505717217165,7.73286987131257,0.00299035205860527,NA,0.973808407128439
"40","40","~Elevation ~ Tvar + Biotic ~ 1 ~ Tvar + Biotic",NA,NA,-0.291730405585841,0.485767255386818,-1.26383627593524,0.340581719309748,NA,NA,NA,NA,NA,NA,-0.0730581727050474,0.383320608751103,NA,NA,NA,NA,-0.641941608750481,0.269538580356787,NA,NA,NA,NA,NA,NA,NA,NA,-0.266100444906089,0.158355309118848,-0.721831807765082,0.136003660632293,NA,NA,NA,NA,NA,NA,0.0106239395829007,0.114837566260793,-4.55799812610652,4.32123554075254,-0.977415454170515,2.27598205228478,0,2825.81794866909,382.950507399286,9,60,783.901014798572,8.12816745271903,0.00245405641524253,NA,0.976262463543681
"77","77","~Elevation^2 ~ Tvar^2 + Biotic ~ 1 ~ Tvar^2 + Biotic",NA,NA,-0.291730405585841,0.485767255386818,-1.26383627593524,0.340581719309748,NA,NA,NA,NA,NA,NA,-0.0730581727050474,0.383320608751103,NA,NA,NA,NA,-0.641941608750481,0.269538580356787,NA,NA,NA,NA,NA,NA,NA,NA,-0.266100444906089,0.158355309118848,-0.721831807765082,0.136003660632293,NA,NA,NA,NA,NA,NA,0.0106239395829007,0.114837566260793,-4.55799812610652,4.32123554075254,-0.977415454170515,2.27598205228478,0,2825.81794866909,382.950507399286,9,60,783.901014798572,8.12816745271903,0.00245405641524253,NA,0.978716519958924
"29","29","~Elevation ~ Biotic * Tmin ~ Biotic * Tmin ~ Biotic * Tmin",2.2796054045254,2.06828558375305,-1.74444310556811,1.37075377098118,-2.04274579227018,1.04316628236545,NA,NA,1.08802797801015,1.46123250536291,NA,NA,NA,NA,2.13939616730949,1.13177267607214,-1.19881801234857,0.655557345584292,-0.702856720170203,0.470055986167983,-0.307323745603856,0.661356789127451,NA,NA,NA,NA,-0.542402913268835,0.319825729747538,-0.0588832232469474,0.207209673282007,-0.586617949781279,0.163892128872562,NA,NA,-0.411278754187758,0.247187746803984,NA,NA,NA,NA,-3.23639042751863,3.25188048978381,-0.184901429667339,2.15350240014745,0,1891.98616863165,378.090549922028,14,60,784.181099844056,8.40825249820386,0.00213336343633169,NA,0.980849883395256
"66","66","~Elevation^2 ~ Biotic * Tmin^2 ~ Biotic * Tmin^2 ~ Biotic * Tmin^2",2.2796054045254,2.06828558375305,-1.74444310556811,1.37075377098118,-2.04274579227018,1.04316628236545,NA,NA,1.08802797801015,1.46123250536291,NA,NA,NA,NA,2.13939616730949,1.13177267607214,-1.19881801234857,0.655557345584292,-0.702856720170203,0.470055986167983,-0.307323745603856,0.661356789127451,NA,NA,NA,NA,-0.542402913268835,0.319825729747538,-0.0588832232469474,0.207209673282007,-0.586617949781279,0.163892128872562,NA,NA,-0.411278754187758,0.247187746803984,NA,NA,NA,NA,-3.23639042751863,3.25188048978381,-0.184901429667339,2.15350240014745,0,1891.98616863165,378.090549922028,14,60,784.181099844056,8.40825249820386,0.00213336343633169,NA,0.982983246831587
"41","41","~Elevation ~ 1 ~ Tvar + Biotic ~ Tvar + Biotic",NA,NA,NA,NA,-1.21571865518659,0.327760303754255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0306255850480588,0.392768206535122,-0.63090389497447,0.30216231507842,NA,NA,NA,NA,-0.0524991323363476,0.304286152617352,NA,NA,-0.277989051149919,0.165229285051613,-0.730210014790406,0.137954995051674,NA,NA,NA,NA,NA,NA,0.013382207864062,0.114912711967778,-4.70569894922335,4.62910909720456,-1.03946879340521,2.29962905809037,0,3168.17361033157,383.174490201412,9,60,784.348980402824,8.57613305697123,0.00196159816832744,NA,0.984944844999915
"78","78","~Elevation^2 ~ 1 ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic",NA,NA,NA,NA,-1.21571865518659,0.327760303754255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0306255850480588,0.392768206535122,-0.63090389497447,0.30216231507842,NA,NA,NA,NA,-0.0524991323363476,0.304286152617352,NA,NA,-0.277989051149919,0.165229285051613,-0.730210014790406,0.137954995051674,NA,NA,NA,NA,NA,NA,0.013382207864062,0.114912711967778,-4.70569894922335,4.62910909720456,-1.03946879340521,2.29962905809037,0,3168.17361033157,383.174490201412,9,60,784.348980402824,8.57613305697123,0.00196159816832744,NA,0.986906443168242
"9","9","~1 ~ Tvar ~ Tvar ~ Tvar",NA,NA,NA,NA,-1.18867037775486,0.326219093930353,NA,NA,NA,NA,NA,NA,-0.198388970115816,0.401172940572221,NA,NA,NA,NA,-0.544830025198072,0.277413679156227,NA,NA,NA,NA,-0.125609737146647,0.302331854830219,NA,NA,NA,NA,-0.67597179063902,0.128336641741402,NA,NA,NA,NA,NA,NA,-0.0150628877350769,0.111752923077568,NA,NA,2.26401709488657,1.37507032241313,0,231.892104583657,385.273961767357,7,60,784.547923534714,8.77507618886148,0.0017758656018094,NA,0.988682308770052
"49","49","~1 ~ Tvar^2 ~ Tvar^2 ~ Tvar^2",NA,NA,NA,NA,-1.18867037775486,0.326219093930353,NA,NA,NA,NA,NA,NA,-0.198388970115816,0.401172940572221,NA,NA,NA,NA,-0.544830025198072,0.277413679156227,NA,NA,NA,NA,-0.125609737146647,0.302331854830219,NA,NA,NA,NA,-0.67597179063902,0.128336641741402,NA,NA,NA,NA,NA,NA,-0.0150628877350769,0.111752923077568,NA,NA,2.26401709488657,1.37507032241313,0,231.892104583657,385.273961767357,7,60,784.547923534714,8.77507618886148,0.0017758656018094,NA,0.990458174371861
"20","20","~1 ~ Biotic + Tmin ~ Biotic + Tmin ~ Biotic + Tmin",NA,NA,-0.363114494808943,0.551717966787904,-1.42577215224413,0.627137977487207,NA,NA,0.24530144611936,0.790133431905754,NA,NA,NA,NA,NA,NA,-0.20457557315708,0.417610599293271,-0.38315820376868,0.399037943838777,-0.639447199385637,0.612592012601147,NA,NA,NA,NA,NA,NA,-0.322966150509656,0.165550446823935,-0.646878096396993,0.16474354460159,NA,NA,-0.18751561102774,0.240946033336325,NA,NA,NA,NA,NA,NA,2.42349905880916,1.37063583423602,0,222.86814219667,382.422018840293,10,60,784.844037680586,9.07119033473327,0.00153147434272441,NA,0.991989648714585
"57","57","~1 ~ Biotic + Tmin^2 ~ Biotic + Tmin^2 ~ Biotic + Tmin^2",NA,NA,-0.363114494808943,0.551717966787904,-1.42577215224413,0.627137977487207,NA,NA,0.24530144611936,0.790133431905754,NA,NA,NA,NA,NA,NA,-0.20457557315708,0.417610599293271,-0.38315820376868,0.399037943838777,-0.639447199385637,0.612592012601147,NA,NA,NA,NA,NA,NA,-0.322966150509656,0.165550446823935,-0.646878096396993,0.16474354460159,NA,NA,-0.18751561102774,0.240946033336325,NA,NA,NA,NA,NA,NA,2.42349905880916,1.37063583423602,0,222.86814219667,382.422018840293,10,60,784.844037680586,9.07119033473327,0.00153147434272441,NA,0.99352112305731
"12","12","~Elevation ~ Tvar ~ Tvar ~ Tvar",NA,NA,NA,NA,-1.24026317662316,0.325183656193113,NA,NA,NA,NA,NA,NA,-0.178686904152396,0.396766078655571,NA,NA,NA,NA,-0.593626473932737,0.282231021341346,NA,NA,NA,NA,-0.096186473839299,0.302119722591559,NA,NA,NA,NA,-0.66714187342374,0.132193307633264,NA,NA,NA,NA,NA,NA,-0.0167588846747282,0.112994326618733,-5.05546781360436,4.74150934665129,-1.33233947674651,2.20668306765369,0,3228.34379258654,384.580648368211,8,60,785.161296736421,9.38844939056867,0.00130682609111217,NA,0.994827949148422
