"","model","formula","col(Biotic:Tmin)","SEcol(Biotic:Tmin)","col(Biotic)","SEcol(Biotic)","col(Int)","SEcol(Int)","col(Tmax)","SEcol(Tmax)","col(Tmin)","SEcol(Tmin)","col(Tvar)","SEcol(Tvar)","ext(Biotic:Tmin)","SEext(Biotic:Tmin)","ext(Biotic)","SEext(Biotic)","ext(Int)","SEext(Int)","ext(Tmax:Biotic)","SEext(Tmax:Biotic)","ext(Tmax)","SEext(Tmax)","ext(Tmin)","SEext(Tmin)","ext(Tvar:Biotic)","SEext(Tvar:Biotic)","ext(Tvar)","SEext(Tvar)","p(Biotic:Tmin)","SEp(Biotic:Tmin)","p(Biotic)","SEp(Biotic)","p(Int)","SEp(Int)","p(Tmax:Biotic)","SEp(Tmax:Biotic)","p(Tmax)","SEp(Tmax)","p(Tmin)","SEp(Tmin)","p(Tvar:Biotic)","SEp(Tvar:Biotic)","p(Tvar)","SEp(Tvar)","psi(Elevation)","SEpsi(Elevation)","psi(Int)","SEpsi(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"10","10","~1 ~ 1 ~ Tmax ~ Tmax",NA,NA,NA,NA,-1.7793133916996,0.633431507973448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.872563811071608,0.501514419680722,NA,NA,0.00217976777222291,0.594498738735079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43695628970648,0.183265951305812,NA,NA,-0.0521610370096899,0.162744922963173,NA,NA,NA,NA,NA,NA,NA,NA,0.758507378283261,0.656615634004054,0,28.1659415785193,233.919714724187,6,61,479.839429448375,5.47026724741136,0.00673899870079718,NA,0.867962962301617
"49","49","~1 ~ 1 ~ Tmax^2 ~ Tmax^2",NA,NA,NA,NA,-1.7793133916996,0.633431507973448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.872563811071608,0.501514419680722,NA,NA,0.00217976777222291,0.594498738735079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43695628970648,0.183265951305812,NA,NA,-0.0521610370096899,0.162744922963173,NA,NA,NA,NA,NA,NA,NA,NA,0.758507378283261,0.656615634004054,0,28.1659415785193,233.919714724187,6,61,479.839429448375,5.47026724741136,0.00673899870079718,NA,0.874701961002414
"14","14","~1 ~ Tvar ~ Tvar ~ Tvar",NA,NA,NA,NA,-1.82497645745678,0.648737446669593,NA,NA,NA,NA,0.641653920832631,0.655059579523224,NA,NA,NA,NA,-0.767020365158508,0.517147727509795,NA,NA,NA,NA,NA,NA,NA,NA,0.237236837621894,0.591480015031124,NA,NA,NA,NA,-1.4762201958998,0.184791056369047,NA,NA,NA,NA,NA,NA,NA,NA,-0.172723553205826,0.19095142253874,NA,NA,1.0087226974601,0.877929097813007,0,42.5088713587332,232.933236555629,7,61,479.866473111259,5.4973109102952,0.00664848840781084,NA,0.881350449410225
"53","53","~1 ~ Tvar^2 ~ Tvar^2 ~ Tvar^2",NA,NA,NA,NA,-1.82497645745678,0.648737446669593,NA,NA,NA,NA,0.641653920832631,0.655059579523224,NA,NA,NA,NA,-0.767020365158508,0.517147727509795,NA,NA,NA,NA,NA,NA,NA,NA,0.237236837621894,0.591480015031124,NA,NA,NA,NA,-1.4762201958998,0.184791056369047,NA,NA,NA,NA,NA,NA,NA,NA,-0.172723553205826,0.19095142253874,NA,NA,1.0087226974601,0.877929097813007,0,42.5088713587332,232.933236555629,7,61,479.866473111259,5.4973109102952,0.00664848840781084,NA,0.887998937818036
"18","18","~Elevation ~ Tvar ~ 1 ~ Tvar",NA,NA,NA,NA,-1.91946699232477,0.664195532108391,NA,NA,NA,NA,0.508293817809063,0.51373768845951,NA,NA,NA,NA,-0.873288819181148,0.490101989045967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4810905980873,0.186775992401156,NA,NA,NA,NA,NA,NA,NA,NA,-0.161767558925183,0.189976500360963,-0.349037234117173,1.06017496445002,0.758778971473363,0.841352429094573,0,59.4828484610775,232.960673027549,7,61,479.921346055098,5.55218385413485,0.00646855697116247,NA,0.894467494789198
"57","57","~Elevation^2 ~ Tvar^2 ~ 1 ~ Tvar^2",NA,NA,NA,NA,-1.91946699232477,0.664195532108391,NA,NA,NA,NA,0.508293817809063,0.51373768845951,NA,NA,NA,NA,-0.873288819181148,0.490101989045967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4810905980873,0.186775992401156,NA,NA,NA,NA,NA,NA,NA,NA,-0.161767558925183,0.189976500360963,-0.349037234117173,1.06017496445002,0.758778971473363,0.841352429094573,0,59.4828484610775,232.960673027549,7,61,479.921346055098,5.55218385413485,0.00646855697116247,NA,0.900936051760361
"26","26","~1 ~ 1 ~ Biotic + Tmin ~ Biotic + Tmin",NA,NA,NA,NA,-1.88074542834595,0.622521321864923,NA,NA,NA,NA,NA,NA,NA,NA,-0.185442630054793,0.483088531942286,-0.960840044193108,0.528736452393166,NA,NA,NA,NA,-0.751657039455114,0.783843455207685,NA,NA,NA,NA,NA,NA,-0.0906551718804321,0.186249730735726,-1.43521815696083,0.192440928618796,NA,NA,NA,NA,-0.327298992492696,0.241206318747222,NA,NA,NA,NA,NA,NA,0.704102077040791,0.662317090189274,0,40.3340232005038,232.096475419615,8,61,480.19295083923,5.82378863826705,0.00564714810613222,NA,0.906583199866493
"62","62","~1 ~ 1 ~ Biotic + Tmin^2 ~ Biotic + Tmin^2",NA,NA,NA,NA,-1.88074542834595,0.622521321864923,NA,NA,NA,NA,NA,NA,NA,NA,-0.185442630054793,0.483088531942286,-0.960840044193108,0.528736452393166,NA,NA,NA,NA,-0.751657039455114,0.783843455207685,NA,NA,NA,NA,NA,NA,-0.0906551718804321,0.186249730735726,-1.43521815696083,0.192440928618796,NA,NA,NA,NA,-0.327298992492696,0.241206318747222,NA,NA,NA,NA,NA,NA,0.704102077040791,0.662317090189274,0,40.3340232005038,232.096475419615,8,61,480.19295083923,5.82378863826705,0.00564714810613222,NA,0.912230347972625
"8","8","~1 ~ Tmax ~ Tmax ~ Tmax",NA,NA,NA,NA,-1.81185081102315,0.596577646536524,0.597454018418918,0.663079295304787,NA,NA,NA,NA,NA,NA,NA,NA,-0.784666229662666,0.489751830480953,NA,NA,0.287496920738158,0.605472364256221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.41603644046076,0.178394676227425,NA,NA,-0.0562065819510923,0.161596853322202,NA,NA,NA,NA,NA,NA,NA,NA,0.743090541711532,0.679031799504473,0,31.1988973853585,233.26602885612,7,61,480.53205771224,6.16289551127704,0.00476642820890497,NA,0.91699677618153
"47","47","~1 ~ Tmax^2 ~ Tmax^2 ~ Tmax^2",NA,NA,NA,NA,-1.81185081102315,0.596577646536524,0.597454018418918,0.663079295304787,NA,NA,NA,NA,NA,NA,NA,NA,-0.784666229662666,0.489751830480953,NA,NA,0.287496920738158,0.605472364256221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.41603644046076,0.178394676227425,NA,NA,-0.0562065819510923,0.161596853322202,NA,NA,NA,NA,NA,NA,NA,NA,0.743090541711532,0.679031799504473,0,31.1988973853585,233.26602885612,7,61,480.53205771224,6.16289551127704,0.00476642820890497,NA,0.921763204390435
"24","24","~Elevation ~ 1 ~ Biotic ~ Biotic",NA,NA,NA,NA,-2.18051413692909,1.01888812173263,NA,NA,NA,NA,NA,NA,NA,NA,-0.439771316397296,0.531581174024134,-1.22110917487756,0.67516557349914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21230287378741,0.192801072405967,-1.54209618791887,0.216181981361901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.530397344792229,0.960383554915063,0.712044395699234,0.737247062836615,0,77.5289252943962,233.269832646313,7,61,480.539665292625,6.17050309166166,0.00474833215464749,NA,0.926511536545083
"60","60","~Elevation^2 ~ 1 ~ Biotic ~ Biotic",NA,NA,NA,NA,-2.18051413692909,1.01888812173263,NA,NA,NA,NA,NA,NA,NA,NA,-0.439771316397296,0.531581174024134,-1.22110917487756,0.67516557349914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21230287378741,0.192801072405967,-1.54209618791887,0.216181981361901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.530397344792229,0.960383554915063,0.712044395699234,0.737247062836615,0,77.5289252943962,233.269832646313,7,61,480.539665292625,6.17050309166166,0.00474833215464749,NA,0.93125986869973
"12","12","~Elevation ~ Tmax ~ 1 ~ Tmax",NA,NA,NA,NA,-1.90670961066647,0.636576300654072,0.470235342866847,0.490334596976496,NA,NA,NA,NA,NA,NA,NA,NA,-0.850094318852006,0.492176680693582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43266935297934,0.181230694520503,NA,NA,-0.0510461964344744,0.162191238279247,NA,NA,NA,NA,NA,NA,-0.154486919898209,0.914625368514765,0.662410813481566,0.746719123470498,0,49.521059570353,233.354161608838,7,61,480.708323217676,6.3391610167123,0.00436432906042361,NA,0.935624197760154
"51","51","~Elevation^2 ~ Tmax^2 ~ 1 ~ Tmax^2",NA,NA,NA,NA,-1.90670961066647,0.636576300654072,0.470235342866847,0.490334596976496,NA,NA,NA,NA,NA,NA,NA,NA,-0.850094318852006,0.492176680693582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43266935297934,0.181230694520503,NA,NA,-0.0510461964344744,0.162191238279247,NA,NA,NA,NA,NA,NA,-0.154486919898209,0.914625368514765,0.662410813481566,0.746719123470498,0,49.521059570353,233.354161608838,7,61,480.708323217676,6.3391610167123,0.00436432906042361,NA,0.939988526820578
"19","19","~Elevation ~ 1 ~ Tvar ~ Tvar",NA,NA,NA,NA,-1.99300959344528,0.745523213313193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.00903904148637,0.526193941294035,NA,NA,NA,NA,NA,NA,NA,NA,-0.0780008069379549,0.480578333663217,NA,NA,NA,NA,-1.49732189395331,0.184210485049694,NA,NA,NA,NA,NA,NA,NA,NA,-0.18704049647317,0.180468080980486,-0.379965895338489,0.935724895524954,0.749281975100617,0.772235224157703,0,47.5245701557861,233.36447914792,7,61,480.72895829584,6.35979609487651,0.00431953142286136,NA,0.944308058243439
"58","58","~Elevation^2 ~ 1 ~ Tvar^2 ~ Tvar^2",NA,NA,NA,NA,-1.99300959344528,0.745523213313193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.00903904148637,0.526193941294035,NA,NA,NA,NA,NA,NA,NA,NA,-0.0780008069379549,0.480578333663217,NA,NA,NA,NA,-1.49732189395331,0.184210485049694,NA,NA,NA,NA,NA,NA,NA,NA,-0.18704049647317,0.180468080980486,-0.379965895338489,0.935724895524954,0.749281975100617,0.772235224157703,0,47.5245701557861,233.36447914792,7,61,480.72895829584,6.35979609487651,0.00431953142286136,NA,0.9486275896663
"27","27","~Elevation ~ 1 ~ Biotic + Tmin ~ Biotic + Tmin",NA,NA,NA,NA,-1.85197112160229,0.544074440318798,NA,NA,NA,NA,NA,NA,NA,NA,-0.0882402261293523,0.458769962373639,-0.880506803120086,0.494259977947817,NA,NA,NA,NA,-0.992561277992448,0.727373711081835,NA,NA,NA,NA,NA,NA,-0.0844516497622382,0.172169065672085,-1.42390666721324,0.17404048375911,NA,NA,NA,NA,-0.415738755216635,0.218436428319038,NA,NA,NA,NA,-0.998237478304769,0.895138069785108,0.307549457124387,0.641166933432327,0,39.9017997406461,231.386750731491,9,61,480.773501462981,6.40433926201763,0.00422439200314265,NA,0.952851981669443
"63","63","~Elevation^2 ~ 1 ~ Biotic + Tmin^2 ~ Biotic + Tmin^2",NA,NA,NA,NA,-1.85197112160229,0.544074440318798,NA,NA,NA,NA,NA,NA,NA,NA,-0.0882402261293523,0.458769962373639,-0.880506803120086,0.494259977947817,NA,NA,NA,NA,-0.992561277992448,0.727373711081835,NA,NA,NA,NA,NA,NA,-0.0844516497622382,0.172169065672085,-1.42390666721324,0.17404048375911,NA,NA,NA,NA,-0.415738755216635,0.218436428319038,NA,NA,NA,NA,-0.998237478304769,0.895138069785108,0.307549457124387,0.641166933432327,0,39.9017997406461,231.386750731491,9,61,480.773501462981,6.40433926201763,0.00422439200314265,NA,0.957076373672586
"28","28","~1 ~ Biotic * Tmin ~ Biotic * Tmin ~ Biotic * Tmin",0.557369773606648,0.692645882544054,2.05919047462862,1.49419998553458,-3.11619165647758,1.73754568904606,NA,NA,-1.50272343371993,1.2032007729222,NA,NA,0.74475631061771,0.50725513668437,0.102743912781257,0.495153078051794,-1.14604307976803,0.542066632167423,NA,NA,NA,NA,-0.827886464378943,0.676499023825508,NA,NA,NA,NA,0.0428945032816524,0.215248248242228,-0.0516578041794689,0.180422334962547,-1.43871976197318,0.193643771491847,NA,NA,NA,NA,-0.347538437181667,0.233682846990749,NA,NA,NA,NA,NA,NA,0.653501708582738,0.582113422523524,0,340.610358389604,227.725699898686,13,61,481.451399797371,7.08223759640805,0.00300995816103874,NA,0.960086331833624
"64","64","~1 ~ Biotic * Tmin^2 ~ Biotic * Tmin^2 ~ Biotic * Tmin^2",0.557369773606648,0.692645882544054,2.05919047462862,1.49419998553458,-3.11619165647758,1.73754568904606,NA,NA,-1.50272343371993,1.2032007729222,NA,NA,0.74475631061771,0.50725513668437,0.102743912781257,0.495153078051794,-1.14604307976803,0.542066632167423,NA,NA,NA,NA,-0.827886464378943,0.676499023825508,NA,NA,NA,NA,0.0428945032816524,0.215248248242228,-0.0516578041794689,0.180422334962547,-1.43871976197318,0.193643771491847,NA,NA,NA,NA,-0.347538437181667,0.233682846990749,NA,NA,NA,NA,NA,NA,0.653501708582738,0.582113422523524,0,340.610358389604,227.725699898686,13,61,481.451399797371,7.08223759640805,0.00300995816103874,NA,0.963096289994663
"13","13","~Elevation ~ 1 ~ Tmax ~ Tmax",NA,NA,NA,NA,-1.83032719947233,0.679246498862578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.90224571229078,0.51449195951067,NA,NA,-0.051593024403696,0.610607781565763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44816600057394,0.188117474408597,NA,NA,-0.0593225566855885,0.162769840147287,NA,NA,NA,NA,NA,NA,-0.34915767075596,0.95005615948065,0.623263018451972,0.730527929525958,0,51.8915633485565,233.850486710566,7,61,481.700973421133,7.33181122016924,0.00265684510146522,NA,0.965753135096128
"52","52","~Elevation^2 ~ 1 ~ Tmax^2 ~ Tmax^2",NA,NA,NA,NA,-1.83032719947233,0.679246498862578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.90224571229078,0.51449195951067,NA,NA,-0.051593024403696,0.610607781565763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44816600057394,0.188117474408597,NA,NA,-0.0593225566855885,0.162769840147287,NA,NA,NA,NA,NA,NA,-0.34915767075596,0.95005615948065,0.623263018451972,0.730527929525958,0,51.8915633485565,233.850486710566,7,61,481.700973421133,7.33181122016924,0.00265684510146522,NA,0.968409980197594
"17","17","~Elevation ~ Tvar ~ Tvar ~ Tvar",NA,NA,NA,NA,-1.85650002844083,0.681537089345767,NA,NA,NA,NA,0.600893547729912,0.632093584687179,NA,NA,NA,NA,-0.798846682593324,0.546149905903324,NA,NA,NA,NA,NA,NA,NA,NA,0.185529995155818,0.618394334250322,NA,NA,NA,NA,-1.47831958636266,0.186005406924151,NA,NA,NA,NA,NA,NA,NA,NA,-0.169635953642087,0.191640328322197,-0.259852007737337,1.23954562097867,0.860203621467473,1.02708636722708,0,98.3637412240655,232.913238523848,8,61,481.826477047696,7.45731484673206,0.00249524657884114,NA,0.970905226776435
"56","56","~Elevation^2 ~ Tvar^2 ~ Tvar^2 ~ Tvar^2",NA,NA,NA,NA,-1.85650002844083,0.681537089345767,NA,NA,NA,NA,0.600893547729912,0.632093584687179,NA,NA,NA,NA,-0.798846682593324,0.546149905903324,NA,NA,NA,NA,NA,NA,NA,NA,0.185529995155818,0.618394334250322,NA,NA,NA,NA,-1.47831958636266,0.186005406924151,NA,NA,NA,NA,NA,NA,NA,NA,-0.169635953642087,0.191640328322197,-0.259852007737337,1.23954562097867,0.860203621467473,1.02708636722708,0,98.3637412240655,232.913238523848,8,61,481.826477047696,7.45731484673206,0.00249524657884114,NA,0.973400473355276
"39","39","~1 ~ 1 ~ Tvar + Biotic ~ Tvar + Biotic",NA,NA,NA,NA,-2.18842663099707,0.881317369758422,NA,NA,NA,NA,NA,NA,NA,NA,-0.389955451646886,0.502575050404978,-1.19885944420698,0.587055187799094,NA,NA,NA,NA,NA,NA,NA,NA,-0.014114399983132,0.483462274893074,NA,NA,-0.153173102921797,0.178030540301545,-1.54045374418613,0.19140355155586,NA,NA,NA,NA,NA,NA,NA,NA,-0.167956678592774,0.178408782160225,NA,NA,0.991203662099577,0.744665611172902,0,56.658399959235,232.976880817458,8,61,481.953761634915,7.58459943395195,0.00234139114681261,NA,0.975741864502088
"75","75","~1 ~ 1 ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic",NA,NA,NA,NA,-2.18842663099707,0.881317369758422,NA,NA,NA,NA,NA,NA,NA,NA,-0.389955451646886,0.502575050404978,-1.19885944420698,0.587055187799094,NA,NA,NA,NA,NA,NA,NA,NA,-0.014114399983132,0.483462274893074,NA,NA,-0.153173102921797,0.178030540301545,-1.54045374418613,0.19140355155586,NA,NA,NA,NA,NA,NA,NA,NA,-0.167956678592774,0.178408782160225,NA,NA,0.991203662099577,0.744665611172902,0,56.658399959235,232.976880817458,8,61,481.953761634915,7.58459943395195,0.00234139114681261,NA,0.978083255648901
"29","29","~1 ~ 1 ~ Biotic * Tmin ~ Biotic * Tmin",NA,NA,NA,NA,-1.81913028852213,0.556490838898267,NA,NA,NA,NA,NA,NA,0.841918424859068,0.551324208069793,-0.167417501515862,0.487450364533576,-1.05511902464494,0.538474287965063,NA,NA,NA,NA,-0.922100185944937,0.658582272207564,NA,NA,NA,NA,0.0967209397868177,0.20586510434065,-0.0906997241210252,0.179642357370626,-1.44134000783702,0.18368604559451,NA,NA,NA,NA,-0.348677578779523,0.218566074289958,NA,NA,NA,NA,NA,NA,0.696108081151488,0.603658344708942,0,31.4608183523472,231.036340259012,10,61,482.072680518023,7.7035183170596,0.00220623141606631,NA,0.980289487064967
"65","65","~1 ~ 1 ~ Biotic * Tmin^2 ~ Biotic * Tmin^2",NA,NA,NA,NA,-1.81913028852213,0.556490838898267,NA,NA,NA,NA,NA,NA,0.841918424859068,0.551324208069793,-0.167417501515862,0.487450364533576,-1.05511902464494,0.538474287965063,NA,NA,NA,NA,-0.922100185944937,0.658582272207564,NA,NA,NA,NA,0.0967209397868177,0.20586510434065,-0.0906997241210252,0.179642357370626,-1.44134000783702,0.18368604559451,NA,NA,NA,NA,-0.348677578779523,0.218566074289958,NA,NA,NA,NA,NA,NA,0.696108081151488,0.603658344708942,0,31.4608183523472,231.036340259012,10,61,482.072680518023,7.7035183170596,0.00220623141606631,NA,0.982495718481034
"11","11","~Elevation ~ Tmax ~ Tmax ~ Tmax",NA,NA,NA,NA,-1.81213389532228,0.605972048555826,0.596804905003982,0.709026278551111,NA,NA,NA,NA,NA,NA,NA,NA,-0.784893003624721,0.502530718669288,NA,NA,0.28667120489596,0.652515906021674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.41611586640588,0.179175535265451,NA,NA,-0.0562299044758143,0.16158726159594,NA,NA,NA,NA,NA,NA,-0.0031757192329057,1.0289613444678,0.741475474069846,0.864207219415577,0,83.2141542594103,233.266024097022,8,61,482.532048194043,8.16288599307984,0.00175347929083674,NA,0.98424919777187
"50","50","~Elevation^2 ~ Tmax^2 ~ Tmax^2 ~ Tmax^2",NA,NA,NA,NA,-1.81213389532228,0.605972048555826,0.596804905003982,0.709026278551111,NA,NA,NA,NA,NA,NA,NA,NA,-0.784893003624721,0.502530718669288,NA,NA,0.28667120489596,0.652515906021674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.41611586640588,0.179175535265451,NA,NA,-0.0562299044758143,0.16158726159594,NA,NA,NA,NA,NA,NA,-0.0031757192329057,1.0289613444678,0.741475474069846,0.864207219415577,0,83.2141542594103,233.266024097022,8,61,482.532048194043,8.16288599307984,0.00175347929083674,NA,0.986002677062707
"33","33","~1 ~ 1 ~ Tmax + Biotic ~ Tmax + Biotic",NA,NA,NA,NA,-2.08384471163409,0.827339377068657,NA,NA,NA,NA,NA,NA,NA,NA,-0.409190369781758,0.506460613067498,-1.15799645784812,0.605352798561274,NA,NA,0.0105352130919013,0.533549796082202,NA,NA,NA,NA,NA,NA,NA,NA,-0.1832871478604,0.177762551500955,-1.50769719683237,0.191988728000704,NA,NA,-0.0722033845607381,0.157165699718958,NA,NA,NA,NA,NA,NA,NA,NA,0.910417244016364,0.708020288595261,0,50.7264406235794,233.33105996626,8,61,482.662119932519,8.29295773155593,0.00164306945444281,NA,0.98764574651715
"69","69","~1 ~ 1 ~ Tmax^2 + Biotic ~ Tmax^2 + Biotic",NA,NA,NA,NA,-2.08384471163409,0.827339377068657,NA,NA,NA,NA,NA,NA,NA,NA,-0.409190369781758,0.506460613067498,-1.15799645784812,0.605352798561274,NA,NA,0.0105352130919013,0.533549796082202,NA,NA,NA,NA,NA,NA,NA,NA,-0.1832871478604,0.177762551500955,-1.50769719683237,0.191988728000704,NA,NA,-0.0722033845607381,0.157165699718958,NA,NA,NA,NA,NA,NA,NA,NA,0.910417244016364,0.708020288595261,0,50.7264406235794,233.33105996626,8,61,482.662119932519,8.29295773155593,0.00164306945444281,NA,0.989288815971593
"30","30","~Elevation ~ 1 ~ Biotic * Tmin ~ Biotic * Tmin",NA,NA,NA,NA,-1.77465185427018,0.517273125256113,NA,NA,NA,NA,NA,NA,0.780374042590764,0.528518202310981,-0.0644666115718118,0.480891530753142,-0.954970906717637,0.516068332453215,NA,NA,NA,NA,-1.04833371108096,0.681065193612051,NA,NA,NA,NA,0.0445722804878988,0.209795911767692,-0.0637773539417242,0.179607181673427,-1.41272220631466,0.177637539682223,NA,NA,NA,NA,-0.434652491070124,0.226201898186184,NA,NA,NA,NA,-0.872393192376203,0.905369961592692,0.323723184107559,0.637051366312651,0,46.9892311573176,230.590861838913,11,61,483.181723677826,8.81256147686207,0.00126714233911452,NA,0.990555958310707
"66","66","~Elevation^2 ~ 1 ~ Biotic * Tmin^2 ~ Biotic * Tmin^2",NA,NA,NA,NA,-1.77465185427018,0.517273125256113,NA,NA,NA,NA,NA,NA,0.780374042590764,0.528518202310981,-0.0644666115718118,0.480891530753142,-0.954970906717637,0.516068332453215,NA,NA,NA,NA,-1.04833371108096,0.681065193612051,NA,NA,NA,NA,0.0445722804878988,0.209795911767692,-0.0637773539417242,0.179607181673427,-1.41272220631466,0.177637539682223,NA,NA,NA,NA,-0.434652491070124,0.226201898186184,NA,NA,NA,NA,-0.872393192376203,0.905369961592692,0.323723184107559,0.637051366312651,0,46.9892311573176,230.590861838913,11,61,483.181723677826,8.81256147686207,0.00126714233911452,NA,0.991823100649822
"40","40","~Elevation ~ 1 ~ Tvar + Biotic ~ Tvar + Biotic",NA,NA,NA,NA,-2.43514648552921,1.27995987429882,NA,NA,NA,NA,NA,NA,NA,NA,-0.435303655548085,0.513332701823137,-1.31723346526396,0.656347591948621,NA,NA,NA,NA,NA,NA,NA,NA,-0.048629951657988,0.506013561729499,NA,NA,-0.184750287128537,0.181826141505904,-1.57790390082322,0.213333069757448,NA,NA,NA,NA,NA,NA,NA,NA,-0.168152950971283,0.17524013020578,-0.593992277197434,0.977792139560692,0.832431660888149,0.790277161961795,0,120.338520962809,232.777742416258,9,61,483.555484832516,9.18632263155303,0.00105114879977193,NA,0.992874249449594
"76","76","~Elevation^2 ~ 1 ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic",NA,NA,NA,NA,-2.43514648552921,1.27995987429882,NA,NA,NA,NA,NA,NA,NA,NA,-0.435303655548085,0.513332701823137,-1.31723346526396,0.656347591948621,NA,NA,NA,NA,NA,NA,NA,NA,-0.048629951657988,0.506013561729499,NA,NA,-0.184750287128537,0.181826141505904,-1.57790390082322,0.213333069757448,NA,NA,NA,NA,NA,NA,NA,NA,-0.168152950971283,0.17524013020578,-0.593992277197434,0.977792139560692,0.832431660888149,0.790277161961795,0,120.338520962809,232.777742416258,9,61,483.555484832516,9.18632263155303,0.00105114879977193,NA,0.993925398249366
"37","37","~1 ~ 1 ~ Tvar * Biotic ~ Tvar * Biotic",NA,NA,NA,NA,-2.26249786479383,0.870861794073791,NA,NA,NA,NA,NA,NA,NA,NA,-0.415106442262721,0.505069102397247,-1.11184005275137,0.550164012273914,NA,NA,NA,NA,NA,NA,-0.890117976999546,0.717366532383406,0.120997880476276,0.644799565550603,NA,NA,-0.105149148034454,0.197349149741551,-1.55391494135672,0.190171522205094,NA,NA,NA,NA,NA,NA,0.0183514956882966,0.222861100712533,-0.191797130336437,0.206586319208246,NA,NA,1.05072871938836,0.781248876232304,0,54.3034152722614,231.98767440847,10,61,483.97534881694,9.60618661597607,0.000852102604908844,NA,0.994777500854274
"73","73","~1 ~ 1 ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic",NA,NA,NA,NA,-2.26249786479383,0.870861794073791,NA,NA,NA,NA,NA,NA,NA,NA,-0.415106442262721,0.505069102397247,-1.11184005275137,0.550164012273914,NA,NA,NA,NA,NA,NA,-0.890117976999546,0.717366532383406,0.120997880476276,0.644799565550603,NA,NA,-0.105149148034454,0.197349149741551,-1.55391494135672,0.190171522205094,NA,NA,NA,NA,NA,NA,0.0183514956882966,0.222861100712533,-0.191797130336437,0.206586319208246,NA,NA,1.05072871938836,0.781248876232304,0,54.3034152722614,231.98767440847,10,61,483.97534881694,9.60618661597607,0.000852102604908844,NA,0.995629603459183
"34","34","~Elevation ~ 1 ~ Tmax + Biotic ~ Tmax + Biotic",NA,NA,NA,NA,-2.30041324587024,1.11961407907212,NA,NA,NA,NA,NA,NA,NA,NA,-0.457555564230462,0.521751592939534,-1.26559464012674,0.666807269150335,NA,NA,-0.0199233255582877,0.524022885132795,NA,NA,NA,NA,NA,NA,NA,NA,-0.21413023452142,0.18107275283511,-1.54395402413367,0.209081946022188,NA,NA,-0.0821928467811823,0.15285147610329,NA,NA,NA,NA,NA,NA,-0.59423393397406,0.968650763765981,0.759972939135756,0.760341450506122,0,95.0750685837527,233.128023717909,9,61,484.256047435817,9.88688523485388,0.000740523699880646,NA,0.996370127159064
"70","70","~Elevation^2 ~ 1 ~ Tmax^2 + Biotic ~ Tmax^2 + Biotic",NA,NA,NA,NA,-2.30041324587024,1.11961407907212,NA,NA,NA,NA,NA,NA,NA,NA,-0.457555564230462,0.521751592939534,-1.26559464012674,0.666807269150335,NA,NA,-0.0199233255582877,0.524022885132795,NA,NA,NA,NA,NA,NA,NA,NA,-0.21413023452142,0.18107275283511,-1.54395402413367,0.209081946022188,NA,NA,-0.0821928467811823,0.15285147610329,NA,NA,NA,NA,NA,NA,-0.59423393397406,0.968650763765981,0.759972939135756,0.760341450506122,0,95.0750685837527,233.128023717909,9,61,484.256047435817,9.88688523485388,0.000740523699880646,NA,0.997110650858945
