"","model","formula","col(Biotic)","SEcol(Biotic)","col(Int)","SEcol(Int)","col(Tmin)","SEcol(Tmin)","col(Tvar:Biotic)","SEcol(Tvar:Biotic)","col(Tvar)","SEcol(Tvar)","ext(Biotic:Tmin)","SEext(Biotic:Tmin)","ext(Biotic)","SEext(Biotic)","ext(Int)","SEext(Int)","ext(Tmax:Biotic)","SEext(Tmax:Biotic)","ext(Tmax)","SEext(Tmax)","ext(Tmin)","SEext(Tmin)","ext(Tvar:Biotic)","SEext(Tvar:Biotic)","ext(Tvar)","SEext(Tvar)","p(Biotic:Tmin)","SEp(Biotic:Tmin)","p(Biotic)","SEp(Biotic)","p(Int)","SEp(Int)","p(Tmax:Biotic)","SEp(Tmax:Biotic)","p(Tmax)","SEp(Tmax)","p(Tmin)","SEp(Tmin)","p(Tvar:Biotic)","SEp(Tvar:Biotic)","p(Tvar)","SEp(Tvar)","psi(Elevation)","SEpsi(Elevation)","psi(Int)","SEpsi(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"64","64","~1 ~ 1 ~ Biotic * Tmin^2 ~ Biotic * Tmin^2",NA,NA,0.554533427981184,0.838609801934897,NA,NA,NA,NA,NA,NA,0.673112837327441,0.942432244066902,-0.146901946513331,0.643567574935084,-1.22113914190656,0.612078774128637,NA,NA,NA,NA,-0.66076932035245,0.792239302829757,NA,NA,NA,NA,-0.0221465655246192,0.202465408604532,0.102409655873088,0.151974023317696,-1.04885307433937,0.165945157480641,NA,NA,NA,NA,-0.432449833937274,0.169964416365088,NA,NA,NA,NA,NA,NA,0.068769657704281,0.520037746820167,0,66.336755121001,228.832045697816,10,60,477.664091395633,6.6995351372687,0.00404425346418827,NA,0.938176435809429
"10","10","~1 ~ Tvar ~ Tvar ~ Tvar",NA,NA,-0.525383812229399,1.21017924311318,NA,NA,NA,NA,-2.45130341553772,3.3805232018655,NA,NA,NA,NA,-1.82012719825551,0.832739039834165,NA,NA,NA,NA,NA,NA,NA,NA,-0.132716371518025,1.10298715248358,NA,NA,NA,NA,-1.15492995252464,0.175432725220055,NA,NA,NA,NA,NA,NA,NA,NA,0.202849099562043,0.194791072362012,NA,NA,0.128944171209597,0.542824810543184,0,655.093519791595,231.84870128832,7,60,477.69740257664,6.73284631827585,0.00397745188871018,NA,0.942153887698139
"49","49","~1 ~ Tvar^2 ~ Tvar^2 ~ Tvar^2",NA,NA,-0.525383812229399,1.21017924311318,NA,NA,NA,NA,-2.45130341553772,3.3805232018655,NA,NA,NA,NA,-1.82012719825551,0.832739039834165,NA,NA,NA,NA,NA,NA,NA,NA,-0.132716371518025,1.10298715248358,NA,NA,NA,NA,-1.15492995252464,0.175432725220055,NA,NA,NA,NA,NA,NA,NA,NA,0.202849099562043,0.194791072362012,NA,NA,0.128944171209597,0.542824810543184,0,655.093519791595,231.84870128832,7,60,477.69740257664,6.73284631827585,0.00397745188871018,NA,0.946131339586849
"14","14","~Elevation ~ Tvar ~ 1 ~ Tvar",NA,NA,-0.537040744572657,1.26563832850617,NA,NA,NA,NA,-2.33326652329214,2.99661343433182,NA,NA,NA,NA,-1.80902619259189,0.833982461659566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15329221906603,0.174552709341005,NA,NA,NA,NA,NA,NA,NA,NA,0.201924060265974,0.19406351779375,-0.0263467843461057,0.531566329234388,0.141298926043769,0.573893612902651,0,516.076707389018,231.855168640467,7,60,477.710337280935,6.7457810225705,0.00395181130939624,NA,0.950083150896245
"53","53","~Elevation^2 ~ Tvar^2 ~ 1 ~ Tvar^2",NA,NA,-0.537040744572657,1.26563832850617,NA,NA,NA,NA,-2.33326652329214,2.99661343433182,NA,NA,NA,NA,-1.80902619259189,0.833982461659566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15329221906603,0.174552709341005,NA,NA,NA,NA,NA,NA,NA,NA,0.201924060265974,0.19406351779375,-0.0263467843461057,0.531566329234388,0.141298926043769,0.573893612902651,0,516.076707389018,231.855168640467,7,60,477.710337280935,6.7457810225705,0.00395181130939624,NA,0.954034962205641
"8","8","~1 ~ 1 ~ Tmax ~ Tmax",NA,NA,0.291966469185432,0.751702499140763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12660837718066,0.670169454607513,NA,NA,-0.139456443723246,0.682896104763725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04375063685965,0.188821589029554,NA,NA,-0.10412081895995,0.219045610772624,NA,NA,NA,NA,NA,NA,NA,NA,0.0173765593167215,0.532958000954,0,49.8530903907397,232.953164970077,6,60,477.906329940154,6.94177368179004,0.00358291854219153,NA,0.957617880747833
"47","47","~1 ~ 1 ~ Tmax^2 ~ Tmax^2",NA,NA,0.291966469185432,0.751702499140763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12660837718066,0.670169454607513,NA,NA,-0.139456443723246,0.682896104763725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04375063685965,0.188821589029554,NA,NA,-0.10412081895995,0.219045610772624,NA,NA,NA,NA,NA,NA,NA,NA,0.0173765593167215,0.532958000954,0,49.8530903907397,232.953164970077,6,60,477.906329940154,6.94177368179004,0.00358291854219153,NA,0.961200799290024
"15","15","~Elevation ~ 1 ~ Tvar ~ Tvar",NA,NA,0.266163706163043,0.806660194263911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.27166236160875,0.637611982508713,NA,NA,NA,NA,NA,NA,NA,NA,0.434547851167225,0.762824017937289,NA,NA,NA,NA,-1.08264386917573,0.170230922424079,NA,NA,NA,NA,NA,NA,NA,NA,0.236658933741207,0.204303690678857,0.0943732185768578,0.538070968729792,0.121910003007942,0.586762645716366,0,43.4060446688305,232.267203730863,7,60,478.534407461725,7.56985120336105,0.00261728872128327,NA,0.963818088011308
"54","54","~Elevation^2 ~ 1 ~ Tvar^2 ~ Tvar^2",NA,NA,0.266163706163043,0.806660194263911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.27166236160875,0.637611982508713,NA,NA,NA,NA,NA,NA,NA,NA,0.434547851167225,0.762824017937289,NA,NA,NA,NA,-1.08264386917573,0.170230922424079,NA,NA,NA,NA,NA,NA,NA,NA,0.236658933741207,0.204303690678857,0.0943732185768578,0.538070968729792,0.121910003007942,0.586762645716366,0,43.4060446688305,232.267203730863,7,60,478.534407461725,7.56985120336105,0.00261728872128327,NA,0.966435376732591
"16","16","~1 ~ Biotic ~ Biotic ~ Biotic",0.702579109982573,1.16552844281492,0.193822457513103,0.830210061870699,NA,NA,NA,NA,NA,NA,NA,NA,0.206458399103721,0.815595272295432,-1.22208341614982,0.673655310447005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0863233131707999,0.157040530102654,-1.09200421151827,0.173654266509518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.170119689703062,0.572825430352742,0,107.134699129007,232.566362207855,7,60,479.13272441571,8.16816815734592,0.00194056751880182,NA,0.968375944251393
"20","20","~Elevation ~ Biotic ~ 1 ~ Biotic",0.502736931454861,0.874935175560286,0.159770589877036,0.792871113052641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.25700936807809,0.676335301340847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0743792656237894,0.149768264544469,-1.09111202536804,0.174038095980566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0408313779422397,0.554696317822528,0.134036755017022,0.59735254133996,0,50.5453627938764,232.595170949436,7,60,479.190341898873,8.22578564050866,0.00188545981375291,NA,0.970261404065146
"56","56","~Elevation^2 ~ Biotic ~ 1 ~ Biotic",0.502736931454861,0.874935175560286,0.159770589877036,0.792871113052641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.25700936807809,0.676335301340847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0743792656237894,0.149768264544469,-1.09111202536804,0.174038095980566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0408313779422397,0.554696317822528,0.134036755017022,0.59735254133996,0,50.5453627938764,232.595170949436,7,60,479.190341898873,8.22578564050866,0.00188545981375291,NA,0.972146863878899
"25","25","~Elevation ~ Biotic + Tmin ~ Biotic + Tmin ~ Biotic + Tmin",1.96897021207515,2.17589637540268,1.4117634934886,1.74265079612675,-0.780927298818246,1.30371239131928,NA,NA,NA,NA,NA,NA,0.283102922921116,0.731021039220919,-1.17480651429105,0.555903645645596,NA,NA,NA,NA,-0.311576492055621,0.606861682032249,NA,NA,NA,NA,NA,NA,0.0750007079179737,0.148119039338819,-1.06560945662238,0.157422703561438,NA,NA,NA,NA,-0.461743570465447,0.167850853975499,NA,NA,NA,NA,0.126386047780156,0.526295357583995,0.131161032755175,0.579726114961789,0,451.754840748823,228.650729521944,11,60,479.301459043888,8.33690278552439,0.00178356318312957,NA,0.973930427062028
"61","61","~Elevation^2 ~ Biotic + Tmin^2 ~ Biotic + Tmin^2 ~ Biotic + Tmin^2",1.96897021207515,2.17589637540268,1.4117634934886,1.74265079612675,-0.780927298818246,1.30371239131928,NA,NA,NA,NA,NA,NA,0.283102922921116,0.731021039220919,-1.17480651429105,0.555903645645596,NA,NA,NA,NA,-0.311576492055621,0.606861682032249,NA,NA,NA,NA,NA,NA,0.0750007079179737,0.148119039338819,-1.06560945662238,0.157422703561438,NA,NA,NA,NA,-0.461743570465447,0.167850853975499,NA,NA,NA,NA,0.126386047780156,0.526295357583995,0.131161032755175,0.579726114961789,0,451.754840748823,228.650729521944,11,60,479.301459043888,8.33690278552439,0.00178356318312957,NA,0.975713990245158
"29","29","~Elevation ~ 1 ~ Biotic * Tmin ~ Biotic * Tmin",NA,NA,0.604527115106473,0.861034825460929,NA,NA,NA,NA,NA,NA,0.678224704765631,0.945412541910161,-0.145226492688921,0.639575967213326,-1.19564773379114,0.607292157941349,NA,NA,NA,NA,-0.666955136322234,0.798108211856922,NA,NA,NA,NA,-0.0205907727402775,0.202234518691326,0.103622695077018,0.151575344027099,-1.04968461660346,0.165868690486559,NA,NA,NA,NA,-0.434525264486786,0.169977224287299,NA,NA,NA,NA,0.213483549043033,0.507856863363384,0.0140829313410812,0.537804652058269,0,67.6989834172055,228.742493464286,11,60,479.484986928571,8.5204306702073,0.00162718122712969,NA,0.977341171472287
"65","65","~Elevation^2 ~ 1 ~ Biotic * Tmin^2 ~ Biotic * Tmin^2",NA,NA,0.604527115106473,0.861034825460929,NA,NA,NA,NA,NA,NA,0.678224704765631,0.945412541910161,-0.145226492688921,0.639575967213326,-1.19564773379114,0.607292157941349,NA,NA,NA,NA,-0.666955136322234,0.798108211856922,NA,NA,NA,NA,-0.0205907727402775,0.202234518691326,0.103622695077018,0.151575344027099,-1.04968461660346,0.165868690486559,NA,NA,NA,NA,-0.434525264486786,0.169977224287299,NA,NA,NA,NA,0.213483549043033,0.507856863363384,0.0140829313410812,0.537804652058269,0,67.6989834172055,228.742493464286,11,60,479.484986928571,8.5204306702073,0.00162718122712969,NA,0.978968352699417
"21","21","~Elevation ~ 1 ~ Biotic ~ Biotic",NA,NA,0.197713439612865,0.772026459146933,NA,NA,NA,NA,NA,NA,NA,NA,-0.14059143794182,0.61970711272473,-1.29810547603011,0.686127488998196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0878029925502935,0.158520246444804,-1.10022490309186,0.173689532072442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124724529265657,0.535506274999329,0.0766489424485141,0.571940374887418,0,50.579138631995,232.754559885271,7,60,479.509119770542,8.544563512178,0.00160766495598994,NA,0.980576017655407
"57","57","~Elevation^2 ~ 1 ~ Biotic ~ Biotic",NA,NA,0.197713439612865,0.772026459146933,NA,NA,NA,NA,NA,NA,NA,NA,-0.14059143794182,0.61970711272473,-1.29810547603011,0.686127488998196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0878029925502935,0.158520246444804,-1.10022490309186,0.173689532072442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124724529265657,0.535506274999329,0.0766489424485141,0.571940374887418,0,50.579138631995,232.754559885271,7,60,479.509119770542,8.544563512178,0.00160766495598994,NA,0.982183682611397
"13","13","~Elevation ~ Tvar ~ Tvar ~ Tvar",NA,NA,-0.546695698659891,1.27650127266006,NA,NA,NA,NA,-2.46395370307564,3.35924372406547,NA,NA,NA,NA,-1.82917626774882,0.853426826451674,NA,NA,NA,NA,NA,NA,NA,NA,-0.133761463335,1.10771894335045,NA,NA,NA,NA,-1.15508490778797,0.174804934093794,NA,NA,NA,NA,NA,NA,NA,NA,0.202700597518623,0.194528737022643,-0.0265313697916148,0.530098761063645,0.137826275504688,0.57246949319511,0,650.530236859004,231.847442355497,8,60,479.694884710994,8.73032845263037,0.00146506603731364,NA,0.983648748648711
"52","52","~Elevation^2 ~ Tvar^2 ~ Tvar^2 ~ Tvar^2",NA,NA,-0.546695698659891,1.27650127266006,NA,NA,NA,NA,-2.46395370307564,3.35924372406547,NA,NA,NA,NA,-1.82917626774882,0.853426826451674,NA,NA,NA,NA,NA,NA,NA,NA,-0.133761463335,1.10771894335045,NA,NA,NA,NA,-1.15508490778797,0.174804934093794,NA,NA,NA,NA,NA,NA,NA,NA,0.202700597518623,0.194528737022643,-0.0265313697916148,0.530098761063645,0.137826275504688,0.57246949319511,0,650.530236859004,231.847442355497,8,60,479.694884710994,8.73032845263037,0.00146506603731364,NA,0.985113814686024
"39","39","~1 ~ 1 ~ Tvar + Biotic ~ Tvar + Biotic",NA,NA,0.177760231182511,0.766166567391837,NA,NA,NA,NA,NA,NA,NA,NA,-0.28955607269694,0.61951945440602,-1.40647576830215,0.667971963820894,NA,NA,NA,NA,NA,NA,NA,NA,0.501386496877202,0.836890516986184,NA,NA,0.0777874216396189,0.154826607420025,-1.10152423940296,0.170338517781912,NA,NA,NA,NA,NA,NA,NA,NA,0.25536561913943,0.205310269314294,NA,NA,0.184226544148393,0.568155125240248,0,54.4096562985225,231.869476646827,8,60,479.738953293655,8.7743970352908,0.00143313739967681,NA,0.986546952085701
"75","75","~1 ~ 1 ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic",NA,NA,0.177760231182511,0.766166567391837,NA,NA,NA,NA,NA,NA,NA,NA,-0.28955607269694,0.61951945440602,-1.40647576830215,0.667971963820894,NA,NA,NA,NA,NA,NA,NA,NA,0.501386496877202,0.836890516986184,NA,NA,0.0777874216396189,0.154826607420025,-1.10152423940296,0.170338517781912,NA,NA,NA,NA,NA,NA,NA,NA,0.25536561913943,0.205310269314294,NA,NA,0.184226544148393,0.568155125240248,0,54.4096562985225,231.869476646827,8,60,479.738953293655,8.7743970352908,0.00143313739967681,NA,0.987980089485378
"9","9","~Elevation ~ 1 ~ Tmax ~ Tmax",NA,NA,0.344415029190597,0.768441882162994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08624250884766,0.657570995307371,NA,NA,-0.165876621810663,0.679631051841126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04043146490898,0.18708895098213,NA,NA,-0.109051723059082,0.217480451910062,NA,NA,NA,NA,NA,NA,0.150324586944899,0.51550500792855,-0.0279315244173542,0.551457139900987,0,51.233345375761,232.910369375317,7,60,479.820738750633,8.85618249226928,0.00137571459049492,NA,0.989355804075873
"48","48","~Elevation^2 ~ 1 ~ Tmax^2 ~ Tmax^2",NA,NA,0.344415029190597,0.768441882162994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08624250884766,0.657570995307371,NA,NA,-0.165876621810663,0.679631051841126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04043146490898,0.18708895098213,NA,NA,-0.109051723059082,0.217480451910062,NA,NA,NA,NA,NA,NA,0.150324586944899,0.51550500792855,-0.0279315244173542,0.551457139900987,0,51.233345375761,232.910369375317,7,60,479.820738750633,8.85618249226928,0.00137571459049492,NA,0.990731518666368
"35","35","~1 ~ Tvar * Biotic ~ 1 ~ Tvar * Biotic",0.436123132418932,1.49030950657144,1.036017551242,1.71713218226429,NA,NA,-2.35763566972261,2.66759804927632,-0.928138188716284,1.64908880044915,NA,NA,NA,NA,-1.18410115619883,0.572219965753104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121908965766961,0.144654487051764,-1.0839024061177,0.171927295063031,NA,NA,NA,NA,NA,NA,0.201181588669516,0.210293867234651,0.346070549339847,0.216420600099324,NA,NA,0.241301798010594,0.591928817086874,0,610.342756157322,230.244869114924,10,60,480.489738229849,9.52518197148487,0.000984593472466769,NA,0.991716112138835
"71","71","~1 ~ Tvar^2 * Biotic ~ 1 ~ Tvar^2 * Biotic",0.436123132418932,1.49030950657144,1.036017551242,1.71713218226429,NA,NA,-2.35763566972261,2.66759804927632,-0.928138188716284,1.64908880044915,NA,NA,NA,NA,-1.18410115619883,0.572219965753104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121908965766961,0.144654487051764,-1.0839024061177,0.171927295063031,NA,NA,NA,NA,NA,NA,0.201181588669516,0.210293867234651,0.346070549339847,0.216420600099324,NA,NA,0.241301798010594,0.591928817086874,0,610.342756157322,230.244869114924,10,60,480.489738229849,9.52518197148487,0.000984593472466769,NA,0.992700705611301
"19","19","~Elevation ~ Biotic ~ Biotic ~ Biotic",0.699482300297282,1.22908446778583,0.194911155748505,0.846183202030369,NA,NA,NA,NA,NA,NA,NA,NA,0.203999902259471,0.84949382198478,-1.22104833015044,0.685977130725025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0861859822670629,0.157300028762878,-1.09190177706026,0.174580138316867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00397859474170349,0.579363653297642,0.168647681259886,0.62651135009558,0,118.074425426455,232.566337793911,8,60,481.132675587823,10.1681193294586,0.000713912323574736,NA,0.993414617934876
"55","55","~Elevation^2 ~ Biotic ~ Biotic ~ Biotic",0.699482300297282,1.22908446778583,0.194911155748505,0.846183202030369,NA,NA,NA,NA,NA,NA,NA,NA,0.203999902259471,0.84949382198478,-1.22104833015044,0.685977130725025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0861859822670629,0.157300028762878,-1.09190177706026,0.174580138316867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00397859474170349,0.579363653297642,0.168647681259886,0.62651135009558,0,118.074425426455,232.566337793911,8,60,481.132675587823,10.1681193294586,0.000713912323574736,NA,0.994128530258451
"30","30","~1 ~ 1 ~ Tmax + Biotic ~ Tmax + Biotic",NA,NA,0.28191156858039,0.850877632116348,NA,NA,NA,NA,NA,NA,NA,NA,-0.0718620607697113,0.661857542876315,-1.18425095491159,0.784849572670702,NA,NA,-0.131683331299702,0.732008141436252,NA,NA,NA,NA,NA,NA,NA,NA,0.0907758757998408,0.162582426456268,-1.066404634965,0.195796546325951,NA,NA,-0.0849024111643378,0.226595538663737,NA,NA,NA,NA,NA,NA,NA,NA,0.05114431222016,0.548663644433197,0,83.0323468572542,232.705996713341,8,60,481.411993426681,10.4474371683174,0.000620857284099212,NA,0.99474938754255
"66","66","~1 ~ 1 ~ Tmax^2 + Biotic ~ Tmax^2 + Biotic",NA,NA,0.28191156858039,0.850877632116348,NA,NA,NA,NA,NA,NA,NA,NA,-0.0718620607697113,0.661857542876315,-1.18425095491159,0.784849572670702,NA,NA,-0.131683331299702,0.732008141436252,NA,NA,NA,NA,NA,NA,NA,NA,0.0907758757998408,0.162582426456268,-1.066404634965,0.195796546325951,NA,NA,-0.0849024111643378,0.226595538663737,NA,NA,NA,NA,NA,NA,NA,NA,0.05114431222016,0.548663644433197,0,83.0323468572542,232.705996713341,8,60,481.411993426681,10.4474371683174,0.000620857284099212,NA,0.995370244826649
"40","40","~Elevation ~ 1 ~ Tvar + Biotic ~ Tvar + Biotic",NA,NA,0.209858326859702,0.789801113379181,NA,NA,NA,NA,NA,NA,NA,NA,-0.28870272097042,0.616622167416151,-1.3852094822522,0.670799573329456,NA,NA,NA,NA,NA,NA,NA,NA,0.495490175811468,0.831473932352702,NA,NA,0.078053665810205,0.154789554595497,-1.10008995468624,0.170371589083537,NA,NA,NA,NA,NA,NA,NA,NA,0.254469999340846,0.205656953432209,0.0991587248448016,0.544417442357156,0.148246914273844,0.596373130866144,0,57.1130145347651,231.852864583078,9,60,481.705729166156,10.7411729077917,0.000536053178366166,NA,0.995906298005015
"76","76","~Elevation^2 ~ 1 ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic",NA,NA,0.209858326859702,0.789801113379181,NA,NA,NA,NA,NA,NA,NA,NA,-0.28870272097042,0.616622167416151,-1.3852094822522,0.670799573329456,NA,NA,NA,NA,NA,NA,NA,NA,0.495490175811468,0.831473932352702,NA,NA,0.078053665810205,0.154789554595497,-1.10008995468624,0.170371589083537,NA,NA,NA,NA,NA,NA,NA,NA,0.254469999340846,0.205656953432209,0.0991587248448016,0.544417442357156,0.148246914273844,0.596373130866144,0,57.1130145347651,231.852864583078,9,60,481.705729166156,10.7411729077917,0.000536053178366166,NA,0.996442351183382
"36","36","~1 ~ 1 ~ Tvar * Biotic ~ Tvar * Biotic",NA,NA,0.454620562439045,0.764156249500035,NA,NA,NA,NA,NA,NA,NA,NA,-0.0657752846144119,0.769656337846293,-1.31369110824171,0.786852608488749,NA,NA,NA,NA,NA,NA,-1.67864114147425,1.27856448871728,-0.329726294879138,1.05301922186427,NA,NA,0.140642950389126,0.149412222037258,-1.06227944468999,0.171372983611042,NA,NA,NA,NA,NA,NA,0.0920980856586683,0.222036677483285,0.27489219769126,0.212602569287954,NA,NA,0.15872656308829,0.55862295730547,0,159.562605942759,230.875602551358,10,60,481.751205102716,10.7866488443524,0.000524001947668546,NA,0.99696635313105
"72","72","~1 ~ 1 ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic",NA,NA,0.454620562439045,0.764156249500035,NA,NA,NA,NA,NA,NA,NA,NA,-0.0657752846144119,0.769656337846293,-1.31369110824171,0.786852608488749,NA,NA,NA,NA,NA,NA,-1.67864114147425,1.27856448871728,-0.329726294879138,1.05301922186427,NA,NA,0.140642950389126,0.149412222037258,-1.06227944468999,0.171372983611042,NA,NA,NA,NA,NA,NA,0.0920980856586683,0.222036677483285,0.27489219769126,0.212602569287954,NA,NA,0.15872656308829,0.55862295730547,0,159.562605942759,230.875602551358,10,60,481.751205102716,10.7866488443524,0.000524001947668546,NA,0.997490355078719
"37","37","~Elevation ~ Tvar * Biotic ~ 1 ~ Tvar * Biotic",0.386665713316736,1.50750808878046,1.16705669086227,2.00294779533235,NA,NA,-2.49096040639877,2.98835192195039,-0.973104390071284,1.75243603982176,NA,NA,NA,NA,-1.16517363313513,0.567852819390238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125041730018922,0.145960671878399,-1.08594937108077,0.174412906294161,NA,NA,NA,NA,NA,NA,0.198291060617605,0.210333284017202,0.348392524526739,0.216921199016169,0.118126069404999,0.583020172970496,0.194818869368513,0.619898629709008,0,815.302217885525,230.224553326159,11,60,482.449106652318,11.4845503939538,0.00036964556956245,NA,0.997860000648281
"73","73","~Elevation^2 ~ Tvar^2 * Biotic ~ 1 ~ Tvar^2 * Biotic",0.386665713316736,1.50750808878046,1.16705669086227,2.00294779533235,NA,NA,-2.49096040639877,2.98835192195039,-0.973104390071284,1.75243603982176,NA,NA,NA,NA,-1.16517363313513,0.567852819390238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125041730018922,0.145960671878399,-1.08594937108077,0.174412906294161,NA,NA,NA,NA,NA,NA,0.198291060617605,0.210333284017202,0.348392524526739,0.216921199016169,0.118126069404999,0.583020172970496,0.194818869368513,0.619898629709008,0,815.302217885525,230.224553326159,11,60,482.449106652318,11.4845503939538,0.00036964556956245,NA,0.998229646217843
"34","34","~1 ~ Tvar * Biotic ~ Tvar * Biotic ~ Tvar * Biotic",0.678792561945895,1.42053148130578,0.795798655449156,1.44469256957157,NA,NA,-2.31888125335704,2.50253121435995,-0.797522691393507,1.48631660596586,NA,NA,0.196834151178885,0.767595904011501,-1.09936322343543,0.680742546516795,NA,NA,NA,NA,NA,NA,-1.53639211348373,0.932892287085976,-0.13365603575849,0.854830650130116,NA,NA,0.134853925375641,0.146855451999693,-1.05331851850876,0.166922332398208,NA,NA,NA,NA,NA,NA,0.136486909429374,0.211160537439154,0.314454731547611,0.215003837078912,NA,NA,0.343814562453138,0.665328852104639,0,471.344914758077,228.655403952229,13,60,483.310807904458,12.3462516460942,0.000240253352115718,NA,0.998469899569959
"70","70","~1 ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic",0.678792561945895,1.42053148130578,0.795798655449156,1.44469256957157,NA,NA,-2.31888125335704,2.50253121435995,-0.797522691393507,1.48631660596586,NA,NA,0.196834151178885,0.767595904011501,-1.09936322343543,0.680742546516795,NA,NA,NA,NA,NA,NA,-1.53639211348373,0.932892287085976,-0.13365603575849,0.854830650130116,NA,NA,0.134853925375641,0.146855451999693,-1.05331851850876,0.166922332398208,NA,NA,NA,NA,NA,NA,0.136486909429374,0.211160537439154,0.314454731547611,0.215003837078912,NA,NA,0.343814562453138,0.665328852104639,0,471.344914758077,228.655403952229,13,60,483.310807904458,12.3462516460942,0.000240253352115718,NA,0.998710152922075
"31","31","~Elevation ~ 1 ~ Tmax + Biotic ~ Tmax + Biotic",NA,NA,0.345702691650767,0.870779101453974,NA,NA,NA,NA,NA,NA,NA,NA,-0.0593974044791176,0.654312629220556,-1.13350083897291,0.763612031751598,NA,NA,-0.165931949645592,0.73085813351182,NA,NA,NA,NA,NA,NA,NA,NA,0.0928318450382835,0.161991984916314,-1.06202339762193,0.193224737451946,NA,NA,-0.0913880804526343,0.224672172178995,NA,NA,NA,NA,NA,NA,0.155634753216553,0.525204812756961,0.00322726039078785,0.565729409118645,0,83.4831752357051,232.661938653765,9,60,483.32387730753,12.3593210491663,0.000238688486699437,NA,0.998948841408774
"67","67","~Elevation^2 ~ 1 ~ Tmax^2 + Biotic ~ Tmax^2 + Biotic",NA,NA,0.345702691650767,0.870779101453974,NA,NA,NA,NA,NA,NA,NA,NA,-0.0593974044791176,0.654312629220556,-1.13350083897291,0.763612031751598,NA,NA,-0.165931949645592,0.73085813351182,NA,NA,NA,NA,NA,NA,NA,NA,0.0928318450382835,0.161991984916314,-1.06202339762193,0.193224737451946,NA,NA,-0.0913880804526343,0.224672172178995,NA,NA,NA,NA,NA,NA,0.155634753216553,0.525204812756961,0.00322726039078785,0.565729409118645,0,83.4831752357051,232.661938653765,9,60,483.32387730753,12.3593210491663,0.000238688486699437,NA,0.999187529895474
"38","38","~Elevation ~ 1 ~ Tvar * Biotic ~ Tvar * Biotic",NA,NA,0.475325103295685,0.774286962942059,NA,NA,NA,NA,NA,NA,NA,NA,-0.0639659669045786,0.762173748087724,-1.29625674169063,0.784921835325915,NA,NA,NA,NA,NA,NA,-1.65758038718645,1.26951998148555,-0.319089822559477,1.04425564335738,NA,NA,0.140399800750674,0.149315416138198,-1.06131150676225,0.171474159420535,NA,NA,NA,NA,NA,NA,0.0918551096680758,0.222001687690937,0.274078936405599,0.212891566372912,0.0887502579770467,0.533964738213355,0.127412537801626,0.586591813829653,0,157.391776636191,230.861770710744,11,60,483.723541421488,12.7589851631236,0.000195454426917242,NA,0.999382984322391
