"","model","formula","col(Biotic)","SEcol(Biotic)","col(Int)","SEcol(Int)","col(Tmax:Biotic)","SEcol(Tmax:Biotic)","col(Tmax)","SEcol(Tmax)","col(Tvar:Biotic)","SEcol(Tvar:Biotic)","col(Tvar)","SEcol(Tvar)","ext(Biotic)","SEext(Biotic)","ext(Int)","SEext(Int)","ext(Tmax:Biotic)","SEext(Tmax:Biotic)","ext(Tmax)","SEext(Tmax)","ext(Tmin)","SEext(Tmin)","ext(Tvar:Biotic)","SEext(Tvar:Biotic)","ext(Tvar)","SEext(Tvar)","p(Biotic)","SEp(Biotic)","p(Int)","SEp(Int)","p(Tmax:Biotic)","SEp(Tmax:Biotic)","p(Tmax)","SEp(Tmax)","p(Tmin)","SEp(Tmin)","p(Tvar:Biotic)","SEp(Tvar:Biotic)","p(Tvar)","SEp(Tvar)","psi(Elevation)","SEpsi(Elevation)","psi(Int)","SEpsi(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"39","39","~Elevation^2 ~ 1 ~ Tvar^2 ~ Tvar^2",NA,NA,-1.71956032116974,1.21881283277251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.642442539078453,1.30041028528954,NA,NA,NA,NA,NA,NA,NA,NA,-1.39812060811551,1.56716441758829,NA,NA,-1.66146541983696,0.316070907901333,NA,NA,NA,NA,NA,NA,NA,NA,0.484655177744275,0.373809909085605,-0.0567057707313315,0.697984658800564,0.57876503544917,0.757013822940712,0,83.1665777117789,127.052350783842,7,60,268.104701567684,5.01769928812155,0.00684379032837869,NA,0.932949909816013
"6","6","~Elevation ~ Tmax ~ Tmax ~ Tmax",NA,NA,-1.57960911496256,0.772034939056815,NA,NA,-0.566233481890961,1.26338934261952,NA,NA,NA,NA,NA,NA,-0.160146739367973,0.790397687076689,NA,NA,-0.540525351781185,1.49400548135891,NA,NA,NA,NA,NA,NA,NA,NA,-1.47565523701949,0.309706061620528,NA,NA,0.762176900664176,0.357855049160108,NA,NA,NA,NA,NA,NA,0.505442879351461,1.02476045949997,1.02157387895732,1.18398997020007,0,101.305417746531,126.162798916359,8,60,268.325597832718,5.23859555315602,0.00612815415040013,NA,0.939078063966413
"33","33","~Elevation^2 ~ Tmax^2 ~ Tmax^2 ~ Tmax^2",NA,NA,-1.57960911496256,0.772034939056815,NA,NA,-0.566233481890961,1.26338934261952,NA,NA,NA,NA,NA,NA,-0.160146739367973,0.790397687076689,NA,NA,-0.540525351781185,1.49400548135891,NA,NA,NA,NA,NA,NA,NA,NA,-1.47565523701949,0.309706061620528,NA,NA,0.762176900664176,0.357855049160108,NA,NA,NA,NA,NA,NA,0.505442879351461,1.02476045949997,1.02157387895732,1.18398997020007,0,101.305417746531,126.162798916359,8,60,268.325597832718,5.23859555315602,0.00612815415040013,NA,0.945206218116813
"24","24","~Elevation ~ 1 ~ Tvar * Biotic ~ Tvar * Biotic",NA,NA,-2.16729687219047,0.905980732149005,NA,NA,NA,NA,NA,NA,NA,NA,0.890467888385505,0.594292092287001,-0.820850005652542,0.747807411602546,NA,NA,NA,NA,NA,NA,0.657206849727877,1.17832603897735,-1.84496582235472,1.42650504541888,0.589587967467387,0.329438939286827,-1.52922083892556,0.226675637201178,NA,NA,NA,NA,NA,NA,-1.93421650286557,0.753152327215166,1.55723929847498,0.541328726301241,-0.137952043039138,0.563507625905785,0.701281728196178,0.601704542581831,0,70.1879467116429,123.257395229614,11,60,268.514790459227,5.42778817966484,0.00557502763318437,NA,0.950781245749998
"49","49","~Elevation^2 ~ 1 ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic",NA,NA,-2.16729687219047,0.905980732149005,NA,NA,NA,NA,NA,NA,NA,NA,0.890467888385505,0.594292092287001,-0.820850005652542,0.747807411602546,NA,NA,NA,NA,NA,NA,0.657206849727877,1.17832603897735,-1.84496582235472,1.42650504541888,0.589587967467387,0.329438939286827,-1.52922083892556,0.226675637201178,NA,NA,NA,NA,NA,NA,-1.93421650286557,0.753152327215166,1.55723929847498,0.541328726301241,-0.137952043039138,0.563507625905785,0.701281728196178,0.601704542581831,0,70.1879467116429,123.257395229614,11,60,268.514790459227,5.42778817966484,0.00557502763318437,NA,0.956356273383182
"18","18","~1 ~ 1 ~ Tmax * Biotic ~ Tmax * Biotic",NA,NA,-1.90460346763783,0.655835301555191,NA,NA,NA,NA,NA,NA,NA,NA,0.353406369584235,1.25421426413337,-1.17748991287785,0.919076546655562,-3.74055638479144,2.33100336152942,4.27540092074969,2.7294810138742,NA,NA,NA,NA,NA,NA,-0.0670614433070177,0.265875927926852,-1.61605338572149,0.279032640357799,-0.439373040494217,0.459053141963356,0.792964680393459,0.347585795018351,NA,NA,NA,NA,NA,NA,NA,NA,1.29384500289222,1.14017329789483,0,341.104573675173,124.285315679958,10,60,268.570631359916,5.48362908035375,0.00542152327825965,NA,0.961777796661442
"44","44","~1 ~ 1 ~ Tmax^2 * Biotic ~ Tmax^2 * Biotic",NA,NA,-1.90460346763783,0.655835301555191,NA,NA,NA,NA,NA,NA,NA,NA,0.353406369584235,1.25421426413337,-1.17748991287785,0.919076546655562,-3.74055638479144,2.33100336152942,4.27540092074969,2.7294810138742,NA,NA,NA,NA,NA,NA,-0.0670614433070177,0.265875927926852,-1.61605338572149,0.279032640357799,-0.439373040494217,0.459053141963356,0.792964680393459,0.347585795018351,NA,NA,NA,NA,NA,NA,NA,NA,1.29384500289222,1.14017329789483,0,341.104573675173,124.285315679958,10,60,268.570631359916,5.48362908035375,0.00542152327825965,NA,0.967199319939702
"19","19","~Elevation ~ Tmax * Biotic ~ 1 ~ Tmax * Biotic",-1.45875480866199,1.4012440048037,-1.92260544950959,2.96533630853352,0.795346330697217,1.97460974398422,-1.10839648811771,2.1935004610895,NA,NA,NA,NA,NA,NA,-0.31738249969704,1.58492990381998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0497222051777024,0.331825796544033,-1.46468246915901,0.303072820923127,-0.268444072816312,0.580899948309369,0.793797497964612,0.37184814052956,NA,NA,NA,NA,NA,NA,0.474459039444132,0.869154633474105,0.871080466932197,1.46043238695656,0,470.140742289748,123.627481672615,11,60,269.25496334523,6.16796106566761,0.00385053011472557,NA,0.971049850054427
"21","21","~1 ~ Tvar * Biotic ~ Tvar * Biotic ~ Tvar * Biotic",-1.87565906155152,1.25367564671832,-2.17736491782515,0.916810700359049,NA,NA,NA,NA,-1.79212338728493,2.1201937904712,-1.22956251969264,1.60797195841697,0.549425532606798,0.659762883664685,-0.625318253777977,0.695414714713978,NA,NA,NA,NA,NA,NA,1.24823586810283,1.36576931927975,-2.46468772176345,1.53861829629348,0.597024257396444,0.338870999973059,-1.48267877599489,0.222901434682181,NA,NA,NA,NA,NA,NA,-1.89840690576525,0.754121940485467,1.53406915890534,0.537592370487229,NA,NA,0.54837873931644,0.594007209794327,0,162.464738977533,121.702582705023,13,60,269.405165410046,6.31816313048341,0.00357194333258181,NA,0.974621793387009
"46","46","~1 ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic",-1.87565906155152,1.25367564671832,-2.17736491782515,0.916810700359049,NA,NA,NA,NA,-1.79212338728493,2.1201937904712,-1.22956251969264,1.60797195841697,0.549425532606798,0.659762883664685,-0.625318253777977,0.695414714713978,NA,NA,NA,NA,NA,NA,1.24823586810283,1.36576931927975,-2.46468772176345,1.53861829629348,0.597024257396444,0.338870999973059,-1.48267877599489,0.222901434682181,NA,NA,NA,NA,NA,NA,-1.89840690576525,0.754121940485467,1.53406915890534,0.537592370487229,NA,NA,0.54837873931644,0.594007209794327,0,162.464738977533,121.702582705023,13,60,269.405165410046,6.31816313048341,0.00357194333258181,NA,0.978193736719591
"11","11","~Elevation ~ Tvar ~ Tvar ~ Tvar",NA,NA,-1.64102658379734,0.776924430870774,NA,NA,NA,NA,NA,NA,-0.788349016924154,1.29334243724136,NA,NA,-0.478537758215176,0.900259035285247,NA,NA,NA,NA,NA,NA,NA,NA,-1.79978159512673,1.50702895008959,NA,NA,-1.62145627605047,0.295103813284971,NA,NA,NA,NA,NA,NA,NA,NA,0.448823936696909,0.364296990159878,0.0421426654624735,0.654805043245378,0.477396743515184,0.745530854862859,0,66.1162981448599,126.791214060565,8,60,269.582428121131,6.4954258415687,0.00326898141665376,NA,0.981462718136245
"38","38","~Elevation^2 ~ Tvar^2 ~ Tvar^2 ~ Tvar^2",NA,NA,-1.64102658379734,0.776924430870774,NA,NA,NA,NA,NA,NA,-0.788349016924154,1.29334243724136,NA,NA,-0.478537758215176,0.900259035285247,NA,NA,NA,NA,NA,NA,NA,NA,-1.79978159512673,1.50702895008959,NA,NA,-1.62145627605047,0.295103813284971,NA,NA,NA,NA,NA,NA,NA,NA,0.448823936696909,0.364296990159878,0.0421426654624735,0.654805043245378,0.477396743515184,0.745530854862859,0,66.1162981448599,126.791214060565,8,60,269.582428121131,6.4954258415687,0.00326898141665376,NA,0.984731699552898
"25","25","~1 ~ Tvar + Biotic ~ Tvar + Biotic ~ Tvar + Biotic",-1.51922378807293,1.10165781175876,-1.91798789845855,1.04300951174668,NA,NA,NA,NA,NA,NA,-2.00691160680201,2.61787732756929,-0.115754501394001,1.18538596164586,-0.552371113655267,0.900274508164439,NA,NA,NA,NA,NA,NA,NA,NA,-2.06428542362878,1.87834384604602,0.151263135995864,0.328017781832704,-1.6088919238851,0.302089356966162,NA,NA,NA,NA,NA,NA,NA,NA,0.373407301677339,0.337803134451301,NA,NA,0.380565709946248,0.652612844936143,0,213.095927422714,124.905113194359,10,60,269.810226388718,6.72322410915632,0.00291706889547513,NA,0.987648768448373
"50","50","~1 ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic",-1.51922378807293,1.10165781175876,-1.91798789845855,1.04300951174668,NA,NA,NA,NA,NA,NA,-2.00691160680201,2.61787732756929,-0.115754501394001,1.18538596164586,-0.552371113655267,0.900274508164439,NA,NA,NA,NA,NA,NA,NA,NA,-2.06428542362878,1.87834384604602,0.151263135995864,0.328017781832704,-1.6088919238851,0.302089356966162,NA,NA,NA,NA,NA,NA,NA,NA,0.373407301677339,0.337803134451301,NA,NA,0.380565709946248,0.652612844936143,0,213.095927422714,124.905113194359,10,60,269.810226388718,6.72322410915632,0.00291706889547513,NA,0.990565837343849
"20","20","~Elevation ~ 1 ~ Tmax * Biotic ~ Tmax * Biotic",NA,NA,-1.9384207713612,0.653539506430912,NA,NA,NA,NA,NA,NA,NA,NA,0.409071290227717,1.26683811513249,-1.23765684521363,0.943639975575942,-3.83237992967321,2.38325682745122,4.44998205925635,2.80522363876788,NA,NA,NA,NA,NA,NA,-0.049006752679681,0.268358260255211,-1.61910457521987,0.283569225290378,-0.437411133727295,0.464246402713244,0.753741493003495,0.357648028824209,NA,NA,NA,NA,NA,NA,-0.446766326158574,1.20614315201726,1.35150574062523,1.29548866025368,0,358.13400469253,124.180160389584,11,60,270.360320779169,7.27331849960643,0.00221561964539419,NA,0.992781456989243
"45","45","~Elevation^2 ~ 1 ~ Tmax^2 * Biotic ~ Tmax^2 * Biotic",NA,NA,-1.9384207713612,0.653539506430912,NA,NA,NA,NA,NA,NA,NA,NA,0.409071290227717,1.26683811513249,-1.23765684521363,0.943639975575942,-3.83237992967321,2.38325682745122,4.44998205925635,2.80522363876788,NA,NA,NA,NA,NA,NA,-0.049006752679681,0.268358260255211,-1.61910457521987,0.283569225290378,-0.437411133727295,0.464246402713244,0.753741493003495,0.357648028824209,NA,NA,NA,NA,NA,NA,-0.446766326158574,1.20614315201726,1.35150574062523,1.29548866025368,0,358.13400469253,124.180160389584,11,60,270.360320779169,7.27331849960643,0.00221561964539419,NA,0.994997076634637
"23","23","~Elevation ~ Tvar * Biotic ~ Tvar * Biotic ~ Tvar * Biotic",-1.92829302178626,1.2806307510275,-2.17515225484849,0.927359680323443,NA,NA,NA,NA,-1.82047006450805,2.14683209720376,-1.2723254739812,1.61910277460058,0.523392626728412,0.676945490756814,-0.611006118287152,0.700324996544211,NA,NA,NA,NA,NA,NA,1.2818199956703,1.38012933147178,-2.48778829302317,1.53933434999742,0.588673103264776,0.343969936976751,-1.48199604782454,0.223203905768616,NA,NA,NA,NA,NA,NA,-1.89203855178086,0.758516364160939,1.53096355268672,0.537009020833501,0.141397892266743,0.613920349341838,0.517111780803443,0.606517340990236,0,167.618672423487,121.676908726944,14,60,271.353817453887,8.26681517432485,0.00134821807569701,NA,0.996345294710334
"48","48","~Elevation^2 ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic ~ Tvar^2 * Biotic",-1.92829302178626,1.2806307510275,-2.17515225484849,0.927359680323443,NA,NA,NA,NA,-1.82047006450805,2.14683209720376,-1.2723254739812,1.61910277460058,0.523392626728412,0.676945490756814,-0.611006118287152,0.700324996544211,NA,NA,NA,NA,NA,NA,1.2818199956703,1.38012933147178,-2.48778829302317,1.53933434999742,0.588673103264776,0.343969936976751,-1.48199604782454,0.223203905768616,NA,NA,NA,NA,NA,NA,-1.89203855178086,0.758516364160939,1.53096355268672,0.537009020833501,0.141397892266743,0.613920349341838,0.517111780803443,0.606517340990236,0,167.618672423487,121.676908726944,14,60,271.353817453887,8.26681517432485,0.00134821807569701,NA,0.997693512786031
"27","27","~Elevation ~ Tvar + Biotic ~ Tvar + Biotic ~ Tvar + Biotic",-1.52333328980002,1.08821503465029,-1.91346396642685,1.04926502651412,NA,NA,NA,NA,NA,NA,-2.03078545071351,2.61221348419191,-0.251610965871163,1.40279590560254,-0.537238399179524,0.946196643542583,NA,NA,NA,NA,NA,NA,NA,NA,-2.18450329849332,1.97704435290004,0.11703422730728,0.341021824833643,-1.60182474099423,0.302405651129055,NA,NA,NA,NA,NA,NA,NA,NA,0.392454802287504,0.346638514225658,0.21375123801354,0.543389333204226,0.353825671653829,0.65005738381916,0,214.926954328648,124.833114003609,11,60,271.666228007219,8.57922572765682,0.00115324360698455,NA,0.998846756393015
"52","52","~Elevation^2 ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic ~ Tvar^2 + Biotic",-1.52333328980002,1.08821503465029,-1.91346396642685,1.04926502651412,NA,NA,NA,NA,NA,NA,-2.03078545071351,2.61221348419191,-0.251610965871163,1.40279590560254,-0.537238399179524,0.946196643542583,NA,NA,NA,NA,NA,NA,NA,NA,-2.18450329849332,1.97704435290004,0.11703422730728,0.341021824833643,-1.60182474099423,0.302405651129055,NA,NA,NA,NA,NA,NA,NA,NA,0.392454802287504,0.346638514225658,0.21375123801354,0.543389333204226,0.353825671653829,0.65005738381916,0,214.926954328648,124.833114003609,11,60,271.666228007219,8.57922572765682,0.00115324360698455,NA,1
