"","model","formula","col(Biotic:Tmin)","SEcol(Biotic:Tmin)","col(Biotic)","SEcol(Biotic)","col(ForestLossCT)","SEcol(ForestLossCT)","col(Int)","SEcol(Int)","col(Tmax:Biotic)","SEcol(Tmax:Biotic)","col(Tmax)","SEcol(Tmax)","col(Tmin)","SEcol(Tmin)","col(Tvar:Biotic)","SEcol(Tvar:Biotic)","col(Tvar)","SEcol(Tvar)","ext(Biotic:Tmin)","SEext(Biotic:Tmin)","ext(Biotic)","SEext(Biotic)","ext(ForestLossCT)","SEext(ForestLossCT)","ext(Int)","SEext(Int)","ext(Tmax:Biotic)","SEext(Tmax:Biotic)","ext(Tmax)","SEext(Tmax)","ext(Tmin)","SEext(Tmin)","ext(Tvar:Biotic)","SEext(Tvar:Biotic)","ext(Tvar)","SEext(Tvar)","p(Biotic:Tmin)","SEp(Biotic:Tmin)","p(Biotic)","SEp(Biotic)","p(ForestLossCT)","SEp(ForestLossCT)","p(Int)","SEp(Int)","p(Tmax:Biotic)","SEp(Tmax:Biotic)","p(Tmax)","SEp(Tmax)","p(Tmin)","SEp(Tmin)","p(Tvar:Biotic)","SEp(Tvar:Biotic)","p(Tvar)","SEp(Tvar)","psi(Elevation)","SEpsi(Elevation)","psi(Int)","SEpsi(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"100","100","~Elevation^2 ~ 1 ~ Tmax^2 + Biotic ~ Tmax^2 + Biotic",NA,NA,NA,NA,NA,NA,0.0557126332127817,0.595628722128072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0298642914940587,0.509126711021536,NA,NA,-1.0780778940024,0.620636358729078,NA,NA,-0.617868101264864,0.679304143292475,NA,NA,NA,NA,NA,NA,NA,NA,0.0624927312836023,0.149691635485286,NA,NA,-1.20986503181579,0.181547786084588,NA,NA,0.95809532775139,0.220471482179274,NA,NA,NA,NA,NA,NA,0.498010405501879,0.819078702135889,0.572316169144964,1.02406105937437,0,94.4850665073365,205.12850396479,9,61,428.25700792958,6.64952668878504,0.00561752127086095,NA,0.963461472887188
"38","38","~1 ~ Tmax + Biotic ~ Tmax + Biotic ~ Tmax + Biotic",NA,NA,-0.204165295224815,0.54464895145076,NA,NA,-0.278027576445939,0.603751198840358,NA,NA,0.574749526422391,0.648539279470831,NA,NA,NA,NA,NA,NA,NA,NA,0.0507305732433851,0.514154626648843,NA,NA,-1.25726072220361,0.601358422520811,NA,NA,-0.339492655950268,0.676098309687571,NA,NA,NA,NA,NA,NA,NA,NA,0.0812075876818913,0.153016900032142,NA,NA,-1.1565038489066,0.180607348353511,NA,NA,0.867344415251546,0.236351321191743,NA,NA,NA,NA,NA,NA,NA,NA,0.0421960489196754,0.60662305182446,0,60.3417077781933,204.520921670827,10,61,429.041843341654,7.43436210085918,0.00379419704292274,NA,0.967255669930111
"95","95","~1 ~ Tmax^2 + Biotic ~ Tmax^2 + Biotic ~ Tmax^2 + Biotic",NA,NA,-0.204165295224815,0.54464895145076,NA,NA,-0.278027576445939,0.603751198840358,NA,NA,0.574749526422391,0.648539279470831,NA,NA,NA,NA,NA,NA,NA,NA,0.0507305732433851,0.514154626648843,NA,NA,-1.25726072220361,0.601358422520811,NA,NA,-0.339492655950268,0.676098309687571,NA,NA,NA,NA,NA,NA,NA,NA,0.0812075876818913,0.153016900032142,NA,NA,-1.1565038489066,0.180607348353511,NA,NA,0.867344415251546,0.236351321191743,NA,NA,NA,NA,NA,NA,NA,NA,0.0421960489196754,0.60662305182446,0,60.3417077781933,204.520921670827,10,61,429.041843341654,7.43436210085918,0.00379419704292274,NA,0.971049866973034
"98","98","~1 ~ Tmax^2 + Biotic ~ Tmax^2 + Biotic ~ Tmax^2 + Biotic",NA,NA,-0.204165295224815,0.54464895145076,NA,NA,-0.278027576445939,0.603751198840358,NA,NA,0.574749526422391,0.648539279470831,NA,NA,NA,NA,NA,NA,NA,NA,0.0507305732433851,0.514154626648843,NA,NA,-1.25726072220361,0.601358422520811,NA,NA,-0.339492655950268,0.676098309687571,NA,NA,NA,NA,NA,NA,NA,NA,0.0812075876818913,0.153016900032142,NA,NA,-1.1565038489066,0.180607348353511,NA,NA,0.867344415251546,0.236351321191743,NA,NA,NA,NA,NA,NA,NA,NA,0.0421960489196754,0.60662305182446,0,60.3417077781933,204.520921670827,10,61,429.041843341654,7.43436210085918,0.00379419704292274,NA,0.974844064015956
"48","48","~Elevation ~ Tmax * Biotic ~ 1 ~ Tmax * Biotic",NA,NA,0.24086830547065,1.05777851922674,NA,NA,-0.79528083204371,1.03105279755584,-0.765287987456514,1.03946732343054,1.12765026367795,1.11245704356156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46109215120103,0.532887374619012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0369129769008428,0.149295344056614,NA,NA,-1.2282831559084,0.190649154938928,0.0142655214288152,0.163466324039525,0.996967309436574,0.240715041793628,NA,NA,NA,NA,NA,NA,0.618741849973695,0.955610867602859,0.666448514973455,1.19334712767777,0,354.197405824749,203.864729873587,11,61,429.729459747174,8.12197850637892,0.00269033199121842,NA,0.977534396007175
"46","46","~1 ~ 1 ~ Tmax * Biotic ~ Tmax * Biotic",NA,NA,NA,NA,NA,NA,-0.0367578693567954,0.549873532434678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105939431312818,0.460876693031373,NA,NA,-1.13240236516309,0.52864446553694,-0.336659671043958,0.473739613081762,-0.454597916546185,0.611106999570625,NA,NA,NA,NA,NA,NA,NA,NA,0.0798501832029236,0.152983552439696,NA,NA,-1.18844715273127,0.176472504585629,-0.00279857723575972,0.168654806407416,0.932027774296323,0.235355752022297,NA,NA,NA,NA,NA,NA,NA,NA,0.142358902826377,0.627377019236299,0,33.5481286999082,205.075826667963,10,61,430.151653335926,8.54417209513139,0.00217835021553444,NA,0.979712746222709
"101","101","~1 ~ 1 ~ Tmax^2 * Biotic ~ Tmax^2 * Biotic",NA,NA,NA,NA,NA,NA,-0.0367578693567954,0.549873532434678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105939431312818,0.460876693031373,NA,NA,-1.13240236516309,0.52864446553694,-0.336659671043958,0.473739613081762,-0.454597916546185,0.611106999570625,NA,NA,NA,NA,NA,NA,NA,NA,0.0798501832029236,0.152983552439696,NA,NA,-1.18844715273127,0.176472504585629,-0.00279857723575972,0.168654806407416,0.932027774296323,0.235355752022297,NA,NA,NA,NA,NA,NA,NA,NA,0.142358902826377,0.627377019236299,0,33.5481286999082,205.075826667963,10,61,430.151653335926,8.54417209513139,0.00217835021553444,NA,0.981891096438244
"15","15","~1 ~ Tvar ~ 1 ~ Tvar",NA,NA,NA,NA,NA,NA,-0.370149960991909,0.53693061791064,NA,NA,NA,NA,NA,NA,NA,NA,1.50873523498867,0.765943515656497,NA,NA,NA,NA,NA,NA,-1.25241900877827,0.508092383657238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.951590498356512,0.164957821126996,NA,NA,NA,NA,NA,NA,NA,NA,0.47883685439911,0.212536663870199,NA,NA,-0.21148987666275,0.551642220739106,0,30.4418202340828,209.15251570274,6,61,430.305031405481,8.69755016468616,0.00201753964929374,NA,0.983908636087538
"75","75","~1 ~ Tvar^2 ~ 1 ~ Tvar^2",NA,NA,NA,NA,NA,NA,-0.370149960991909,0.53693061791064,NA,NA,NA,NA,NA,NA,NA,NA,1.50873523498867,0.765943515656497,NA,NA,NA,NA,NA,NA,-1.25241900877827,0.508092383657238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.951590498356512,0.164957821126996,NA,NA,NA,NA,NA,NA,NA,NA,0.47883685439911,0.212536663870199,NA,NA,-0.21148987666275,0.551642220739106,0,30.4418202340828,209.15251570274,6,61,430.305031405481,8.69755016468616,0.00201753964929374,NA,0.985926175736831
"41","41","~Elevation ~ Tmax + Biotic ~ Tmax + Biotic ~ Tmax + Biotic",NA,NA,-0.210739226039308,0.56695935080854,NA,NA,-0.263831504216499,0.660091649748606,NA,NA,0.548762874741994,0.710193234991128,NA,NA,NA,NA,NA,NA,NA,NA,0.0443728897188525,0.529208675908553,NA,NA,-1.24935574598553,0.62703232315691,NA,NA,-0.354706109279626,0.721290815697707,NA,NA,NA,NA,NA,NA,NA,NA,0.074856436496325,0.154690881316495,NA,NA,-1.17033756397356,0.1838729545678,NA,NA,0.896310290916443,0.24295397703356,NA,NA,NA,NA,NA,NA,0.318188886213141,0.761838585778212,0.292132254189912,0.904320150800343,0,83.1701424201403,204.426763958222,11,61,430.853527916444,9.24604667564961,0.00153361933179963,NA,0.987459795068631
