"","model","formula","col(Biotic:Tmin)","SEcol(Biotic:Tmin)","col(Biotic)","SEcol(Biotic)","col(Int)","SEcol(Int)","col(Tmax:Biotic)","SEcol(Tmax:Biotic)","col(Tmax)","SEcol(Tmax)","col(Tmin)","SEcol(Tmin)","col(Tvar:Biotic)","SEcol(Tvar:Biotic)","col(Tvar)","SEcol(Tvar)","ext(Int)","SEext(Int)","ext(Tmin)","SEext(Tmin)","ext(Tvar)","SEext(Tvar)","p(Biotic:Tmin)","SEp(Biotic:Tmin)","p(Biotic)","SEp(Biotic)","p(Int)","SEp(Int)","p(Tmax:Biotic)","SEp(Tmax:Biotic)","p(Tmax)","SEp(Tmax)","p(Tmin)","SEp(Tmin)","p(Tvar:Biotic)","SEp(Tvar:Biotic)","p(Tvar)","SEp(Tvar)","psi(Elevation)","SEpsi(Elevation)","psi(Int)","SEpsi(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"10","10","~Elevation ~ 1 ~ Tvar ~ Tvar",NA,NA,NA,NA,-0.0520805748308577,1.43711154354727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983619581820059,1.38324619292257,NA,NA,-0.627612061344685,1.39871971307579,NA,NA,NA,NA,-1.71905275160793,0.476003648787164,NA,NA,NA,NA,NA,NA,NA,NA,-0.150067465233094,0.416915244624116,-1.17019690989351,1.35295275016821,-2.01422540898129,1.02907997956081,0,82.3409191347272,102.631983640651,7,60,219.263967281302,4.76928208387355,0.00788488703284899,NA,0.945492524271208
"33","33","~Elevation^2 ~ 1 ~ Tvar^2 ~ Tvar^2",NA,NA,NA,NA,-0.0520805748308577,1.43711154354727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983619581820059,1.38324619292257,NA,NA,-0.627612061344685,1.39871971307579,NA,NA,NA,NA,-1.71905275160793,0.476003648787164,NA,NA,NA,NA,NA,NA,NA,NA,-0.150067465233094,0.416915244624116,-1.17019690989351,1.35295275016821,-2.01422540898129,1.02907997956081,0,82.3409191347272,102.631983640651,7,60,219.263967281302,4.76928208387355,0.00788488703284899,NA,0.953377411304057
"15","15","~1 ~ Biotic * Tmin ~ 1 ~ Biotic * Tmin",0.0270750251470825,0.6292562056354,-1.53557484374306,0.80294106454159,-0.160295962132111,0.716372164667702,NA,NA,NA,NA,0.752391315607341,0.57272278030383,NA,NA,NA,NA,1.20748950737627,0.883226062298448,NA,NA,NA,NA,-0.384636003345537,0.615892138183127,0.513797763073795,0.445379507401682,-1.75518657765473,0.352699060487479,NA,NA,NA,NA,0.388263065706016,0.392613789394191,NA,NA,NA,NA,NA,NA,-1.6455431543892,0.824354769835667,0,21.6560329933436,99.7950811517323,10,60,219.590162303465,5.09547710603636,0.00669827735663836,NA,0.960075688660695
"37","37","~1 ~ Biotic * Tmin^2 ~ 1 ~ Biotic * Tmin^2",0.0270750251470825,0.6292562056354,-1.53557484374306,0.80294106454159,-0.160295962132111,0.716372164667702,NA,NA,NA,NA,0.752391315607341,0.57272278030383,NA,NA,NA,NA,1.20748950737627,0.883226062298448,NA,NA,NA,NA,-0.384636003345537,0.615892138183127,0.513797763073795,0.445379507401682,-1.75518657765473,0.352699060487479,NA,NA,NA,NA,0.388263065706016,0.392613789394191,NA,NA,NA,NA,NA,NA,-1.6455431543892,0.824354769835667,0,21.6560329933436,99.7950811517323,10,60,219.590162303465,5.09547710603636,0.00669827735663836,NA,0.966773966017334
"16","16","~Elevation ~ Biotic * Tmin ~ 1 ~ Biotic * Tmin",0.117704628863887,0.648920664549568,-1.62741585139682,0.844327830934525,-0.412193176046004,0.747765206942757,NA,NA,NA,NA,0.785212221784856,0.570251116585044,NA,NA,NA,NA,0.827897658658884,0.989320077418811,NA,NA,NA,NA,-0.383127343756181,0.61510138275105,0.555136562240653,0.44598988240516,-1.7121558816243,0.35232298816012,NA,NA,NA,NA,0.340927168480226,0.398843104328752,NA,NA,NA,NA,-1.44983976135174,1.51353241161647,-1.97971793504995,1.12820164213043,0,73.1445414996353,99.052113842642,11,60,220.104227685284,5.60954248785563,0.0051800654507894,NA,0.971954031468123
"38","38","~Elevation^2 ~ Biotic * Tmin^2 ~ 1 ~ Biotic * Tmin^2",0.117704628863887,0.648920664549568,-1.62741585139682,0.844327830934525,-0.412193176046004,0.747765206942757,NA,NA,NA,NA,0.785212221784856,0.570251116585044,NA,NA,NA,NA,0.827897658658884,0.989320077418811,NA,NA,NA,NA,-0.383127343756181,0.61510138275105,0.555136562240653,0.44598988240516,-1.7121558816243,0.35232298816012,NA,NA,NA,NA,0.340927168480226,0.398843104328752,NA,NA,NA,NA,-1.44983976135174,1.51353241161647,-1.97971793504995,1.12820164213043,0,73.1445414996353,99.052113842642,11,60,220.104227685284,5.60954248785563,0.0051800654507894,NA,0.977134096918912
"5","5","~1 ~ Tvar ~ Tvar ~ Tvar",NA,NA,NA,NA,0.44836918745418,2.05958169525034,NA,NA,NA,NA,NA,NA,NA,NA,-0.421479675427224,0.763185611940505,1.31521707192703,0.912014542660018,NA,NA,-0.682458939019911,1.49446595503112,NA,NA,NA,NA,-1.85722763846803,0.560863208903264,NA,NA,NA,NA,NA,NA,NA,NA,-0.167514076764774,0.400810942992009,NA,NA,-1.71519918695834,0.826314389651018,0,107.863451571114,103.083892493199,7,60,220.167784986397,5.67309978896915,0.00501803810170879,NA,0.982152135020621
"28","28","~1 ~ Tvar^2 ~ Tvar^2 ~ Tvar^2",NA,NA,NA,NA,0.44836918745418,2.05958169525034,NA,NA,NA,NA,NA,NA,NA,NA,-0.421479675427224,0.763185611940505,1.31521707192703,0.912014542660018,NA,NA,-0.682458939019911,1.49446595503112,NA,NA,NA,NA,-1.85722763846803,0.560863208903264,NA,NA,NA,NA,NA,NA,NA,NA,-0.167514076764774,0.400810942992009,NA,NA,-1.71519918695834,0.826314389651018,0,107.863451571114,103.083892493199,7,60,220.167784986397,5.67309978896915,0.00501803810170879,NA,0.98717017312233
"8","8","~Elevation ~ Tvar ~ Tvar ~ Tvar",NA,NA,NA,NA,-0.118857632651122,1.60540102851728,NA,NA,NA,NA,NA,NA,NA,NA,-0.386717986262763,0.65596030114403,0.987087788119321,1.49482727242071,NA,NA,-0.770141646176615,1.43962287027771,NA,NA,NA,NA,-1.71511841935917,0.499054432845072,NA,NA,NA,NA,NA,NA,NA,NA,-0.142195465124415,0.420907144941957,-1.17773326184631,1.39538000520212,-1.99404425095773,1.03189908794119,0,103.611656936445,102.450125926079,8,60,220.900251852158,6.40556665472965,0.00347921122301547,NA,0.990649384345345
"31","31","~Elevation^2 ~ Tvar^2 ~ Tvar^2 ~ Tvar^2",NA,NA,NA,NA,-0.118857632651122,1.60540102851728,NA,NA,NA,NA,NA,NA,NA,NA,-0.386717986262763,0.65596030114403,0.987087788119321,1.49482727242071,NA,NA,-0.770141646176615,1.43962287027771,NA,NA,NA,NA,-1.71511841935917,0.499054432845072,NA,NA,NA,NA,NA,NA,NA,NA,-0.142195465124415,0.420907144941957,-1.17773326184631,1.39538000520212,-1.99404425095773,1.03189908794119,0,103.611656936445,102.450125926079,8,60,220.900251852158,6.40556665472965,0.00347921122301547,NA,0.994128595568361
"21","21","~1 ~ Tvar * Biotic ~ 1 ~ Tvar * Biotic",NA,NA,-1.50154624249105,0.872491295506964,-0.251771996220744,0.708600203249471,NA,NA,NA,NA,NA,NA,-0.494411403324511,1.23009253441266,-0.677040874165255,0.803322396059908,1.19532419780468,0.876026129904252,NA,NA,NA,NA,NA,NA,0.296905502216751,0.370665056463869,-1.622602783043,0.337666450489695,NA,NA,NA,NA,NA,NA,-0.139075046817527,0.641306422010469,-0.226312462264622,0.415442915905697,NA,NA,-1.82700676837359,0.795134630536305,0,44.9782126308251,101.249977799254,10,60,222.499955598507,8.00527040107897,0.00156354196013697,NA,0.995692137528498
"41","41","~1 ~ Tvar^2 * Biotic ~ 1 ~ Tvar^2 * Biotic",NA,NA,-1.50154624249105,0.872491295506964,-0.251771996220744,0.708600203249471,NA,NA,NA,NA,NA,NA,-0.494411403324511,1.23009253441266,-0.677040874165255,0.803322396059908,1.19532419780468,0.876026129904252,NA,NA,NA,NA,NA,NA,0.296905502216751,0.370665056463869,-1.622602783043,0.337666450489695,NA,NA,NA,NA,NA,NA,-0.139075046817527,0.641306422010469,-0.226312462264622,0.415442915905697,NA,NA,-1.82700676837359,0.795134630536305,0,44.9782126308251,101.249977799254,10,60,222.499955598507,8.00527040107897,0.00156354196013697,NA,0.997255679488635
"22","22","~Elevation ~ Tvar * Biotic ~ 1 ~ Tvar * Biotic",NA,NA,-1.65904905369225,1.01867947958763,-0.488316998780796,0.744269727170785,NA,NA,NA,NA,NA,NA,-0.748740554172237,1.42390440357516,-0.770331324818908,0.818715742351892,0.783415152834413,1.00466619779592,NA,NA,NA,NA,NA,NA,0.345240203702729,0.375020335649627,-1.60133898800266,0.335187940475816,NA,NA,NA,NA,NA,NA,-0.130077303106528,0.622849698790156,-0.178898490871282,0.417435676625968,-1.53717385829014,1.50852260031391,-2.13703502566517,1.11798963468868,0,74.5051679095363,100.380545207205,11,60,222.76109041441,8.26640521698189,0.0013721602556826,NA,0.998627839744317
"42","42","~Elevation^2 ~ Tvar^2 * Biotic ~ 1 ~ Tvar^2 * Biotic",NA,NA,-1.65904905369225,1.01867947958763,-0.488316998780796,0.744269727170785,NA,NA,NA,NA,NA,NA,-0.748740554172237,1.42390440357516,-0.770331324818908,0.818715742351892,0.783415152834413,1.00466619779592,NA,NA,NA,NA,NA,NA,0.345240203702729,0.375020335649627,-1.60133898800266,0.335187940475816,NA,NA,NA,NA,NA,NA,-0.130077303106528,0.622849698790156,-0.178898490871282,0.417435676625968,-1.53717385829014,1.50852260031391,-2.13703502566517,1.11798963468868,0,74.5051679095363,100.380545207205,11,60,222.76109041441,8.26640521698189,0.0013721602556826,NA,1
