"","model","formula","col(Int)","SEcol(Int)","col(Int)","SEcol(Int)","col(Tmax)","SEcol(Tmax)","col(Tmax)","SEcol(Tmax)","ext(Int)","SEext(Int)","ext(Int)","SEext(Int)","p(Int)","SEp(Int)","p(Int)","SEp(Int)","p(Tmax)","SEp(Tmax)","p(Tmax)","SEp(Tmax)","psi(Int)","SEpsi(Int)","psi(Int)","SEpsi(Int)","Converge","CondNum","negLogLike","nPars","n","AIC","delta","AICwt","Rsq","cumltvWt"
"1","1","~1 ~ Tmax ~ 1 ~ Tmax",-2.67834227009162,2.46573838508615,NA,NA,3.04358765131667,2.47375595263609,NA,NA,-0.441108327582018,2.43859020519595,NA,NA,-3.44822380289867,1.0044860935315,NA,NA,-0.096386454295704,0.667660478601264,NA,NA,-1.2847722520055,1.64547903494916,NA,NA,0,48.1070609925669,22.6657973234634,6,60,57.3315946469268,0,0.5,NA,0.5
"2","2","~1 ~ Tmax^2 ~ 1 ~ Tmax^2",-2.67834227009162,2.46573838508615,NA,NA,3.04358765131667,2.47375595263609,NA,NA,-0.441108327582018,2.43859020519595,NA,NA,-3.44822380289867,1.0044860935315,NA,NA,-0.096386454295704,0.667660478601264,NA,NA,-1.2847722520055,1.64547903494916,NA,NA,0,48.1070609925669,22.6657973234634,6,60,57.3315946469268,0,0.5,NA,1
